fill	colour	x	y	density	group	level	piece	xmin	xmax	ymin	ymax
#142E47	#142E47	0.272727272727273	0.108150470219436	3.32720837397788e-05	1	1	1	0.257575757575758	0.287878787878788	0.0924764890282132	0.123824451410658
#132B43	#132B43	0.303030303030303	0.108150470219436	1.26281507105527e-05	1	1	1	0.287878787878788	0.318181818181818	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.333333333333333	0.108150470219436	4.53459667174372e-06	1	1	1	0.318181818181818	0.348484848484848	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.363636363636364	0.108150470219436	1.48049497772604e-06	1	1	1	0.348484848484849	0.378787878787879	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.393939393939394	0.108150470219436	4.09986739506399e-07	1	1	1	0.378787878787879	0.409090909090909	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.424242424242424	0.108150470219436	1.05043041371909e-07	1	1	1	0.409090909090909	0.439393939393939	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.454545454545455	0.108150470219436	3.00200220543052e-08	1	1	1	0.439393939393939	0.46969696969697	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.484848484848485	0.108150470219436	1.08711469167962e-08	1	1	1	0.46969696969697	0.5	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.515151515151515	0.108150470219436	3.87967100795459e-09	1	1	1	0.5	0.53030303030303	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.545454545454545	0.108150470219436	9.43522057270755e-10	1	1	1	0.53030303030303	0.560606060606061	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.575757575757576	0.108150470219436	1.34221059654387e-10	1	1	1	0.560606060606061	0.590909090909091	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.606060606060606	0.108150470219436	1.07436885169720e-11	1	1	1	0.590909090909091	0.621212121212121	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.636363636363636	0.108150470219436	4.79717744129399e-13	1	1	1	0.621212121212121	0.651515151515151	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.666666666666667	0.108150470219436	1.19286910414218e-14	1	1	1	0.651515151515151	0.681818181818182	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.696969696969697	0.108150470219436	1.65251572191979e-16	1	1	1	0.681818181818182	0.712121212121212	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.727272727272727	0.108150470219436	1.27815763351121e-18	1	1	1	0.712121212121212	0.742424242424242	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.757575757575758	0.108150470219436	5.55231860928013e-21	1	1	1	0.742424242424242	0.772727272727273	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.787878787878788	0.108150470219436	1.37498038639201e-23	1	1	1	0.772727272727273	0.803030303030303	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.818181818181818	0.108150470219436	2.00928005576425e-26	1	1	1	0.803030303030303	0.833333333333333	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.848484848484848	0.108150470219436	1.8494203161958e-29	1	1	1	0.833333333333333	0.863636363636364	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.878787878787879	0.108150470219436	1.15971338283032e-32	1	1	1	0.863636363636364	0.893939393939394	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.909090909090909	0.108150470219436	9.09319897897749e-36	1	1	1	0.893939393939394	0.924242424242424	0.0924764890282132	0.123824451410658
#FFFFFF	#FFFFFF	0.939393939393939	0.108150470219436	5.20178234543805e-36	1	1	1	0.924242424242424	0.954545454545454	0.0924764890282132	0.123824451410658
#1A3A58	#1A3A58	0.0606060606060606	0.139498432601881	0.000113943146645995	1	1	1	0.0454545454545455	0.0757575757575757	0.123824451410658	0.155172413793103
#22486A	#22486A	0.0909090909090909	0.139498432601881	0.000202539326726009	1	1	1	0.0757575757575758	0.106060606060606	0.123824451410658	0.155172413793103
#27537A	#27537A	0.121212121212121	0.139498432601881	0.000272942994338104	1	1	1	0.106060606060606	0.136363636363636	0.123824451410658	0.155172413793103
#2A5880	#2A5880	0.151515151515151	0.139498432601881	0.000300078449325782	1	1	1	0.136363636363636	0.166666666666667	0.123824451410658	0.155172413793103
#28547B	#28547B	0.181818181818182	0.139498432601881	0.000276367525087708	1	1	1	0.166666666666667	0.196969696969697	0.123824451410658	0.155172413793103
#234A6E	#234A6E	0.212121212121212	0.139498432601881	0.00021700987217203	1	1	1	0.196969696969697	0.227272727272727	0.123824451410658	0.155172413793103
#1D3E5D	#1D3E5D	0.242424242424242	0.139498432601881	0.000141684075416515	1	1	1	0.227272727272727	0.257575757575758	0.123824451410658	0.155172413793103
#173450	#173450	0.272727272727273	0.139498432601881	7.5032017354954e-05	1	1	1	0.257575757575758	0.287878787878788	0.123824451410658	0.155172413793103
#142E48	#142E48	0.303030303030303	0.139498432601881	3.49004578829857e-05	1	1	1	0.287878787878788	0.318181818181818	0.123824451410658	0.155172413793103
#132B43	#132B43	0.333333333333333	0.139498432601881	1.53710991452504e-05	1	1	1	0.318181818181818	0.348484848484848	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.363636363636364	0.139498432601881	5.99473607761377e-06	1	1	1	0.348484848484849	0.378787878787879	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.393939393939394	0.139498432601881	2.00089414753272e-06	1	1	1	0.378787878787879	0.409090909090909	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.424242424242424	0.139498432601881	6.31854865335675e-07	1	1	1	0.409090909090909	0.439393939393939	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.454545454545455	0.139498432601881	2.25662137744275e-07	1	1	1	0.439393939393939	0.46969696969697	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.484848484848485	0.139498432601881	9.89862758663152e-08	1	1	1	0.46969696969697	0.5	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.515151515151515	0.139498432601881	3.8283234971255e-08	1	1	1	0.5	0.53030303030303	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.545454545454545	0.139498432601881	9.49830705776841e-09	1	1	1	0.53030303030303	0.560606060606061	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.575757575757576	0.139498432601881	1.35690017602349e-09	1	1	1	0.560606060606061	0.590909090909091	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.606060606060606	0.139498432601881	1.08781910463537e-10	1	1	1	0.590909090909091	0.621212121212121	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.636363636363636	0.139498432601881	4.87013174962924e-12	1	1	1	0.621212121212121	0.651515151515151	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.666666666666667	0.139498432601881	1.21945320119276e-13	1	1	1	0.651515151515151	0.681818181818182	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.696969696969697	0.139498432601881	1.72044769380147e-15	1	1	1	0.681818181818182	0.712121212121212	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.727272727272727	0.139498432601881	1.39407523708637e-17	1	1	1	0.712121212121212	0.742424242424242	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.757575757575758	0.139498432601881	6.77063176267549e-20	1	1	1	0.742424242424242	0.772727272727273	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.787878787878788	0.139498432601881	2.12070380091858e-22	1	1	1	0.772727272727273	0.803030303030303	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.818181818181818	0.139498432601881	4.59602959288622e-25	1	1	1	0.803030303030303	0.833333333333333	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.848484848484848	0.139498432601881	6.8769945492817e-28	1	1	1	0.833333333333333	0.863636363636364	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.878787878787879	0.139498432601881	6.85698090412293e-31	1	1	1	0.863636363636364	0.893939393939394	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.909090909090909	0.139498432601881	4.28177811617757e-32	1	1	1	0.893939393939394	0.924242424242424	0.123824451410658	0.155172413793103
#FFFFFF	#FFFFFF	0.939393939393939	0.139498432601881	5.47563200937584e-32	1	1	1	0.924242424242424	0.954545454545454	0.123824451410658	0.155172413793103
#142D46	#142D46	0.0606060606060606	0.170846394984326	2.90409348104147e-05	1	1	1	0.0454545454545455	0.0757575757575757	0.155172413793104	0.186520376175549
#17334D	#17334D	0.0909090909090909	0.170846394984326	6.41468710245175e-05	1	1	1	0.0757575757575758	0.106060606060606	0.155172413793104	0.186520376175549
#1B3A58	#1B3A58	0.121212121212121	0.170846394984326	0.00011525111722462	1	1	1	0.106060606060606	0.136363636363636	0.155172413793104	0.186520376175549
#1F4364	#1F4364	0.151515151515151	0.170846394984326	0.000172832665055893	1	1	1	0.136363636363636	0.166666666666667	0.155172413793104	0.186520376175549
#234B6E	#234B6E	0.181818181818182	0.170846394984326	0.000218710251134748	1	1	1	0.166666666666667	0.196969696969697	0.155172413793104	0.186520376175549
#244C70	#244C70	0.212121212121212	0.170846394984326	0.000228498035222375	1	1	1	0.196969696969697	0.227272727272727	0.155172413793104	0.186520376175549
#204667	#204667	0.242424242424242	0.170846394984326	0.000186478291032026	1	1	1	0.227272727272727	0.257575757575758	0.155172413793104	0.186520376175549
#1B3B59	#1B3B59	0.272727272727273	0.170846394984326	0.000122005165936516	1	1	1	0.257575757575758	0.287878787878788	0.155172413793104	0.186520376175549
#17344F	#17344F	0.303030303030303	0.170846394984326	7.17273920499518e-05	1	1	1	0.287878787878788	0.318181818181818	0.155172413793104	0.186520376175549
#152F48	#152F48	0.333333333333333	0.170846394984326	3.8774783393447e-05	1	1	1	0.318181818181818	0.348484848484848	0.155172413793104	0.186520376175549
#132C44	#132C44	0.363636363636364	0.170846394984326	1.79145964412481e-05	1	1	1	0.348484848484849	0.378787878787879	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.393939393939394	0.170846394984326	7.07739183567804e-06	1	1	1	0.378787878787879	0.409090909090909	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.424242424242424	0.170846394984326	2.59314289519218e-06	1	1	1	0.409090909090909	0.439393939393939	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.454545454545455	0.170846394984326	1.04934662448149e-06	1	1	1	0.439393939393939	0.46969696969697	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.484848484848485	0.170846394984326	5.01010600478861e-07	1	1	1	0.46969696969697	0.5	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.515151515151515	0.170846394984326	1.99133400197046e-07	1	1	1	0.5	0.53030303030303	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.545454545454545	0.170846394984326	4.96725259366703e-08	1	1	1	0.53030303030303	0.560606060606061	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.575757575757576	0.170846394984326	7.11827231125759e-09	1	1	1	0.560606060606061	0.590909090909091	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.606060606060606	0.170846394984326	5.75539732039758e-10	1	1	1	0.590909090909091	0.621212121212121	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.636363636363636	0.170846394984326	2.6375324514991e-11	1	1	1	0.621212121212121	0.651515151515151	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.666666666666667	0.170846394984326	7.00896126310809e-13	1	1	1	0.651515151515151	0.681818181818182	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.696969696969697	0.170846394984326	1.13634012210666e-14	1	1	1	0.681818181818182	0.712121212121212	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.727272727272727	0.170846394984326	1.21543359557288e-16	1	1	1	0.712121212121212	0.742424242424242	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.757575757575758	0.170846394984326	9.07359607880823e-19	1	1	1	0.742424242424242	0.772727272727273	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.787878787878788	0.170846394984326	4.60310903133214e-21	1	1	1	0.772727272727273	0.803030303030303	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.818181818181818	0.170846394984326	1.46686880914367e-23	1	1	1	0.803030303030303	0.833333333333333	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.848484848484848	0.170846394984326	2.76693260079511e-26	1	1	1	0.833333333333333	0.863636363636364	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.878787878787879	0.170846394984326	1.63951099929863e-28	1	1	1	0.863636363636364	0.893939393939394	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.909090909090909	0.170846394984326	2.27129416609275e-28	1	1	1	0.893939393939394	0.924242424242424	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.939393939393939	0.170846394984326	2.92437484530157e-28	1	1	1	0.924242424242424	0.954545454545454	0.155172413793104	0.186520376175549
#FFFFFF	#FFFFFF	0.0606060606060606	0.202194357366771	4.78163686861379e-06	1	1	1	0.0454545454545455	0.0757575757575757	0.186520376175549	0.217868338557994
#132B43	#132B43	0.0909090909090909	0.202194357366771	1.45692391122751e-05	1	1	1	0.0757575757575758	0.106060606060606	0.186520376175549	0.217868338557994
#152E48	#152E48	0.121212121212121	0.202194357366771	3.70041479774427e-05	1	1	1	0.106060606060606	0.136363636363636	0.186520376175549	0.217868338557994
#183550	#183550	0.151515151515151	0.202194357366771	7.81102929443473e-05	1	1	1	0.136363636363636	0.166666666666667	0.186520376175549	0.217868338557994
#1C3D5C	#1C3D5C	0.181818181818182	0.202194357366771	0.000135012861590028	1	1	1	0.166666666666667	0.196969696969697	0.186520376175549	0.217868338557994
#204566	#204566	0.212121212121212	0.202194357366771	0.000180217947081477	1	1	1	0.196969696969697	0.227272727272727	0.186520376175549	0.217868338557994
#204566	#204566	0.242424242424242	0.202194357366771	0.000183095264065114	1	1	1	0.227272727272727	0.257575757575758	0.186520376175549	0.217868338557994
#1E4160	#1E4160	0.272727272727273	0.202194357366771	0.0001549201835848	1	1	1	0.257575757575758	0.287878787878788	0.186520376175549	0.217868338557994
#1B3B58	#1B3B58	0.303030303030303	0.202194357366771	0.000118004629744134	1	1	1	0.287878787878788	0.318181818181818	0.186520376175549	0.217868338557994
#183550	#183550	0.333333333333333	0.202194357366771	7.75921791804851e-05	1	1	1	0.318181818181818	0.348484848484848	0.186520376175549	0.217868338557994
#152F49	#152F49	0.363636363636364	0.202194357366771	4.208411663257e-05	1	1	1	0.348484848484849	0.378787878787879	0.186520376175549	0.217868338557994
#132C44	#132C44	0.393939393939394	0.202194357366771	1.91734520006516e-05	1	1	1	0.378787878787879	0.409090909090909	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.424242424242424	0.202194357366771	7.66527710560199e-06	1	1	1	0.409090909090909	0.439393939393939	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.454545454545455	0.202194357366771	3.13852370061207e-06	1	1	1	0.439393939393939	0.46969696969697	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.484848484848485	0.202194357366771	1.45708097218762e-06	1	1	1	0.46969696969697	0.5	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.515151515151515	0.202194357366771	5.68642957893107e-07	1	1	1	0.5	0.53030303030303	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.545454545454545	0.202194357366771	1.41927075432334e-07	1	1	1	0.53030303030303	0.560606060606061	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.575757575757576	0.202194357366771	2.08448266916054e-08	1	1	1	0.560606060606061	0.590909090909091	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.606060606060606	0.202194357366771	1.80890216799465e-09	1	1	1	0.590909090909091	0.621212121212121	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.636363636363636	0.202194357366771	9.76664633863803e-11	1	1	1	0.621212121212121	0.651515151515151	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.666666666666667	0.202194357366771	3.54494617885939e-12	1	1	1	0.651515151515151	0.681818181818182	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.696969696969697	0.202194357366771	8.99874581806988e-14	1	1	1	0.681818181818182	0.712121212121212	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.727272727272727	0.202194357366771	1.52707092674663e-15	1	1	1	0.712121212121212	0.742424242424242	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.757575757575758	0.202194357366771	1.59968085374921e-17	1	1	1	0.742424242424242	0.772727272727273	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.787878787878788	0.202194357366771	9.77351474265207e-20	1	1	1	0.772727272727273	0.803030303030303	0.186520376175549	0.217868338557994
#FFFFFF	#FFFFFF	0.818181818181818	0.202194357366771	3.39078377861766e-22	1	1	1	0.803030303030303	0.833333333333333	0.186520376175549	0.217868338557994
