alpha	x	y	density	level	piece
0.1	0.724977043158861	0.0454545454545455	6.08045990897219e-32	1	1
0.1	0.734159779614325	0.0454545454545455	4.88671319720656e-33	1	1
0.1	0.743342516069789	0.0454545454545455	3.63936753379938e-34	1	1
0.1	0.752525252525253	0.0454545454545455	2.51167430635404e-35	1	1
0.1	0.761707988980716	0.0454545454545455	1.60630875818361e-36	1	1
0.1	0.77089072543618	0.0454545454545455	9.51969992679194e-38	1	1
0.1	0.780073461891644	0.0454545454545455	5.22813231191407e-39	1	1
0.1	0.789256198347107	0.0454545454545455	2.66072464295475e-40	1	1
0.1	0.798438934802571	0.0454545454545455	1.25483001580405e-41	1	1
0.1	0.807621671258035	0.0454545454545455	5.48408097405348e-43	1	1
0.1	0.816804407713499	0.0454545454545455	2.22106087488606e-44	1	1
0.1	0.825987144168962	0.0454545454545455	8.33611204728929e-46	1	1
0.1	0.835169880624426	0.0454545454545455	2.9013290019478e-47	1	1
0.1	0.84435261707989	0.0454545454545455	9.84144883422922e-49	1	1
0.1	0.853535353535354	0.0454545454545455	1.46872983270863e-49	1	1
0.1	0.862718089990817	0.0454545454545455	2.65408797471925e-49	1	1
0.1	0.871900826446281	0.0454545454545455	5.4558761150906e-49	1	1
0.1	0.881083562901745	0.0454545454545455	1.04225846190168e-48	1	1
0.1	0.890266299357208	0.0454545454545455	1.84513460217159e-48	1	1
0.1	0.899449035812672	0.0454545454545455	3.02696332970572e-48	1	1
0.1	0.908631772268136	0.0454545454545455	4.6016391513872e-48	1	1
0.1	0.9178145087236	0.0454545454545455	6.48252574347363e-48	1	1
0.1	0.926997245179063	0.0454545454545455	8.46256917584487e-48	1	1
0.1	0.936179981634527	0.0454545454545455	1.02373253186465e-47	1	1
0.1	0.945362718089991	0.0454545454545455	1.14761725102048e-47	1	1
0.1	0.954545454545455	0.0454545454545455	1.19215828824498e-47	1	1
0.685	0.0454545454545455	0.0546372819100092	0.000325792124308525	1	1
0.802	0.0546372819100092	0.0546372819100092	0.000391905065777556	1	1
0.8956	0.0638200183654729	0.0546372819100092	0.000443566788922186	1	1
0.9496	0.0730027548209366	0.0546372819100092	0.000473411252029083	1	1
0.9568	0.0821854912764004	0.0546372819100092	0.000477775675073837	1	1
0.9208	0.0913682277318641	0.0546372819100092	0.000457498619011281	1	1
0.8488	0.100550964187328	0.0546372819100092	0.000417341679981324	1	1
0.7534	0.109733700642792	0.0546372819100092	0.000364375272811489	1	1
0.649	0.118916437098255	0.0546372819100092	0.000306044000325575	1	1
0.5464	0.128099173553719	0.0546372819100092	0.000248611681573798	1	1
0.4528	0.137281910009183	0.0546372819100092	0.000196361931480487	1	1
0.3718	0.146464646464646	0.0546372819100092	0.000151536110602709	1	1
0.3052	0.15564738292011	0.0546372819100092	0.000114740255548018	1	1
0.253	0.164830119375574	0.0546372819100092	8.55125421207032e-05	1	1
0.2134	0.174012855831038	0.0546372819100092	6.2841009494522e-05	1	1
0.181	0.183195592286501	0.0546372819100092	4.55440325690092e-05	1	1
0.1576	0.192378328741965	0.0546372819100092	3.25050056557654e-05	1	1
0.1414	0.201561065197429	0.0546372819100092	2.27840045540187e-05	1	1
0.1288	0.210743801652893	0.0546372819100092	1.56386855907904e-05	1	1
0.118	0.219926538108356	0.0546372819100092	1.04917383057734e-05	1	1
0.1126	0.22910927456382	0.0546372819100092	6.8822691118473e-06	1	1
0.1072	0.238292011019284	0.0546372819100092	4.42836866740502e-06	1	1
0.1054	0.247474747474748	0.0546372819100092	2.81050767208783e-06	1	1
0.1036	0.256657483930211	0.0546372819100092	1.76989182566836e-06	1	1
0.1018	0.265840220385675	0.0546372819100092	1.10995576125693e-06	1	1
0.1018	0.275022956841139	0.0546372819100092	6.9258122643386e-07	1	1
0.1	0.284205693296602	0.0546372819100092	4.27614204779682e-07	1	1
0.1	0.293388429752066	0.0546372819100092	2.5916358727421e-07	1	1
0.1	0.30257116620753	0.0546372819100092	1.53004789840061e-07	1	1
0.1	0.311753902662994	0.0546372819100092	8.75341049431889e-08	1	1
0.1	0.320936639118457	0.0546372819100092	4.84376618009122e-08	1	1
0.1	0.330119375573921	0.0546372819100092	2.59624110353702e-08	1	1
0.1	0.339302112029385	0.0546372819100092	1.35330012317808e-08	1	1
0.1	0.348484848484849	0.0546372819100092	6.89658589955314e-09	1	1
0.1	0.357667584940312	0.0546372819100092	3.45344460257994e-09	1	1
0.1	0.366850321395776	0.0546372819100092	1.70458176328449e-09	1	1
0.1	0.37603305785124	0.0546372819100092	8.29443716305016e-10	1	1
0.1	0.385215794306703	0.0546372819100092	3.96653558654109e-10	1	1
0.1	0.394398530762167	0.0546372819100092	1.85379498128587e-10	1	1
0.1	0.403581267217631	0.0546372819100092	8.41023615520147e-11	1	1
0.1	0.412764003673095	0.0546372819100092	3.68015057838175e-11	1	1
0.1	0.421946740128558	0.0546372819100092	1.54606676785585e-11	1	1
0.1	0.431129476584022	0.0546372819100092	6.2286413204035e-12	1	1
0.1	0.440312213039486	0.0546372819100092	2.41772442630365e-12	1	1
0.1	0.44949494949495	0.0546372819100092	9.17109229679235e-13	1	1
0.1	0.458677685950413	0.0546372819100092	3.49329580784076e-13	1	1
0.1	0.467860422405877	0.0546372819100092	1.3875112044576e-13	1	1
0.1	0.477043158861341	0.0546372819100092	5.92944514519105e-14	1	1
0.1	0.486225895316804	0.0546372819100092	2.72921802000737e-14	1	1
0.1	0.495408631772268	0.0546372819100092	1.31156629292364e-14	1	1
0.1	0.504591368227732	0.0546372819100092	6.31674340553101e-15	1	1
0.1	0.513774104683196	0.0546372819100092	2.95218364737233e-15	1	1
0.1	0.522956841138659	0.0546372819100092	1.31237349127673e-15	1	1
0.1	0.532139577594123	0.0546372819100092	5.48770219597451e-16	1	1
0.1	0.541322314049587	0.0546372819100092	2.14541663219923e-16	1	1
0.1	0.55050505050505	0.0546372819100092	7.81564319191473e-17	1	1
0.1	0.559687786960514	0.0546372819100092	2.64794032911316e-17	1	1
0.1	0.568870523415978	0.0546372819100092	8.33354556391087e-18	1	1
0.1	0.578053259871442	0.0546372819100092	2.43445834963608e-18	1	1
0.1	0.587235996326905	0.0546372819100092	6.59794120088976e-19	1	1
0.1	0.596418732782369	0.0546372819100092	1.65843930167254e-19	1	1
0.1	0.605601469237833	0.0546372819100092	3.86520335991274e-20	1	1
0.1	0.614784205693297	0.0546372819100092	8.35129520114933e-21	1	1
0.1	0.62396694214876	0.0546372819100092	1.67260062154141e-21	1	1
0.1	0.633149678604224	0.0546372819100092	3.10492166154283e-22	1	1
0.1	0.642332415059688	0.0546372819100092	5.34198385114802e-23	1	1
0.1	0.651515151515152	0.0546372819100092	8.51783203992088e-24	1	1
0.1	0.660697887970615	0.0546372819100092	1.25868355309306e-24	1	1
0.1	0.669880624426079	0.0546372819100092	1.72367457050605e-25	1	1
0.1	0.679063360881543	0.0546372819100092	2.18745047949755e-26	1	1
0.1	0.688246097337006	0.0546372819100092	2.57252980991591e-27	1	1
0.1	0.69742883379247	0.0546372819100092	2.80361423916133e-28	1	1
0.1	0.706611570247934	0.0546372819100092	2.83145209362105e-29	1	1
0.1	0.715794306703398	0.0546372819100092	2.6499124588308e-30	1	1
0.1	0.724977043158861	0.0546372819100092	2.29817970178169e-31	1	1
0.1	0.734159779614325	0.0546372819100092	1.84699550241625e-32	1	1
0.1	0.743342516069789	0.0546372819100092	1.37555103820875e-33	1	1
0.1	0.752525252525253	0.0546372819100092	9.49328606223082e-35	1	1
0.1	0.761707988980716	0.0546372819100092	6.07135673634506e-36	1	1
0.1	0.77089072543618	0.0546372819100092	3.59819782992539e-37	1	1
0.1	0.780073461891644	0.0546372819100092	1.97613120944339e-38	1	1
0.1	0.789256198347107	0.0546372819100092	1.00572703243407e-39	1	1
0.1	0.798438934802571	0.0546372819100092	4.74330857497502e-41	1	1
0.1	0.807621671258035	0.0546372819100092	2.07312041176426e-42	1	1
0.1	0.816804407713499	0.0546372819100092	8.39686702741884e-44	1	1
0.1	0.825987144168962	0.0546372819100092	3.15203119784788e-45	1	1
0.1	0.835169880624426	0.0546372819100092	1.10064125625766e-46	1	1
0.1	0.84435261707989	0.0546372819100092	4.61388641820678e-48	1	1
0.1	0.853535353535354	0.0546372819100092	2.69497390095395e-48	1	1
0.1	0.862718089990817	0.0546372819100092	5.76341190936931e-48	1	1
0.1	0.871900826446281	0.0546372819100092	1.18757762996707e-47	1	1
0.1	0.881083562901745	0.0546372819100092	2.2687457016429e-47	1	1
0.1	0.890266299357208	0.0546372819100092	4.01641521435244e-47	1	1
0.1	0.899449035812672	0.0546372819100092	6.58897275696889e-47	1	1
0.1	0.908631772268136	0.0546372819100092	1.00166641300469e-46	1	1
0.1	0.9178145087236	0.0546372819100092	1.41109028653908e-46	1	1
0.1	0.926997245179063	0.0546372819100092	1.84209822463444e-46	1	1
0.1	0.936179981634527	0.0546372819100092	2.22842004627999e-46	1	1
0.1	0.945362718089991	0.0546372819100092	2.49808734999633e-46	1	1
0.1	0.954545454545455	0.0546372819100092	2.59504249906478e-46	1	1
0.6958	0.0454545454545455	0.0638200183654729	0.000332415951152373	1	1
0.82	0.0546372819100092	0.0638200183654729	0.000401842020275122	1	1
0.9208	0.0638200183654729	0.0638200183654729	0.000457488819692064	1	1
0.982	0.0730027548209366	0.0638200183654729	0.00049174072731215	1	1
0.9982	0.0821854912764004	0.0638200183654729	0.000500564188969203	1	1
0.9676	0.0913682277318641	0.0638200183654729	0.000484359456798348	1	1
0.9028	0.100550964187328	0.0638200183654729	0.00044745730888685	1	1
0.811	0.109733700642792	0.0638200183654729	0.000396584546708532	1	1
0.7084	0.118916437098255	0.0638200183654729	0.000338994607242486	1	1
0.604	0.128099173553719	0.0638200183654729	0.000280945414312907	1	1
0.5068	0.137281910009183	0.0638200183654729	0.000226889210813335	1	1
0.4222	0.146464646464646	0.0638200183654729	0.000179358440697097	1	1
0.3502	0.15564738292011	0.0638200183654729	0.00013929752583774	1	1
0.2908	0.164830119375574	0.0638200183654729	0.000106559854738957	1	1
0.244	0.174012855831038	0.0638200183654729	8.03830446607496e-05	1	1
0.208	0.183195592286501	0.0638200183654729	5.97614949436877e-05	1	1
0.1792	0.192378328741965	0.0638200183654729	4.36960541215272e-05	1	1
0.1558	0.201561065197429	0.0638200183654729	3.13242987540534e-05	1	1
0.1396	0.210743801652893	0.0638200183654729	2.19505323900598e-05	1	1
0.127	0.219926538108356	0.0638200183654729	1.50123307732673e-05	1	1
0.118	0.22910927456382	0.0638200183654729	1.00292707533407e-05	1	1
0.1126	0.238292011019284	0.0638200183654729	6.56913088719455e-06	1	1
0.1072	0.247474747474748	0.0638200183654729	4.24286479139942e-06	1	1
0.1054	0.256657483930211	0.0638200183654729	2.71802175162447e-06	1	1
0.1036	0.265840220385675	0.0638200183654729	1.73270305593499e-06	1	1
0.1018	0.275022956841139	0.0638200183654729	1.09809763736248e-06	1	1
0.1018	0.284205693296602	0.0638200183654729	6.88372210847907e-07	1	1
0.1	0.293388429752066	0.0638200183654729	4.23899688471543e-07	1	1
0.1	0.30257116620753	0.0638200183654729	2.54821074374569e-07	1	1
0.1	0.311753902662994	0.0638200183654729	1.48956613877494e-07	1	1
0.1	0.320936639118457	0.0638200183654729	8.45967890728947e-08	1	1
0.1	0.330119375573921	0.0638200183654729	4.67599803636436e-08	1	1
0.1	0.339302112029385	0.0638200183654729	2.52401557736348e-08	1	1
0.1	0.348484848484849	0.0638200183654729	1.33543765548139e-08	1	1
0.1	0.357667584940312	0.0638200183654729	6.9446026089117e-09	1	1
0.1	0.366850321395776	0.0638200183654729	3.55183824741785e-09	1	1
0.1	0.37603305785124	0.0638200183654729	1.7834184333088e-09	1	1
0.1	0.385215794306703	0.0638200183654729	8.75576582612017e-10	1	1
0.1	0.394398530762167	0.0638200183654729	4.18027584541726e-10	1	1
0.1	0.403581267217631	0.0638200183654729	1.92962396100925e-10	1	1
0.1	0.412764003673095	0.0638200183654729	8.56987578074086e-11	1	1
0.1	0.421946740128558	0.0638200183654729	3.65254682428651e-11	1	1
0.1	0.431129476584022	0.0638200183654729	1.49651253862998e-11	1	1
0.1	0.440312213039486	0.0638200183654729	5.94728305697248e-12	1	1
0.1	0.44949494949495	0.0638200183654729	2.33881280399493e-12	1	1
0.1	0.458677685950413	0.0638200183654729	9.40229264393661e-13	1	1
0.1	0.467860422405877	0.0638200183654729	4.00660127112025e-13	1	1
0.1	0.477043158861341	0.0638200183654729	1.84240298003954e-13	1	1
0.1	0.486225895316804	0.0638200183654729	8.99809745660048e-14	1	1
0.1	0.495408631772268	0.0638200183654729	4.49428971982133e-14	1	1
0.1	0.504591368227732	0.0638200183654729	2.21217643614321e-14	1	1
0.1	0.513774104683196	0.0638200183654729	1.04579006310477e-14	1	1
0.1	0.522956841138659	0.0638200183654729	4.67667983994076e-15	1	1
0.1	0.532139577594123	0.0638200183654729	1.96172823876199e-15	1	1
0.1	0.541322314049587	0.0638200183654729	7.68280609128428e-16	1	1
0.1	0.55050505050505	0.0638200183654729	2.80168554794252e-16	1	1
0.1	0.559687786960514	0.0638200183654729	9.49816953727889e-17	1	1
0.1	0.568870523415978	0.0638200183654729	2.99048480465146e-17	1	1
0.1	0.578053259871442	0.0638200183654729	8.73846788468127e-18	1	1
0.1	0.587235996326905	0.0638200183654729	2.36878094904407e-18	1	1
0.1	0.596418732782369	0.0638200183654729	5.95490074618494e-19	1	1
0.1	0.605601469237833	0.0638200183654729	1.38799744258867e-19	1	1
0.1	0.614784205693297	0.0638200183654729	2.99915977759498e-20	1	1
0.1	0.62396694214876	0.0638200183654729	6.00701988294948e-21	1	1
0.1	0.633149678604224	0.0638200183654729	1.11514809587884e-21	1	1
0.1	0.642332415059688	0.0638200183654729	1.91864800532595e-22	1	1
0.1	0.651515151515152	0.0638200183654729	3.0593531628668e-23	1	1
0.1	0.660697887970615	0.0638200183654729	4.52087758854731e-24	1	1
0.1	0.669880624426079	0.0638200183654729	6.19106820438117e-25	1	1
0.1	0.679063360881543	0.0638200183654729	7.85690686574887e-26	1	1
0.1	0.688246097337006	0.0638200183654729	9.24008864308574e-27	1	1
0.1	0.69742883379247	0.0638200183654729	1.00701487039686e-27	1	1
0.1	0.706611570247934	0.0638200183654729	1.01701776618065e-28	1	1
0.1	0.715794306703398	0.0638200183654729	9.51815014548104e-30	1	1
0.1	0.724977043158861	0.0638200183654729	8.25480756257342e-31	1	1
0.1	0.734159779614325	0.0638200183654729	6.63424149352532e-32	1	1
0.1	0.743342516069789	0.0638200183654729	4.9408937662273e-33	1	1
0.1	0.752525252525253	0.0638200183654729	3.40996692498838e-34	1	1
0.1	0.761707988980716	0.0638200183654729	2.18085262766729e-35	1	1
0.1	0.77089072543618	0.0638200183654729	1.29251577957032e-36	1	1
0.1	0.780073461891644	0.0638200183654729	7.09874789021455e-38	1	1
0.1	0.789256198347107	0.0638200183654729	3.61300514612183e-39	1	1
0.1	0.798438934802571	0.0638200183654729	1.70413194677142e-40	1	1
0.1	0.807621671258035	0.0638200183654729	7.44896580161985e-42	1	1
0.1	0.816804407713499	0.0638200183654729	3.01761361954095e-43	1	1
0.1	0.825987144168962	0.0638200183654729	1.13329431728254e-44	1	1
0.1	0.835169880624426	0.0638200183654729	4.02903357188988e-46	1	1
0.1	0.84435261707989	0.0638200183654729	3.50312086047838e-47	1	1
0.1	0.853535353535354	0.0638200183654729	5.39439459175726e-47	1	1
0.1	0.862718089990817	0.0638200183654729	1.19173904829863e-46	1	1
0.1	0.871900826446281	0.0638200183654729	2.45665077272259e-46	1	1
0.1	0.881083562901745	0.0638200183654729	4.69320447496025e-46	1	1
0.1	0.890266299357208	0.0638200183654729	8.30849356815463e-46	1	1
0.1	0.899449035812672	0.0638200183654729	1.36301738974424e-45	1	1
0.1	0.908631772268136	0.0638200183654729	2.07208132438823e-45	1	1
0.1	0.9178145087236	0.0638200183654729	2.91902952100877e-45	1	1
0.1	0.926997245179063	0.0638200183654729	3.81062725014857e-45	1	1
0.1	0.936179981634527	0.0638200183654729	4.60978575386067e-45	1	1
0.1	0.945362718089991	0.0638200183654729	5.16762874088135e-45	1	1
0.1	0.954545454545455	0.0638200183654729	5.36819347089501e-45	1	1
0.6796	0.0454545454545455	0.0730027548209366	0.000323619842862857	1	1
0.8056	0.0546372819100092	0.0730027548209366	0.000393339130598747	1	1
0.9082	0.0638200183654729	0.0730027548209366	0.000450742618125162	1	1
0.9748	0.0730027548209366	0.0730027548209366	0.000488346150207727	1	1
1	0.0821854912764004	0.0730027548209366	0.000501933582240201	1	1
0.982	0.0913682277318641	0.0730027548209366	0.000491414008701095	1	1
0.9262	0.100550964187328	0.0730027548209366	0.000460417746835239	1	1
0.8434	0.109733700642792	0.0730027548209366	0.000414924868621522	1	1
0.748	0.118916437098255	0.0730027548209366	0.00036156769119634	1	1
0.649	0.128099173553719	0.0730027548209366	0.000306232017769699	1	1
0.5536	0.137281910009183	0.0730027548209366	0.00025328575037228	1	1
0.469	0.146464646464646	0.0730027548209366	0.00020541842756632	1	1
0.3934	0.15564738292011	0.0730027548209366	0.000163874590480251	1	1
0.3304	0.164830119375574	0.0730027548209366	0.000128848482725617	1	1
0.28	0.174012855831038	0.0730027548209366	9.98911267493051e-05	1	1
0.2368	0.183195592286501	0.0730027548209366	7.62593446381003e-05	1	1
0.2026	0.192378328741965	0.0730027548209366	5.7170875059944e-05	1	1
0.1756	0.201561065197429	0.0730027548209366	4.19441110190675e-05	1	1
0.154	0.210743801652893	0.0730027548209366	3.00261662070513e-05	1	1
0.1378	0.219926538108356	0.0730027548209366	2.09477306871025e-05	1	1
0.1252	0.22910927456382	0.0730027548209366	1.42624513838214e-05	1	1
0.1162	0.238292011019284	0.0730027548209366	9.5163745685368e-06	1	1
0.1108	0.247474747474748	0.0730027548209366	6.25955598301409e-06	1	1
0.1072	0.256657483930211	0.0730027548209366	4.08208626661689e-06	1	1
0.1054	0.265840220385675	0.0730027548209366	2.6474559461997e-06	1	1
0.1036	0.275022956841139	0.0730027548209366	1.70605023149591e-06	1	1
0.1018	0.284205693296602	0.0730027548209366	1.08761596369297e-06	1	1
0.1018	0.293388429752066	0.0730027548209366	6.819650859742e-07	1	1
0.1	0.30257116620753	0.0730027548209366	4.18480416470408e-07	1	1
0.1	0.311753902662994	0.0730027548209366	2.5059404622388e-07	1	1
0.1	0.320936639118457	0.0730027548209366	1.46369155934049e-07	1	1
0.1	0.330119375573921	0.0730027548209366	8.35037985519135e-08	1	1
0.1	0.339302112029385	0.0730027548209366	4.66323601204503e-08	1	1
0.1	0.348484848484849	0.0730027548209366	2.55394975492103e-08	1	1
0.1	0.357667584940312	0.0730027548209366	1.37271724672371e-08	1	1
0.1	0.366850321395776	0.0730027548209366	7.23357622434401e-09	1	1
0.1	0.37603305785124	0.0730027548209366	3.7267051823589e-09	1	1
0.1	0.385215794306703	0.0730027548209366	1.86933975455608e-09	1	1
0.1	0.394398530762167	0.0730027548209366	9.0849430804986e-10	1	1
0.1	0.403581267217631	0.0730027548209366	4.25786369905853e-10	1	1
0.1	0.412764003673095	0.0730027548209366	1.91802339051743e-10	1	1
0.1	0.421946740128558	0.0730027548209366	8.30144571486549e-11	1	1
0.1	0.431129476584022	0.0730027548209366	3.46949763766606e-11	1	1
0.1	0.440312213039486	0.0730027548209366	1.41965590933865e-11	1	1
0.1	0.44949494949495	0.0730027548209366	5.83543303332077e-12	1	1
0.1	0.458677685950413	0.0730027548209366	2.49566794448014e-12	1	1
0.1	0.467860422405877	0.0730027548209366	1.14322147010236e-12	1	1
0.1	0.477043158861341	0.0730027548209366	5.61811660122442e-13	1	1
0.1	0.486225895316804	0.0730027548209366	2.87926965117353e-13	1	1
0.1	0.495408631772268	0.0730027548209366	1.48076945799766e-13	1	1
0.1	0.504591368227732	0.0730027548209366	7.40612964863771e-14	1	1
0.1	0.513774104683196	0.0730027548209366	3.53077399442746e-14	1	1
0.1	0.522956841138659	0.0730027548209366	1.58598260223884e-14	1	1
0.1	0.532139577594123	0.0730027548209366	6.6690309683627e-15	1	1
0.1	0.541322314049587	0.0730027548209366	2.61552464864419e-15	1	1
0.1	0.55050505050505	0.0730027548209366	9.54628138324748e-16	1	1
0.1	0.559687786960514	0.0730027548209366	3.2381424000798e-16	1	1
0.1	0.568870523415978	0.0730027548209366	1.01990183405679e-16	1	1
0.1	0.578053259871442	0.0730027548209366	2.98100117003688e-17	1	1
0.1	0.587235996326905	0.0730027548209366	8.0821799387212e-18	1	1
0.1	0.596418732782369	0.0730027548209366	2.03204020392874e-18	1	1
0.1	0.605601469237833	0.0730027548209366	4.73679863466319e-19	1	1
0.1	0.614784205693297	0.0730027548209366	1.02358365206093e-19	1	1
0.1	0.62396694214876	0.0730027548209366	2.0502295641533e-20	1	1
0.1	0.633149678604224	0.0730027548209366	3.80618686558682e-21	1	1
0.1	0.642332415059688	0.0730027548209366	6.5488199405613e-22	1	1
0.1	0.651515151515152	0.0730027548209366	1.04425059055587e-22	1	1
0.1	0.660697887970615	0.0730027548209366	1.54313261499744e-23	1	1
0.1	0.669880624426079	0.0730027548209366	2.11324620177914e-24	1	1
0.1	0.679063360881543	0.0730027548209366	2.68187909594408e-25	1	1
0.1	0.688246097337006	0.0730027548209366	3.15403308168638e-26	1	1
0.1	0.69742883379247	0.0730027548209366	3.43738556426754e-27	1	1
0.1	0.706611570247934	0.0730027548209366	3.4715481786773e-28	1	1
0.1	0.715794306703398	0.0730027548209366	3.2490010456365e-29	1	1
0.1	0.724977043158861	0.0730027548209366	2.81778356834486e-30	1	1
0.1	0.734159779614325	0.0730027548209366	2.26462649683985e-31	1	1
0.1	0.743342516069789	0.0730027548209366	1.68662069086035e-32	1	1
0.1	0.752525252525253	0.0730027548209366	1.1640501278577e-33	1	1
0.1	0.761707988980716	0.0730027548209366	7.44495326537124e-35	1	1
0.1	0.77089072543618	0.0730027548209366	4.41257835865193e-36	1	1
0.1	0.780073461891644	0.0730027548209366	2.42364695037526e-37	1	1
0.1	0.789256198347107	0.0730027548209366	1.23367924280952e-38	1	1
0.1	0.798438934802571	0.0730027548209366	5.8197636070417e-40	1	1
0.1	0.807621671258035	0.0730027548209366	2.54448498462988e-41	1	1
0.1	0.816804407713499	0.0730027548209366	1.03115873826354e-42	1	1
0.1	0.825987144168962	0.0730027548209366	3.87955903865097e-44	1	1
0.1	0.835169880624426	0.0730027548209366	1.51835489789398e-45	1	1
0.1	0.84435261707989	0.0730027548209366	4.82180316562989e-46	1	1
