colour	x	y	clickSelects	fill
#F8766D	0.392857413738966	0.42248379252851	Female.No	#F8766D
#7CAE00	0.882152429019863	0.278287288394164	Male.No	#7CAE00
#7CAE00	0.691996845755387	0.296526129696179	Male.No	#7CAE00
#7CAE00	0.686371482485397	0.373471002602442	Male.No	#7CAE00
#F8766D	0.24466642297127	0.194699392315339	Female.No	#F8766D
#7CAE00	0.641447854905643	0.358500251461836	Male.No	#7CAE00
#7CAE00	0.897419792853973	0.330921599726108	Male.No	#7CAE00
#7CAE00	0.892930532974953	0.260264686224135	Male.No	#7CAE00
#7CAE00	0.733930628069422	0.103554743596099	Male.No	#7CAE00
#7CAE00	0.614194160919975	0.385586344890974	Male.No	#7CAE00
#7CAE00	0.894895265386863	0.181681109422987	Male.No	#7CAE00
#7CAE00	0.694048723629252	0.199558266523209	Male.No	#7CAE00
#7CAE00	0.669797684573992	0.435155198824677	Male.No	#7CAE00
#7CAE00	0.646753799170256	0.393605790100992	Male.No	#7CAE00
#7CAE00	0.653016585348682	0.427525368773124	Male.No	#7CAE00
#7CAE00	0.559473376551812	0.155111843466081	Male.No	#7CAE00
#7CAE00	0.603474980474196	0.185782934877683	Male.No	#7CAE00
#7CAE00	0.601448749192059	0.205808695659719	Male.No	#7CAE00
#F8766D	0.428238786164333	0.279653950001706	Female.No	#F8766D
#F8766D	0.172006335617466	0.164050163616511	Female.No	#F8766D
#7CAE00	0.679814553734931	0.301988750188188	Male.No	#7CAE00
#7CAE00	0.695427208376879	0.426698763516139	Male.No	#7CAE00
#7CAE00	0.700850050642409	0.137175221080807	Male.No	#7CAE00
#C77CFF	0.830676604654979	0.720788898623802	Male.Yes	#C77CFF
#F8766D	0.422300643541596	0.291245178065517	Female.No	#F8766D
#C77CFF	0.672600926492702	0.736342721534046	Male.Yes	#C77CFF
#7CAE00	0.623983445238661	0.11749635941603	Male.No	#7CAE00
#C77CFF	0.807771589860997	0.547090018760751	Male.Yes	#C77CFF
#C77CFF	0.769975694489073	0.711697351356799	Male.Yes	#C77CFF
#C77CFF	0.699064614251256	0.809027766893533	Male.Yes	#C77CFF
#C77CFF	0.821202224035832	0.828812913461165	Male.Yes	#C77CFF
#7CAE00	0.886939118192954	0.278775590217926	Male.No	#7CAE00
#7CAE00	0.833539255302061	0.112202824601396	Male.No	#7CAE00
#F8766D	0.383561251177029	0.245878033339977	Female.No	#F8766D
#00BFC4	0.278893263841217	0.614533658562736	Female.Yes	#00BFC4
#7CAE00	0.783620462837544	0.314609960652888	Male.No	#7CAE00
#C77CFF	0.688431615263901	0.636096396398815	Male.Yes	#C77CFF
#7CAE00	0.804240603592585	0.0962895933877338	Male.No	#7CAE00
#F8766D	0.157086172733795	0.145800167440691	Female.No	#F8766D
#00BFC4	0.162361888299611	0.593556526032361	Female.Yes	#00BFC4
#00BFC4	0.0928741258315064	0.850035742009905	Female.Yes	#00BFC4
#F8766D	0.414893227798695	0.442669319750911	Female.No	#F8766D
#7CAE00	0.808776447464797	0.309773294424469	Male.No	#7CAE00
#C77CFF	0.704687781208618	0.784534914419055	Male.Yes	#C77CFF
#7CAE00	0.657120652242818	0.118012633005326	Male.No	#7CAE00
#7CAE00	0.610670176080682	0.348603894256733	Male.No	#7CAE00
#7CAE00	0.723001818257299	0.405566486191343	Male.No	#7CAE00
#C77CFF	0.696565982208333	0.5668024093082	Male.Yes	#C77CFF
#7CAE00	0.794726890681142	0.252709785560993	Male.No	#7CAE00
#F8766D	0.34797673350708	0.190216155976734	Female.No	#F8766D
#C77CFF	0.649905703369189	0.671461770480329	Male.Yes	#C77CFF
#7CAE00	0.869631238112395	0.337855773977935	Male.No	#7CAE00
#F8766D	0.407309670509263	0.390028104016727	Female.No	#F8766D
#7CAE00	0.579791631634262	0.363385336219587	Male.No	#7CAE00
#7CAE00	0.720711908641864	0.278911907479844	Male.No	#7CAE00
#7CAE00	0.700557440096005	0.413154692473737	Male.No	#7CAE00
#7CAE00	0.625732107849961	0.445012301121923	Male.No	#7CAE00
#C77CFF	0.739127727225423	0.707774883305484	Male.Yes	#C77CFF
#7CAE00	0.805194729939103	0.20017334387045	Male.No	#7CAE00
#00BFC4	0.413325278850442	0.907821752300317	Female.Yes	#00BFC4
#00BFC4	0.206179503182119	0.615988529710607	Female.Yes	#00BFC4
#F8766D	0.422693454829807	0.348781508647583	Female.No	#F8766D
#C77CFF	0.632213637740775	0.889958641915159	Male.Yes	#C77CFF
#C77CFF	0.564403789879923	0.659145378761671	Male.Yes	#C77CFF
#C77CFF	0.887392516163262	0.562643946233121	Male.Yes	#C77CFF
#C77CFF	0.742515361444517	0.554774877107279	Male.Yes	#C77CFF
#7CAE00	0.599016307853162	0.237340230325406	Male.No	#7CAE00
#00BFC4	0.397365857085044	0.588864889080551	Female.Yes	#00BFC4
#00BFC4	0.15183804878457	0.685260192914443	Female.Yes	#00BFC4
#00BFC4	0.16108623104678	0.762768501669846	Female.Yes	#00BFC4
#00BFC4	0.436082951301201	0.770716192285446	Female.Yes	#00BFC4
#F8766D	0.313843241723424	0.15573282726109	Female.No	#F8766D
#C77CFF	0.833162621340968	0.672028742053292	Male.Yes	#C77CFF
#C77CFF	0.843395289202983	0.710026614452627	Male.Yes	#C77CFF
#C77CFF	0.764722982929512	0.810054668479345	Male.Yes	#C77CFF
#7CAE00	0.767000876875086	0.316314273344522	Male.No	#7CAE00
#00BFC4	0.265659111213278	0.775581843304363	Female.Yes	#00BFC4
#7CAE00	0.591367269273509	0.300122392279181	Male.No	#7CAE00
#F8766D	0.254034240984104	0.169010947119783	Female.No	#F8766D
#7CAE00	0.810194506225261	0.180331635288894	Male.No	#7CAE00
#7CAE00	0.852949449792504	0.286074040203609	Male.No	#7CAE00
#F8766D	0.288141850297424	0.372343712570992	Female.No	#F8766D
#F8766D	0.180876002392986	0.106810130432925	Female.No	#F8766D
#7CAE00	0.586708890274167	0.320684314705431	Male.No	#7CAE00
#F8766D	0.362026944925839	0.343658314594491	Female.No	#F8766D
#F8766D	0.445465315556662	0.250596045770428	Female.No	#F8766D
#F8766D	0.273630423386666	0.143118953755633	Female.No	#F8766D
#7CAE00	0.746049572713673	0.45363529483703	Male.No	#7CAE00
#F8766D	0.319891308434308	0.272802893411029	Female.No	#F8766D
#7CAE00	0.609059052880515	0.222055540420115	Male.No	#7CAE00
#7CAE00	0.897242608480155	0.300248513421552	Male.No	#7CAE00
#F8766D	0.351561533202502	0.367050445130603	Female.No	#F8766D
#F8766D	0.27241039453921	0.330281664363363	Female.No	#F8766D
#7CAE00	0.864385136995803	0.300714970058338	Male.No	#7CAE00
#F8766D	0.330165235241028	0.251489532264796	Female.No	#F8766D
#F8766D	0.345318001186983	0.353397569111125	Female.No	#F8766D
#7CAE00	0.791875379668041	0.415228153494271	Male.No	#7CAE00
#7CAE00	0.80283092758195	0.259323183023794	Male.No	#7CAE00
#F8766D	0.343748707747595	0.115271649916064	Female.No	#F8766D
#F8766D	0.245552090589296	0.129049999385395	Female.No	#F8766D
#F8766D	0.179571120999753	0.421837643974207	Female.No	#F8766D
#F8766D	0.170511165549132	0.252480029297823	Female.No	#F8766D
#F8766D	0.103532820940018	0.256617280739275	Female.No	#F8766D
#F8766D	0.179668092253533	0.102049844000827	Female.No	#F8766D
#F8766D	0.208379374224354	0.400995961729098	Female.No	#F8766D
#C77CFF	0.872125660492615	0.894521433775398	Male.Yes	#C77CFF
#F8766D	0.359267912551083	0.283266613598574	Female.No	#F8766D
#F8766D	0.330167819999836	0.228167320855639	Female.No	#F8766D
#7CAE00	0.610106928866695	0.255521185272797	Male.No	#7CAE00
#7CAE00	0.815603336234662	0.267113125629046	Male.No	#7CAE00
#F8766D	0.168958919292146	0.367911412041973	Female.No	#F8766D
#F8766D	0.433520819060504	0.297705881890248	Female.No	#F8766D
#F8766D	0.4194391800768	0.182995893992484	Female.No	#F8766D
#F8766D	0.138764655302194	0.245525310493328	Female.No	#F8766D
#F8766D	0.273977385918525	0.324311555955898	Female.No	#F8766D
#7CAE00	0.711352706802162	0.252336140214042	Male.No	#7CAE00
#7CAE00	0.801303810609335	0.247860225679522	Male.No	#7CAE00
#7CAE00	0.633527323942293	0.111239710738036	Male.No	#7CAE00
#7CAE00	0.671910641376268	0.269677739167078	Male.No	#7CAE00
#7CAE00	0.855905143459412	0.206287073394792	Male.No	#7CAE00
#7CAE00	0.603608832609924	0.147920645350082	Male.No	#7CAE00
#7CAE00	0.569354986687275	0.20152562035417	Male.No	#7CAE00
#F8766D	0.313905211927539	0.434919869103892	Female.No	#F8766D
#7CAE00	0.782090915028344	0.43942947245457	Male.No	#7CAE00
#F8766D	0.36986271630634	0.287096994082359	Female.No	#F8766D
#F8766D	0.193991231986067	0.136278798888353	Female.No	#F8766D
#7CAE00	0.695918740450658	0.134642938236621	Male.No	#7CAE00
#7CAE00	0.607593940486285	0.351334217089144	Male.No	#7CAE00
#7CAE00	0.673698625611988	0.437687577510422	Male.No	#7CAE00
#F8766D	0.430027061988684	0.355012756179679	Female.No	#F8766D
#7CAE00	0.603585595265031	0.284546202217991	Male.No	#7CAE00
#00BFC4	0.44173652543263	0.554539060220122	Female.Yes	#00BFC4
#7CAE00	0.892725410109216	0.129953575235876	Male.No	#7CAE00
#7CAE00	0.83568048316308	0.0956434577026151	Male.No	#7CAE00
#7CAE00	0.704767763953317	0.391168451783332	Male.No	#7CAE00
#00BFC4	0.372949629175392	0.636693177575415	Female.Yes	#00BFC4
#00BFC4	0.411420783028006	0.740472222339701	Female.Yes	#00BFC4
#C77CFF	0.77477299828421	0.63434690084647	Male.Yes	#C77CFF
#C77CFF	0.579947646029971	0.626990441148254	Male.Yes	#C77CFF
#C77CFF	0.702898714522069	0.881153736940839	Male.Yes	#C77CFF
#C77CFF	0.74315765178339	0.547793645835058	Male.Yes	#C77CFF
#C77CFF	0.878941417502409	0.893331016413867	Male.Yes	#C77CFF
#C77CFF	0.88480883684348	0.828159660693597	Male.Yes	#C77CFF
#C77CFF	0.657127613963728	0.855976589616727	Male.Yes	#C77CFF
#C77CFF	0.770335768264803	0.612666544673795	Male.Yes	#C77CFF
#00BFC4	0.244303186254745	0.572263938036154	Female.Yes	#00BFC4
#C77CFF	0.598130377432839	0.667054819959131	Male.Yes	#C77CFF
#C77CFF	0.88322712184692	0.800763843157752	Male.Yes	#C77CFF
#C77CFF	0.820642020976679	0.777205624363639	Male.Yes	#C77CFF
#C77CFF	0.631453322077339	0.822157315147871	Male.Yes	#C77CFF
#C77CFF	0.780402188019996	0.831454959190027	Male.Yes	#C77CFF
#C77CFF	0.609901508909057	0.675973340022293	Male.Yes	#C77CFF
#7CAE00	0.851607547141612	0.152251509356905	Male.No	#7CAE00
#00BFC4	0.442493426444178	0.841406982561404	Female.Yes	#00BFC4
#C77CFF	0.558546262115917	0.762939852662385	Male.Yes	#C77CFF
#00BFC4	0.279169680550694	0.683228358626366	Female.Yes	#00BFC4
#C77CFF	0.713183964009989	0.65689442738552	Male.Yes	#C77CFF
#C77CFF	0.552810531702231	0.577061558734964	Male.Yes	#C77CFF
#00BFC4	0.243489947847345	0.747567994604734	Female.Yes	#00BFC4
#C77CFF	0.611775487746027	0.786008450964635	Male.Yes	#C77CFF
#C77CFF	0.820169363763522	0.681447335688228	Male.Yes	#C77CFF
#C77CFF	0.736429187638516	0.725009250115942	Male.Yes	#C77CFF
#7CAE00	0.792246028780937	0.302953235212375	Male.No	#7CAE00
#C77CFF	0.673705045218495	0.702306626703252	Male.Yes	#C77CFF
#00BFC4	0.287738087925721	0.648414749059487	Female.Yes	#00BFC4
#00BFC4	0.169868281873112	0.845845221626488	Female.Yes	#00BFC4
#C77CFF	0.627757414413447	0.5659695813771	Male.Yes	#C77CFF
#C77CFF	0.599237340756438	0.635099914602258	Male.Yes	#C77CFF
#00BFC4	0.179128130643883	0.705342096784575	Female.Yes	#00BFC4
#00BFC4	0.406817878003825	0.676716231825677	Female.Yes	#00BFC4
#00BFC4	0.299032429233193	0.695136140862649	Female.Yes	#00BFC4
#C77CFF	0.895077987489375	0.662994519214738	Male.Yes	#C77CFF
#00BFC4	0.343575755557553	0.873890204270455	Female.Yes	#00BFC4
#C77CFF	0.767100088298321	0.728782121430744	Male.Yes	#C77CFF
#C77CFF	0.59481601332399	0.73424685086039	Male.Yes	#C77CFF
#C77CFF	0.896512030708519	0.714972929775037	Male.Yes	#C77CFF
#00BFC4	0.160212711769749	0.576549243774604	Female.Yes	#00BFC4
#C77CFF	0.674031384543262	0.791768691248514	Male.Yes	#C77CFF
#C77CFF	0.785352754914625	0.855425063690001	Male.Yes	#C77CFF
#7CAE00	0.89520275533538	0.406562544659457	Male.No	#7CAE00
#00BFC4	0.287475416606123	0.863733535378494	Female.Yes	#00BFC4
#00BFC4	0.304435429755937	0.683367069387301	Female.Yes	#00BFC4
#00BFC4	0.391274293207309	0.577901806174354	Female.Yes	#00BFC4
#C77CFF	0.598174493167211	0.902170708995651	Male.Yes	#C77CFF
#C77CFF	0.806638135998086	0.655879802324555	Male.Yes	#C77CFF
#C77CFF	0.828219386833635	0.78020836209709	Male.Yes	#C77CFF
#00BFC4	0.367331421934068	0.700021577067673	Female.Yes	#00BFC4
#C77CFF	0.767169129865413	0.65841446664523	Male.Yes	#C77CFF
#00BFC4	0.278050521049987	0.794381451031024	Female.Yes	#00BFC4
#C77CFF	0.805105411616916	0.752269581214271	Male.Yes	#C77CFF
#F8766D	0.118472898463634	0.297930840064179	Female.No	#F8766D
#C77CFF	0.601953699168834	0.798917771147733	Male.Yes	#C77CFF
#00BFC4	0.186132589947771	0.721429238688539	Female.Yes	#00BFC4
#00BFC4	0.18581699563021	0.693992422470315	Female.Yes	#00BFC4
#7CAE00	0.893785643391311	0.267311389558017	Male.No	#7CAE00
#7CAE00	0.824050194414502	0.124563225036995	Male.No	#7CAE00
#00BFC4	0.355884475210174	0.702932522716847	Female.Yes	#00BFC4
#C77CFF	0.822676080533049	0.879008724777536	Male.Yes	#C77CFF
#C77CFF	0.597035996277224	0.891699047166515	Male.Yes	#C77CFF
#7CAE00	0.826750014654615	0.145551010288975	Male.No	#7CAE00
#7CAE00	0.897087153555317	0.355587430382994	Male.No	#7CAE00
#C77CFF	0.884058855558661	0.733517976901071	Male.Yes	#C77CFF
#7CAE00	0.762482357380742	0.259886517528106	Male.No	#7CAE00
#C77CFF	0.86092818994075	0.680613141337579	Male.Yes	#C77CFF
#C77CFF	0.660931056704034	0.615328226577152	Male.Yes	#C77CFF
#F8766D	0.331526284190741	0.224265958521176	Female.No	#F8766D
#7CAE00	0.800500022247434	0.303780893964524	Male.No	#7CAE00
#00BFC4	0.45294240785932	0.734919994392178	Female.Yes	#00BFC4
#C77CFF	0.610060496255755	0.657862251285802	Male.Yes	#C77CFF
#7CAE00	0.882478605955839	0.180959397757595	Male.No	#7CAE00
#F8766D	0.301124285906553	0.200380973348563	Female.No	#F8766D
