alpha	colour	x	y	group
0.1364	#132B43	0.348484848484849	0.132070154057489	10
0.1364	#132B43	0.44949494949495	0.162006271725592	10
0.1364	#132B43	0.550505050505051	0.166860519496352	10
0.1364	#132B43	0.651515151515152	0.191018544622869	10
0.1364	#132B43	0.752525252525253	0.190734572820539	10
0.1364	#132B43	0.853535353535354	0.223601216899654	10
0.1364	#132B43	0.954545454545455	0.221974394827967	10
0.172	#306591	0.0454545454545455	0.144013766736833	11
0.172	#306591	0.146464646464646	0.186764766928128	11
0.172	#306591	0.247474747474748	0.256514489013179	11
0.172	#306591	0.348484848484849	0.284821280471098	11
0.172	#306591	0.44949494949495	0.335728001531139	11
0.172	#306591	0.550505050505051	0.380509781552188	11
0.172	#306591	0.651515151515152	0.433905013981056	11
0.172	#306591	0.752525252525253	0.458054462817969	11
0.172	#306591	0.853535353535354	0.528052301100451	11
0.172	#306591	0.954545454545455	0.56143658138119	11
0.182	#306490	0.0454545454545455	0.157707291777562	12
0.182	#306490	0.146464646464646	0.183163768073023	12
0.182	#306490	0.247474747474748	0.237256140469401	12
0.182	#306490	0.348484848484849	0.293815827103324	12
0.182	#306490	0.44949494949495	0.334679021763203	12
0.182	#306490	0.550505050505051	0.393381673139174	12
0.182	#306490	0.651515151515152	0.432740514890469	12
0.182	#306490	0.752525252525253	0.456793693920883	12
0.182	#306490	0.853535353535354	0.509074785067397	12
0.182	#306490	0.954545454545455	0.55926951182342	12
0.1596	#346E9D	0.0454545454545455	0.126907711532483	13
0.1596	#346E9D	0.146464646464646	0.162801076603354	13
0.1596	#346E9D	0.247474747474748	0.221876304217086	13
0.1596	#346E9D	0.348484848484849	0.27759818149435	13
0.1596	#346E9D	0.44949494949495	0.306962182941626	13
0.1596	#346E9D	0.550505050505051	0.360029963128334	13
0.1596	#346E9D	0.651515151515152	0.427062361196773	13
0.1596	#346E9D	0.752525252525253	0.483389470866922	13
0.1596	#346E9D	0.853535353535354	0.514019877745811	13
0.1596	#346E9D	0.954545454545455	0.611519527912069	13
0.2052	#2E618B	0.0454545454545455	0.189425845136534	14
0.2052	#2E618B	0.146464646464646	0.213492243351707	14
0.2052	#2E618B	0.247474747474748	0.253631092171277	14
0.2052	#2E618B	0.348484848484849	0.309464096964996	14
0.2052	#2E618B	0.44949494949495	0.312319723346346	14
0.2052	#2E618B	0.550505050505051	0.354648967482202	14
0.2052	#2E618B	0.651515151515152	0.408504445058712	14
0.2052	#2E618B	0.752525252525253	0.431603513507705	14
0.2052	#2E618B	0.853535353535354	0.475992576388134	14
0.2052	#2E618B	0.954545454545455	0.538779439148215	14
0.2044	#4A99D8	0.0454545454545455	0.188005963105162	15
0.2044	#4A99D8	0.146464646464646	0.273047185837026	15
0.2044	#4A99D8	0.247474747474748	0.336748630624993	15
0.2044	#4A99D8	0.348484848484849	0.394830287686136	15
0.2044	#4A99D8	0.44949494949495	0.478284635087667	15
0.2044	#4A99D8	0.550505050505051	0.5363436007537	15
0.2044	#4A99D8	0.651515151515152	0.623583208616993	15
0.2044	#4A99D8	0.752525252525253	0.682765003418865	15
0.2044	#4A99D8	0.853535353535354	0.754666211197706	15
0.2044	#4A99D8	0.954545454545455	0.839731972528203	15
0.2372	#4085BC	0.0454545454545455	0.232782917731365	16
0.2372	#4085BC	0.146464646464646	0.28889145994866	16
0.2372	#4085BC	0.247474747474748	0.35231116401302	16
0.2372	#4085BC	0.348484848484849	0.406596677339351	16
0.2372	#4085BC	0.44949494949495	0.469766666543462	16
0.2372	#4085BC	0.550505050505051	0.506492476630855	16
0.2372	#4085BC	0.651515151515152	0.567055263666561	16
0.2372	#4085BC	0.752525252525253	0.61501676050717	16
0.2372	#4085BC	0.853535353535354	0.676695994707317	16
0.2372	#4085BC	0.954545454545455	0.733187687525939	16
0.2164	#27537A	0.0454545454545455	0.204777722349763	17
0.2164	#27537A	0.146464646464646	0.242104204848625	17
0.2164	#27537A	0.247474747474748	0.255485503554645	17
0.2164	#27537A	0.348484848484849	0.280163566018559	17
0.2164	#27537A	0.44949494949495	0.313841200879302	17
0.2164	#27537A	0.550505050505051	0.334771897583797	17
0.2164	#27537A	0.651515151515152	0.37935381947402	17
0.2164	#27537A	0.752525252525253	0.392243288102364	17
0.2164	#27537A	0.853535353535354	0.412962740591496	17
0.2164	#27537A	0.954545454545455	0.465618786539331	17
0.1604	#265176	0.0454545454545455	0.12804718748596	18
0.1604	#265176	0.146464646464646	0.131724109801144	18
0.1604	#265176	0.247474747474748	0.192252001749543	18
0.1604	#265176	0.348484848484849	0.226432081243755	18
0.1604	#265176	0.44949494949495	0.28152816687339	18
0.1604	#265176	0.550505050505051	0.298131328924491	18
0.1604	#265176	0.651515151515152	0.340478361940467	18
0.1604	#265176	0.752525252525253	0.383760394247694	18
0.1604	#265176	0.853535353535354	0.414380278531315	18
0.1604	#265176	0.954545454545455	0.452766923704438	18
0.1296	#2F6490	0.0454545454545455	0.0858923850292784	19
0.1296	#2F6490	0.146464646464646	0.137170428718968	19
0.1296	#2F6490	0.247474747474748	0.187646736763201	19
0.1296	#2F6490	0.348484848484849	0.234078364610947	19
0.1296	#2F6490	0.44949494949495	0.302728302436107	19
0.1296	#2F6490	0.550505050505051	0.344620964085282	19
0.1296	#2F6490	0.651515151515152	0.407623035742867	19
0.1296	#2F6490	0.752525252525253	0.46651580229017	19
0.1296	#2F6490	0.853535353535354	0.509541595507694	19
0.1296	#2F6490	0.954545454545455	0.558633030560815	19
0.1124	#255075	0.0454545454545455	0.0626701550017146	20
0.1124	#255075	0.146464646464646	0.104498128676143	20
0.1124	#255075	0.247474747474748	0.143954840863351	20
0.1124	#255075	0.348484848484849	0.193364950829311	20
0.1124	#255075	0.44949494949495	0.244781842409298	20
0.1124	#255075	0.550505050505051	0.279030885850419	20
0.1124	#255075	0.651515151515152	0.326871149131327	20
0.1124	#255075	0.752525252525253	0.348028402592976	20
0.1124	#255075	0.853535353535354	0.416473895229368	20
0.1124	#255075	0.954545454545455	0.447044013357071	20
0.1588	#204567	0.0454545454545455	0.125747520029442	21
0.1588	#204567	0.146464646464646	0.162936771217498	21
0.1588	#204567	0.247474747474748	0.172227423447425	21
0.1588	#204567	0.348484848484849	0.228799249183424	21
0.1588	#204567	0.44949494949495	0.246815677632417	21
0.1588	#204567	0.550505050505051	0.284899185714876	21
0.1588	#204567	0.651515151515152	0.309764107026515	21
0.1588	#204567	0.752525252525253	0.337371304661927	21
0.1588	#204567	0.853535353535354	0.355247822563288	21
0.1588	#204567	0.954545454545455	0.386559615543199	21
0.1628	#214769	0.0454545454545455	0.13140122385	22
0.1628	#214769	0.146464646464646	0.159843546658869	22
0.1628	#214769	0.247474747474748	0.203269700860363	22
0.1628	#214769	0.348484848484849	0.226191792147496	22
0.1628	#214769	0.44949494949495	0.248717751853628	22
0.1628	#214769	0.550505050505051	0.288764304321011	22
0.1628	#214769	0.651515151515152	0.309584233263482	22
0.1628	#214769	0.752525252525253	0.333974020952212	22
0.1628	#214769	0.853535353535354	0.369392330635221	22
0.1628	#214769	0.954545454545455	0.396436237668727	22
0.204	#316794	0.0454545454545455	0.187895376224037	23
0.204	#316794	0.146464646464646	0.236431020407169	23
0.204	#316794	0.247474747474748	0.256724477824141	23
0.204	#316794	0.348484848484849	0.322551496229974	23
0.204	#316794	0.44949494949495	0.355779175709663	23
0.204	#316794	0.550505050505051	0.392246556667487	23
0.204	#316794	0.651515151515152	0.432445623458548	23
0.204	#316794	0.752525252525253	0.499493045576029	23
0.204	#316794	0.853535353535354	0.514402739288966	23
0.204	#316794	0.954545454545455	0.5748860737031	23
0.2068	#28547B	0.0454545454545455	0.191350531287299	24
0.2068	#28547B	0.146464646464646	0.229173149893011	24
0.2068	#28547B	0.247474747474748	0.243260670854791	24
0.2068	#28547B	0.348484848484849	0.279508517893301	24
0.2068	#28547B	0.44949494949495	0.321614006830056	24
0.2068	#28547B	0.550505050505051	0.341267483883647	24
0.2068	#28547B	0.651515151515152	0.374099394131231	24
0.2068	#28547B	0.752525252525253	0.403916646191036	24
0.2068	#28547B	0.853535353535354	0.453249523151278	24
0.2068	#28547B	0.954545454545455	0.47232516640382	24
0.2412	#3C7DB2	0.0454545454545455	0.238538215905753	25
0.2412	#3C7DB2	0.146464646464646	0.299247053118544	25
0.2412	#3C7DB2	0.247474747474748	0.318384235231331	25
0.2412	#3C7DB2	0.348484848484849	0.372178808415151	25
0.2412	#3C7DB2	0.44949494949495	0.464400324174251	25
0.2412	#3C7DB2	0.550505050505051	0.504728697295147	25
0.2412	#3C7DB2	0.651515151515152	0.560228050019494	25
0.2412	#3C7DB2	0.752525252525253	0.595516245235532	25
0.2412	#3C7DB2	0.853535353535354	0.667217823222505	25
0.2412	#3C7DB2	0.954545454545455	0.694256272224543	25
0.2252	#275379	0.0454545454545455	0.216741748870378	26
0.2252	#275379	0.146464646464646	0.217560027889783	26
0.2252	#275379	0.247474747474748	0.244681348308475	26
0.2252	#275379	0.348484848484849	0.273238296617774	26
0.2252	#275379	0.44949494949495	0.292370972340948	26
0.2252	#275379	0.550505050505051	0.345688223060849	26
0.2252	#275379	0.651515151515152	0.363874264198415	26
0.2252	#275379	0.752525252525253	0.407203651661576	26
0.2252	#275379	0.853535353535354	0.434044587582978	26
0.2252	#275379	0.954545454545455	0.463167074037067	26
0.2072	#2F638F	0.0454545454545455	0.191766313884617	27
0.2072	#2F638F	0.146464646464646	0.223302889360647	27
0.2072	#2F638F	0.247474747474748	0.266030949209218	27
0.2072	#2F638F	0.348484848484849	0.324687494889355	27
0.2072	#2F638F	0.44949494949495	0.346903542118837	27
0.2072	#2F638F	0.550505050505051	0.403544258154462	27
0.2072	#2F638F	0.651515151515152	0.431575271014176	27
0.2072	#2F638F	0.752525252525253	0.489482772298785	27
0.2072	#2F638F	0.853535353535354	0.515061499173408	27
0.2072	#2F638F	0.954545454545455	0.55429112065121	27
0.1692	#2B5A83	0.0454545454545455	0.140277360036274	28
0.1692	#2B5A83	0.146464646464646	0.1807382505296	28
0.1692	#2B5A83	0.247474747474748	0.228379937550424	28
0.1692	#2B5A83	0.348484848484849	0.27930054510225	28
0.1692	#2B5A83	0.44949494949495	0.335777030084035	28
0.1692	#2B5A83	0.550505050505051	0.35961607804986	28
0.1692	#2B5A83	0.651515151515152	0.377156629992962	28
0.1692	#2B5A83	0.752525252525253	0.432796867715669	28
0.1692	#2B5A83	0.853535353535354	0.462208054147991	28
0.1692	#2B5A83	0.954545454545455	0.50556796594031	28
0.1688	#234A6E	0.0454545454545455	0.139432568135948	29
0.1688	#234A6E	0.146464646464646	0.153317745722736	29
0.1688	#234A6E	0.247474747474748	0.210685513158656	29
0.1688	#234A6E	0.348484848484849	0.232702623130166	29
0.1688	#234A6E	0.44949494949495	0.238482826177782	29
0.1688	#234A6E	0.550505050505051	0.30576445160636	29
0.1688	#234A6E	0.651515151515152	0.326420651120599	29
0.1688	#234A6E	0.752525252525253	0.358654432945077	29
0.1688	#234A6E	0.853535353535354	0.369302213498072	29
0.1688	#234A6E	0.954545454545455	0.414608658685335	29
0.1856	#254F74	0.0454545454545455	0.162606362220104	30
0.1856	#254F74	0.146464646464646	0.197268744408892	30
0.1856	#254F74	0.247474747474748	0.229079726242998	30
0.1856	#254F74	0.348484848484849	0.24324899556708	30
0.1856	#254F74	0.44949494949495	0.283887050051364	30
0.1856	#254F74	0.550505050505051	0.306348090088811	30
0.1856	#254F74	0.651515151515152	0.345867390392653	30
0.1856	#254F74	0.752525252525253	0.38703175082619	30
0.1856	#254F74	0.853535353535354	0.417256743008481	30
0.1856	#254F74	0.954545454545455	0.440783501590156	30
0.1704	#214768	0.0454545454545455	0.141602611364625	31
0.1704	#214768	0.146464646464646	0.168803618350577	31
0.1704	#214768	0.247474747474748	0.174012253802904	31
0.1704	#214768	0.348484848484849	0.229584432383549	31
0.1704	#214768	0.44949494949495	0.259347193767616	31
0.1704	#214768	0.550505050505051	0.281571066074454	31
0.1704	#214768	0.651515151515152	0.291576723971117	31
0.1704	#214768	0.752525252525253	0.323585468358494	31
0.1704	#214768	0.853535353535354	0.35959172038404	31
0.1704	#214768	0.954545454545455	0.393652310221964	31
0.18	#255075	0.0454545454545455	0.1550305433504	32
0.18	#255075	0.146464646464646	0.185502186636638	32
0.18	#255075	0.247474747474748	0.21569830195837	32
0.18	#255075	0.348484848484849	0.253378626880099	32
0.18	#255075	0.44949494949495	0.292879490477469	32
0.18	#255075	0.550505050505051	0.304011050681337	32
0.18	#255075	0.651515151515152	0.34157948681691	32
0.18	#255075	0.752525252525253	0.373743288843621	32
0.18	#255075	0.853535353535354	0.421338801310978	32
0.18	#255075	0.954545454545455	0.446933612945675	32
0.21	#2D5F89	0.0454545454545455	0.195627259532832	33
0.21	#2D5F89	0.146464646464646	0.240779118532026	33
0.21	#2D5F89	0.247474747474748	0.264003813474723	33
0.21	#2D5F89	0.348484848484849	0.309603819646188	33
0.21	#2D5F89	0.44949494949495	0.367388576509631	33
0.21	#2D5F89	0.550505050505051	0.390890226196211	33
0.21	#2D5F89	0.651515151515152	0.433101943481037	33
0.21	#2D5F89	0.752525252525253	0.447764844194795	33
0.21	#2D5F89	0.853535353535354	0.51230502697555	33
0.21	#2D5F89	0.954545454545455	0.530745924877521	33
0.1824	#306591	0.0454545454545455	0.157882006350784	34
0.1824	#306591	0.146464646464646	0.192264202562096	34
0.1824	#306591	0.247474747474748	0.233178323630261	34
0.1824	#306591	0.348484848484849	0.28764070360154	34
0.1824	#306591	0.44949494949495	0.334464601709615	34
0.1824	#306591	0.550505050505051	0.369339154920132	34
0.1824	#306591	0.651515151515152	0.411914818021687	34
0.1824	#306591	0.752525252525253	0.440327185553709	34
0.1824	#306591	0.853535353535354	0.500628857809667	34
0.1824	#306591	0.954545454545455	0.564120344879037	34
0.1276	#183652	0.0454545454545455	0.0834489222953509	35
0.1276	#183652	0.146464646464646	0.110445206215163	35
0.1276	#183652	0.247474747474748	0.116202013765242	35
0.1276	#183652	0.348484848484849	0.156634714925964	35
0.1276	#183652	0.44949494949495	0.182017444936814	35
0.1276	#183652	0.550505050505051	0.206913701719195	35
0.1276	#183652	0.651515151515152	0.219385299504025	35
0.1276	#183652	0.752525252525253	0.24319915658378	35
0.1276	#183652	0.853535353535354	0.251214848811757	35
0.1276	#183652	0.954545454545455	0.295584653419723	35
0.184	#2F638F	0.0454545454545455	0.160320075929946	36
0.184	#2F638F	0.146464646464646	0.194808266984709	36
0.184	#2F638F	0.247474747474748	0.25798178468672	36
0.184	#2F638F	0.348484848484849	0.28118017269701	36
0.184	#2F638F	0.44949494949495	0.325936506612063	36
0.184	#2F638F	0.550505050505051	0.390544341543338	36
0.184	#2F638F	0.651515151515152	0.43110062254529	36
0.184	#2F638F	0.752525252525253	0.478561742105057	36
0.184	#2F638F	0.853535353535354	0.520924552287591	36
0.184	#2F638F	0.954545454545455	0.556080904130996	36
0.1952	#4590CB	0.0454545454545455	0.175476576440891	37
0.1952	#4590CB	0.146464646464646	0.241756524070757	37
0.1952	#4590CB	0.247474747474748	0.318607156407971	37
0.1952	#4590CB	0.348484848484849	0.36744663928079	37
0.1952	#4590CB	0.44949494949495	0.429977549690972	37
0.1952	#4590CB	0.550505050505051	0.528764109555988	37
0.1952	#4590CB	0.651515151515152	0.586150048899721	37
0.1952	#4590CB	0.752525252525253	0.64689697033797	37
0.1952	#4590CB	0.853535353535354	0.724295546679855	37
0.1952	#4590CB	0.954545454545455	0.790404744529676	37
0.1736	#28557C	0.0454545454545455	0.146135638622162	38
0.1736	#28557C	0.146464646464646	0.162577207128972	38
0.1736	#28557C	0.247474747474748	0.239422245914639	38
0.1736	#28557C	0.348484848484849	0.264264095820588	38
0.1736	#28557C	0.44949494949495	0.298751359972591	38
0.1736	#28557C	0.550505050505051	0.337975259933785	38
0.1736	#28557C	0.651515151515152	0.358636098288475	38
0.1736	#28557C	0.752525252525253	0.412813660256019	38
0.1736	#28557C	0.853535353535354	0.4474838963064	38
0.1736	#28557C	0.954545454545455	0.477988944590331	38
0.17	#265176	0.0454545454545455	0.140969270277334	39
0.17	#265176	0.146464646464646	0.18477056691933	39
0.17	#265176	0.247474747474748	0.220857889832969	39
0.17	#265176	0.348484848484849	0.232399128659854	39
0.17	#265176	0.44949494949495	0.274210803742252	39
0.17	#265176	0.550505050505051	0.308051133979829	39
0.17	#265176	0.651515151515152	0.343949042190742	39
0.17	#265176	0.752525252525253	0.364161214725453	39
0.17	#265176	0.853535353535354	0.405480544536838	39
0.17	#265176	0.954545454545455	0.453511963840503	39
0.144	#214769	0.0454545454545455	0.105398545591719	40
0.144	#214769	0.146464646464646	0.160528140155732	40
0.144	#214769	0.247474747474748	0.190663399090374	40
0.144	#214769	0.348484848484849	0.206001096411249	40
0.144	#214769	0.44949494949495	0.257378497301407	40
0.144	#214769	0.550505050505051	0.264043280949469	40
0.144	#214769	0.651515151515152	0.336378894817136	40
0.144	#214769	0.752525252525253	0.347283612995961	40
0.144	#214769	0.853535353535354	0.369149941048985	40
0.144	#214769	0.954545454545455	0.39790055407245	40
0.1456	#28557C	0.0454545454545455	0.107879854825295	41
0.1456	#28557C	0.146464646464646	0.156744642424097	41
0.1456	#28557C	0.247474747474748	0.190408323156573	41
0.1456	#28557C	0.348484848484849	0.227272941245682	41
0.1456	#28557C	0.44949494949495	0.260797576630213	41
0.1456	#28557C	0.550505050505051	0.32364509709896	41
0.1456	#28557C	0.651515151515152	0.350328804436086	41
0.1456	#28557C	0.752525252525253	0.398397109784742	41
0.1456	#28557C	0.853535353535354	0.40699708169302	41
0.1456	#28557C	0.954545454545455	0.478411658334494	41
0.1804	#265278	0.0454545454545455	0.155509920616132	42
0.1804	#265278	0.146464646464646	0.16888305118782	42
0.1804	#265278	0.247474747474748	0.236225890458836	42
0.1804	#265278	0.348484848484849	0.250486334912048	42
0.1804	#265278	0.44949494949495	0.30055816069882	42
0.1804	#265278	0.550505050505051	0.32551516612152	42
0.1804	#265278	0.651515151515152	0.363493415371667	42
0.1804	#265278	0.752525252525253	0.395861318099704	42
0.1804	#265278	0.853535353535354	0.439321725168565	42
0.1804	#265278	0.954545454545455	0.457243852012647	42
0.1672	#224A6C	0.0454545454545455	0.137207694505867	43
0.1672	#224A6C	0.146464646464646	0.17093212763697	43
0.1672	#224A6C	0.247474747474748	0.205802789041595	43
0.1672	#224A6C	0.348484848484849	0.231839163649945	43
0.1672	#224A6C	0.44949494949495	0.263625767979716	43
0.1672	#224A6C	0.550505050505051	0.300102697419184	43
0.1672	#224A6C	0.651515151515152	0.313767754249403	43
0.1672	#224A6C	0.752525252525253	0.349937810726878	43
0.1672	#224A6C	0.853535353535354	0.410199010589683	43
0.1672	#224A6C	0.954545454545455	0.409854464216155	43
0.166	#1C3D5B	0.0454545454545455	0.135533695537581	44
0.166	#1C3D5B	0.146464646464646	0.152653623899569	44
0.166	#1C3D5B	0.247474747474748	0.183732860223794	44
0.166	#1C3D5B	0.348484848484849	0.188669224282341	44
0.166	#1C3D5B	0.44949494949495	0.205838478152598	44
0.166	#1C3D5B	0.550505050505051	0.237779333927362	44
0.166	#1C3D5B	0.651515151515152	0.261783965459374	44
0.166	#1C3D5B	0.752525252525253	0.273540784829564	44
0.166	#1C3D5B	0.853535353535354	0.304011879548797	44
0.166	#1C3D5B	0.954545454545455	0.335967881205533	44
0.208	#316795	0.0454545454545455	0.193012376289011	45
0.208	#316795	0.146464646464646	0.245522800386455	45
0.208	#316795	0.247474747474748	0.274187022597066	45
0.208	#316795	0.348484848484849	0.326658511991849	45
0.208	#316795	0.44949494949495	0.345977625387774	45
0.208	#316795	0.550505050505051	0.409870954516179	45
0.208	#316795	0.651515151515152	0.461859155433482	45
0.208	#316795	0.752525252525253	0.494478838914368	45
0.208	#316795	0.853535353535354	0.537363642211078	45
0.208	#316795	0.954545454545455	0.576718660637596	45
0.2356	#3570A0	0.0454545454545455	0.230614686365549	46
0.2356	#3570A0	0.146464646464646	0.296190552420565	46
0.2356	#3570A0	0.247474747474748	0.291505077262747	46
0.2356	#3570A0	0.348484848484849	0.359913400509367	46
0.2356	#3570A0	0.44949494949495	0.406360385330668	46
0.2356	#3570A0	0.550505050505051	0.45157283608277	46
0.2356	#3570A0	0.651515151515152	0.491234196228711	46
0.2356	#3570A0	0.752525252525253	0.529681626405713	46
0.2356	#3570A0	0.853535353535354	0.572540073778974	46
0.2356	#3570A0	0.954545454545455	0.623108483936271	46
0.1772	#2B5B84	0.0454545454545455	0.151219135611744	47
0.1772	#2B5B84	0.146464646464646	0.197225187452984	47
0.1772	#2B5B84	0.247474747474748	0.244786535511192	47
0.1772	#2B5B84	0.348484848484849	0.27259578843064	47
0.1772	#2B5B84	0.44949494949495	0.320360660788484	47
0.1772	#2B5B84	0.550505050505051	0.356431387748589	47
0.1772	#2B5B84	0.651515151515152	0.405097737845681	47
0.1772	#2B5B84	0.752525252525253	0.44014286152025	47
0.1772	#2B5B84	0.853535353535354	0.49121893297248	47
0.1772	#2B5B84	0.954545454545455	0.509607390497831	47
0.1784	#204567	0.0454545454545455	0.170856218188099	48
0.1784	#204567	0.146464646464646	0.152772824524687	48
0.1784	#204567	0.247474747474748	0.175996893615474	48
0.1784	#204567	0.348484848484849	0.234073362836087	48
0.1784	#204567	0.44949494949495	0.262171200500049	48
0.1784	#204567	0.550505050505051	0.293792599740597	48
0.1784	#204567	0.651515151515152	0.297105562225509	48
0.1784	#204567	0.752525252525253	0.347355178797635	48
0.1784	#204567	0.853535353535354	0.338504556619235	48
0.1784	#204567	0.954545454545455	0.385791843635504	48
0.2448	#326996	0.0454545454545455	0.243329982385889	49
0.2448	#326996	0.146464646464646	0.28838267234949	49
0.2448	#326996	0.247474747474748	0.299959362354358	49
0.2448	#326996	0.348484848484849	0.354628248367315	49
0.2448	#326996	0.44949494949495	0.387380000770465	49
0.2448	#326996	0.550505050505051	0.426289125510262	49
0.2448	#326996	0.651515151515152	0.485074960773371	49
0.2448	#326996	0.752525252525253	0.505532853716232	49
0.2448	#326996	0.853535353535354	0.533245540639286	49
0.2448	#326996	0.954545454545455	0.583412692778451	49
0.1864	#28557C	0.0454545454545455	0.163478468929754	50
0.1864	#28557C	0.146464646464646	0.210423916038151	50
0.1864	#28557C	0.247474747474748	0.243655770633595	50
0.1864	#28557C	0.348484848484849	0.28367258936613	50
0.1864	#28557C	0.44949494949495	0.321371597960785	50
0.1864	#28557C	0.550505050505051	0.326176490175083	50
