alpha	linetype	x	y	group	showSelectedlegendlinetype
0.3328	solid	0.146464646464646	0.218203108118986	5	FALSE
0.3328	solid	0.247474747474748	0.302881929968777	5	FALSE
0.3328	solid	0.348484848484849	0.321730384138996	5	FALSE
0.3328	solid	0.44949494949495	0.383501264452408	5	FALSE
0.3328	solid	0.550505050505051	0.495338850699802	5	FALSE
0.3328	solid	0.651515151515152	0.505832160476972	5	FALSE
0.3328	solid	0.752525252525253	0.605029537291189	5	FALSE
0.3328	solid	0.853535353535354	0.674076463524507	5	FALSE
0.3328	solid	0.954545454545455	0.735202289352087	5	FALSE
0.2344	solid	0.0454545454545455	0.167205548555857	6	FALSE
0.2344	solid	0.146464646464646	0.2268529075486	6	FALSE
0.2344	solid	0.247474747474748	0.278431831286031	6	FALSE
0.2344	solid	0.348484848484849	0.314307813844236	6	FALSE
0.2344	solid	0.44949494949495	0.347390129670514	6	FALSE
0.2344	solid	0.550505050505051	0.416668190474035	6	FALSE
0.2344	solid	0.651515151515152	0.447973998609008	6	FALSE
0.2344	solid	0.752525252525253	0.514437352588175	6	FALSE
0.2344	solid	0.853535353535354	0.544930861713812	6	FALSE
0.2344	solid	0.954545454545455	0.605742893560519	6	FALSE
0.452	solid	0.0454545454545455	0.245897091015106	7	FALSE
0.452	solid	0.146464646464646	0.297609610010361	7	FALSE
0.452	solid	0.247474747474748	0.361330942526827	7	FALSE
0.452	solid	0.348484848484849	0.442352331535881	7	FALSE
0.452	solid	0.44949494949495	0.502168736280476	7	FALSE
0.452	solid	0.550505050505051	0.590329423321129	7	FALSE
0.452	solid	0.651515151515152	0.643319531796207	7	FALSE
0.452	solid	0.752525252525253	0.725433778948831	7	FALSE
0.452	solid	0.853535353535354	0.796844169051071	7	FALSE
0.452	solid	0.954545454545455	0.89175839457351	7	FALSE
0.3312	22	0.0454545454545455	0.0465459130689331	8	TRUE
0.3312	22	0.146464646464646	0.0921857065405521	8	TRUE
0.3312	22	0.247474747474748	0.190740170778295	8	TRUE
0.3312	22	0.348484848484849	0.268878954399504	8	TRUE
0.3312	22	0.44949494949495	0.325621402397473	8	TRUE
0.3312	22	0.550505050505051	0.437567165642592	8	TRUE
0.3312	22	0.651515151515152	0.500945014654957	8	TRUE
0.3312	22	0.752525252525253	0.588774874148113	8	TRUE
0.3312	22	0.853535353535354	0.670030383689526	8	TRUE
0.3312	22	0.954545454545455	0.73245209886528	8	TRUE
0.2976	solid	0.0454545454545455	0.173387000357651	9	FALSE
0.2976	solid	0.146464646464646	0.218092313404616	9	FALSE
0.2976	solid	0.247474747474748	0.285487088254347	9	FALSE
0.2976	solid	0.348484848484849	0.353333500670096	9	FALSE
0.2976	solid	0.44949494949495	0.401312371598097	9	FALSE
0.2976	solid	0.550505050505051	0.461656037585128	9	FALSE
0.2976	solid	0.651515151515152	0.517804951648594	9	FALSE
0.2976	solid	0.752525252525253	0.596911681684593	9	FALSE
0.2976	solid	0.853535353535354	0.626946318305088	9	FALSE
0.2976	solid	0.954545454545455	0.688311431494825	9	FALSE
0.4088	solid	0.0454545454545455	0.207281829694233	10	FALSE
0.4088	solid	0.146464646464646	0.273743681482535	10	FALSE
0.4088	solid	0.247474747474748	0.333669012858571	10	FALSE
0.4088	solid	0.348484848484849	0.435725993623566	10	FALSE
0.4088	solid	0.44949494949495	0.484433560819531	10	FALSE
0.4088	solid	0.550505050505051	0.573306592699153	10	FALSE
0.4088	solid	0.651515151515152	0.634063526889481	10	FALSE
0.4088	solid	0.752525252525253	0.678522955812118	10	FALSE
0.4088	solid	0.853535353535354	0.785996661698309	10	FALSE
0.4088	solid	0.954545454545455	0.835129479744522	10	FALSE
0.2728	solid	0.0454545454545455	0.217610189088967	11	FALSE
0.2728	solid	0.146464646464646	0.249809207322679	11	FALSE
0.2728	solid	0.247474747474748	0.315719791005633	11	FALSE
0.2728	solid	0.348484848484849	0.350384278810522	11	FALSE
0.2728	solid	0.44949494949495	0.422968371765122	11	FALSE
0.2728	solid	0.550505050505051	0.451307258040871	11	FALSE
0.2728	solid	0.651515151515152	0.512058651147158	11	FALSE
0.2728	solid	0.752525252525253	0.555260047080158	11	FALSE
0.2728	solid	0.853535353535354	0.625617180443074	11	FALSE
0.2728	solid	0.954545454545455	0.655851478770424	11	FALSE
0.2864	solid	0.0454545454545455	0.163401627750732	12	FALSE
0.2864	solid	0.146464646464646	0.205023016519031	12	FALSE
0.2864	solid	0.247474747474748	0.229895460223607	12	FALSE
0.2864	solid	0.348484848484849	0.306410117147695	12	FALSE
0.2864	solid	0.44949494949495	0.356449811032751	12	FALSE
0.2864	solid	0.550505050505051	0.419400033353446	12	FALSE
0.2864	solid	0.651515151515152	0.485341049099142	12	FALSE
0.2864	solid	0.752525252525253	0.554847209326883	12	FALSE
0.2864	solid	0.853535353535354	0.596017074079562	12	FALSE
0.2864	solid	0.954545454545455	0.673989601803731	12	FALSE
0.1816	solid	0.0454545454545455	0.140819551560217	13	FALSE
0.1816	solid	0.146464646464646	0.163430980666541	13	FALSE
0.1816	solid	0.247474747474748	0.232153409668957	13	FALSE
0.1816	solid	0.348484848484849	0.276545362410058	13	FALSE
0.1816	solid	0.44949494949495	0.331083521078993	13	FALSE
0.1816	solid	0.550505050505051	0.368554426644031	13	FALSE
0.1816	solid	0.651515151515152	0.400670448908236	13	FALSE
0.1816	solid	0.752525252525253	0.472729804794848	13	FALSE
0.1816	solid	0.853535353535354	0.483884133278342	13	FALSE
0.1816	solid	0.954545454545455	0.535954079628277	13	FALSE
0.2704	solid	0.0454545454545455	0.157842600829662	14	FALSE
0.2704	solid	0.146464646464646	0.22626866776148	14	FALSE
0.2704	solid	0.247474747474748	0.257767452349216	14	FALSE
0.2704	solid	0.348484848484849	0.334044654969884	14	FALSE
0.2704	solid	0.44949494949495	0.371415110919892	14	FALSE
0.2704	solid	0.550505050505051	0.430380889180843	14	FALSE
0.2704	solid	0.651515151515152	0.510601320690882	14	FALSE
0.2704	solid	0.752525252525253	0.552676784029117	14	FALSE
0.2704	solid	0.853535353535354	0.594623219756425	14	FALSE
0.2704	solid	0.954545454545455	0.652629470093459	14	FALSE
0.5	solid	0.0454545454545455	0.269476938634084	15	FALSE
0.5	solid	0.146464646464646	0.341774853050855	15	FALSE
0.5	solid	0.247474747474748	0.422746474506759	15	FALSE
0.5	solid	0.348484848484849	0.503672637873456	15	FALSE
0.5	solid	0.44949494949495	0.602698884172138	15	FALSE
0.5	solid	0.550505050505051	0.65633396668916	15	FALSE
0.5	solid	0.651515151515152	0.707596589708073	15	FALSE
0.5	solid	0.752525252525253	0.824002702887826	15	FALSE
0.5	solid	0.853535353535354	0.861121816477988	15	FALSE
0.5	solid	0.954545454545455	0.954545454545455	15	FALSE
0.2656	solid	0.0454545454545455	0.178384748820716	16	FALSE
0.2656	solid	0.146464646464646	0.253155444013667	16	FALSE
0.2656	solid	0.247474747474748	0.287615875546184	16	FALSE
0.2656	solid	0.348484848484849	0.301712508421834	16	FALSE
0.2656	solid	0.44949494949495	0.387133293339915	16	FALSE
0.2656	solid	0.550505050505051	0.434387921863325	16	FALSE
0.2656	solid	0.651515151515152	0.50317532019081	16	FALSE
0.2656	solid	0.752525252525253	0.548361440914808	16	FALSE
0.2656	solid	0.853535353535354	0.60969787089467	16	FALSE
0.2656	solid	0.954545454545455	0.646637328453965	16	FALSE
0.3448	solid	0.0454545454545455	0.17085440905293	17	FALSE
0.3448	solid	0.146464646464646	0.222084124707674	17	FALSE
0.3448	solid	0.247474747474748	0.292639073234569	17	FALSE
0.3448	solid	0.348484848484849	0.327395276461558	17	FALSE
0.3448	solid	0.44949494949495	0.437020927715619	17	FALSE
0.3448	solid	0.550505050505051	0.496008436453684	17	FALSE
0.3448	solid	0.651515151515152	0.563152294654375	17	FALSE
0.3448	solid	0.752525252525253	0.638849206354222	17	FALSE
0.3448	solid	0.853535353535354	0.716055617018253	17	FALSE
0.3448	solid	0.954545454545455	0.750473694358095	17	FALSE
0.308	solid	0.0454545454545455	0.114796549317927	18	FALSE
0.308	solid	0.146464646464646	0.199698895426643	18	FALSE
0.308	solid	0.247474747474748	0.266855817480568	18	FALSE
0.308	solid	0.348484848484849	0.329304702241535	18	FALSE
0.308	solid	0.44949494949495	0.376821594545473	18	FALSE
0.308	solid	0.550505050505051	0.442706719118806	18	FALSE
0.308	solid	0.651515151515152	0.508032225574875	18	FALSE
0.308	solid	0.752525252525253	0.590570639616901	18	FALSE
0.308	solid	0.853535353535354	0.636100011526522	18	FALSE
0.308	solid	0.954545454545455	0.701646724707963	18	FALSE
0.1424	solid	0.0454545454545455	0.139160485187993	19	FALSE
0.1424	solid	0.146464646464646	0.196651526627982	19	FALSE
0.1424	solid	0.247474747474748	0.257236872977398	19	FALSE
0.1424	solid	0.348484848484849	0.22771920273444	19	FALSE
0.1424	solid	0.44949494949495	0.284252915176342	19	FALSE
0.1424	solid	0.550505050505051	0.34535878813178	19	FALSE
0.1424	solid	0.651515151515152	0.374038407225552	19	FALSE
0.1424	solid	0.752525252525253	0.40577653394993	19	FALSE
0.1424	solid	0.853535353535354	0.458423950236743	19	FALSE
0.1424	solid	0.954545454545455	0.484921565656785	19	FALSE
0.3536	solid	0.0454545454545455	0.199694108443857	20	FALSE
0.3536	solid	0.146464646464646	0.269245174291899	20	FALSE
0.3536	solid	0.247474747474748	0.353329458203567	20	FALSE
0.3536	solid	0.348484848484849	0.378124696988398	20	FALSE
0.3536	solid	0.44949494949495	0.451669177727257	20	FALSE
0.3536	solid	0.550505050505051	0.511120926256464	20	FALSE
0.3536	solid	0.651515151515152	0.592160414828933	20	FALSE
0.3536	solid	0.752525252525253	0.661683679246343	20	FALSE
0.3536	solid	0.853535353535354	0.723680490820647	20	FALSE
0.3536	solid	0.954545454545455	0.762511649959167	20	FALSE
0.1496	solid	0.0454545454545455	0.157664970394477	21	FALSE
0.1496	solid	0.146464646464646	0.198171163681597	21	FALSE
0.1496	solid	0.247474747474748	0.210521828718465	21	FALSE
0.1496	solid	0.348484848484849	0.262406410463766	21	FALSE
0.1496	solid	0.44949494949495	0.30579443858362	21	FALSE
0.1496	solid	0.550505050505051	0.333620583136039	21	FALSE
0.1496	solid	0.651515151515152	0.401906263632513	21	FALSE
0.1496	solid	0.752525252525253	0.425400644818024	21	FALSE
0.1496	solid	0.853535353535354	0.475888156939617	21	FALSE
0.1496	solid	0.954545454545455	0.494280710476871	21	FALSE
0.2328	solid	0.0454545454545455	0.228982019961898	22	FALSE
0.2328	solid	0.146464646464646	0.290905638817465	22	FALSE
0.2328	solid	0.247474747474748	0.29963103832586	22	FALSE
0.2328	solid	0.348484848484849	0.382135359086689	22	FALSE
0.2328	solid	0.44949494949495	0.394673609961643	22	FALSE
0.2328	solid	0.550505050505051	0.453980300059442	22	FALSE
0.2328	solid	0.651515151515152	0.482828460178549	22	FALSE
0.2328	solid	0.752525252525253	0.544014435098842	22	FALSE
0.2328	solid	0.853535353535354	0.563761726934314	22	FALSE
0.2328	solid	0.954545454545455	0.602878918495194	22	FALSE
0.2376	22	0.0454545454545455	0.0775566500439834	23	TRUE
0.2376	22	0.146464646464646	0.142959372870881	23	TRUE
0.2376	22	0.247474747474748	0.213413822507308	23	TRUE
0.2376	22	0.348484848484849	0.248006925901363	23	TRUE
0.2376	22	0.44949494949495	0.318690497302513	23	TRUE
0.2376	22	0.550505050505051	0.380346422483931	23	TRUE
0.2376	22	0.651515151515152	0.421943213658876	23	TRUE
0.2376	22	0.752525252525253	0.503239682241699	23	TRUE
0.2376	22	0.853535353535354	0.544563301202553	23	TRUE
0.2376	22	0.954545454545455	0.609920590346815	23	TRUE
0.2512	solid	0.0454545454545455	0.19468879221568	24	FALSE
0.2512	solid	0.146464646464646	0.256904606803623	24	FALSE
0.2512	solid	0.247474747474748	0.303149980911003	24	FALSE
0.2512	solid	0.348484848484849	0.346727002111435	24	FALSE
0.2512	solid	0.44949494949495	0.346447633904006	24	FALSE
0.2512	solid	0.550505050505051	0.415345393644633	24	FALSE
0.2512	solid	0.651515151515152	0.472505883177725	24	FALSE
0.2512	solid	0.752525252525253	0.513951883692989	24	FALSE
0.2512	solid	0.853535353535354	0.583909256508663	24	FALSE
0.2512	solid	0.954545454545455	0.627005205020576	24	FALSE
0.36	solid	0.0454545454545455	0.126528057331401	25	FALSE
0.36	solid	0.146464646464646	0.206768474882393	25	FALSE
0.36	solid	0.247474747474748	0.255508056223576	25	FALSE
0.36	solid	0.348484848484849	0.316954138470383	25	FALSE
0.36	solid	0.44949494949495	0.402041475995574	25	FALSE
0.36	solid	0.550505050505051	0.476860682090736	25	FALSE
0.36	solid	0.651515151515152	0.533409099528435	25	FALSE
0.36	solid	0.752525252525253	0.600789081790652	25	FALSE
0.36	solid	0.853535353535354	0.685099616191937	25	FALSE
0.36	solid	0.954545454545455	0.770655711610051	25	FALSE
0.2928	solid	0.0454545454545455	0.177836895416453	26	FALSE
0.2928	solid	0.146464646464646	0.262882595951566	26	FALSE
0.2928	solid	0.247474747474748	0.304264198132183	26	FALSE
0.2928	solid	0.348484848484849	0.317177912063658	26	FALSE
0.2928	solid	0.44949494949495	0.427719347640265	26	FALSE
0.2928	solid	0.550505050505051	0.459961411173322	26	FALSE
0.2928	solid	0.651515151515152	0.515750691128486	26	FALSE
0.2928	solid	0.752525252525253	0.584534238688205	26	FALSE
0.2928	solid	0.853535353535354	0.657798388031126	26	FALSE
0.2928	solid	0.954545454545455	0.682647730276055	26	FALSE
0.2216	solid	0.0454545454545455	0.111584657196457	27	FALSE
0.2216	solid	0.146464646464646	0.164681743581437	27	FALSE
0.2216	solid	0.247474747474748	0.198442702365134	27	FALSE
0.2216	solid	0.348484848484849	0.286216258405306	27	FALSE
0.2216	solid	0.44949494949495	0.327328667315013	27	FALSE
0.2216	solid	0.550505050505051	0.378229397986915	27	FALSE
0.2216	solid	0.651515151515152	0.431099749811256	27	FALSE
0.2216	solid	0.752525252525253	0.473504628186098	27	FALSE
0.2216	solid	0.853535353535354	0.552236324848182	27	FALSE
0.2216	solid	0.954545454545455	0.588506936113698	27	FALSE
0.3008	solid	0.0454545454545455	0.106477848888665	28	FALSE
0.3008	solid	0.146464646464646	0.192588622884132	28	FALSE
0.3008	solid	0.247474747474748	0.238667526868032	28	FALSE
0.3008	solid	0.348484848484849	0.309139794258323	28	FALSE
0.3008	solid	0.44949494949495	0.370669995921367	28	FALSE
0.3008	solid	0.550505050505051	0.458250228774017	28	FALSE
0.3008	solid	0.651515151515152	0.489580626870015	28	FALSE
0.3008	solid	0.752525252525253	0.535845228571593	28	FALSE
0.3008	solid	0.853535353535354	0.61731227294104	28	FALSE
0.3008	solid	0.954545454545455	0.693172240321237	28	FALSE
0.1592	solid	0.0454545454545455	0.130515660795869	29	FALSE
0.1592	solid	0.146464646464646	0.160446613054772	29	FALSE
0.1592	solid	0.247474747474748	0.182380762148762	29	FALSE
0.1592	solid	0.348484848484849	0.243271281530513	29	FALSE
0.1592	solid	0.44949494949495	0.276217982534947	29	FALSE
0.1592	solid	0.550505050505051	0.307253608134916	29	FALSE
0.1592	solid	0.651515151515152	0.389981232542537	29	FALSE
0.1592	solid	0.752525252525253	0.425024312575344	29	FALSE
0.1592	solid	0.853535353535354	0.46074213110241	29	FALSE
0.1592	solid	0.954545454545455	0.506737712448997	29	FALSE
0.26	22	0.0454545454545455	0.0743819398525562	30	TRUE
0.26	22	0.146464646464646	0.136603027451576	30	TRUE
0.26	22	0.247474747474748	0.199527283964157	30	TRUE
0.26	22	0.348484848484849	0.28218089964295	30	TRUE
0.26	22	0.44949494949495	0.351057246797957	30	TRUE
0.26	22	0.550505050505051	0.392950107639896	30	TRUE
0.26	22	0.651515151515152	0.462338816412882	30	TRUE
0.26	22	0.752525252525253	0.547526180564302	30	TRUE
0.26	22	0.853535353535354	0.587122423917027	30	TRUE
0.26	22	0.954545454545455	0.639353040988298	30	TRUE
0.3296	22	0.0454545454545455	0.0912455343963229	31	TRUE
0.3296	22	0.146464646464646	0.154284755998793	31	TRUE
0.3296	22	0.247474747474748	0.213638141567901	31	TRUE
0.3296	22	0.348484848484849	0.311693311872513	31	TRUE
0.3296	22	0.44949494949495	0.369384394423288	31	TRUE
0.3296	22	0.550505050505051	0.432260394131659	31	TRUE
0.3296	22	0.651515151515152	0.504347439693528	31	TRUE
0.3296	22	0.752525252525253	0.587723159814925	31	TRUE
0.3296	22	0.853535353535354	0.669485488111963	31	TRUE
0.3296	22	0.954545454545455	0.730707402406541	31	TRUE
0.3864	solid	0.0454545454545455	0.132120164788406	32	FALSE
0.3864	solid	0.146464646464646	0.210327678068699	32	FALSE
0.3864	solid	0.247474747474748	0.293855961441021	32	FALSE
0.3864	solid	0.348484848484849	0.383362871141565	32	FALSE
0.3864	solid	0.44949494949495	0.433501856190441	32	FALSE
0.3864	solid	0.550505050505051	0.52750918016004	32	FALSE
0.3864	solid	0.651515151515152	0.586570642950944	32	FALSE
0.3864	solid	0.752525252525253	0.675472829578562	32	FALSE
0.3864	solid	0.853535353535354	0.765530897149968	32	FALSE
0.3864	solid	0.954545454545455	0.805078034635046	32	FALSE
0.3536	solid	0.0454545454545455	0.16226477021111	33	FALSE
0.3536	solid	0.146464646464646	0.233263299597128	33	FALSE
0.3536	solid	0.247474747474748	0.285109180760738	33	FALSE
0.3536	solid	0.348484848484849	0.376694718229738	33	FALSE
0.3536	solid	0.44949494949495	0.43652963818678	33	FALSE
0.3536	solid	0.550505050505051	0.503000482441281	33	FALSE
0.3536	solid	0.651515151515152	0.56623335669388	33	FALSE
0.3536	solid	0.752525252525253	0.638695845164668	33	FALSE
0.3536	solid	0.853535353535354	0.690734008496325	33	FALSE
0.3536	solid	0.954545454545455	0.762595337983632	33	FALSE
0.3544	solid	0.0454545454545455	0.155195203951387	34	FALSE
0.3544	solid	0.146464646464646	0.223430405424493	34	FALSE
0.3544	solid	0.247474747474748	0.280825371554895	34	FALSE
0.3544	solid	0.348484848484849	0.349818215183278	34	FALSE
0.3544	solid	0.44949494949495	0.408289446888051	34	FALSE
0.3544	solid	0.550505050505051	0.490266123843177	34	FALSE
0.3544	solid	0.651515151515152	0.584459839760065	34	FALSE
0.3544	solid	0.752525252525253	0.623626478304624	34	FALSE
0.3544	solid	0.853535353535354	0.732144148517394	34	FALSE
0.3544	solid	0.954545454545455	0.763291477888559	34	FALSE
0.3264	solid	0.0454545454545455	0.135708289384106	35	FALSE
0.3264	solid	0.146464646464646	0.1866913791539	35	FALSE
0.3264	solid	0.247474747474748	0.253550592136639	35	FALSE
0.3264	solid	0.348484848484849	0.333189254446789	35	FALSE
0.3264	solid	0.44949494949495	0.417635591861656	35	FALSE
0.3264	solid	0.550505050505051	0.485659640473722	35	FALSE
0.3264	solid	0.651515151515152	0.519448007231523	35	FALSE
0.3264	solid	0.752525252525253	0.59577862909236	35	FALSE
0.3264	solid	0.853535353535354	0.662710522486678	35	FALSE
0.3264	solid	0.954545454545455	0.726205225969256	35	FALSE
0.32	22	0.0454545454545455	0.0454545454545455	36	TRUE
0.32	22	0.146464646464646	0.143567269115853	36	TRUE
0.32	22	0.247474747474748	0.229604034213546	36	TRUE
0.32	22	0.348484848484849	0.298698874407613	36	TRUE
0.32	22	0.44949494949495	0.349794657347127	36	TRUE
0.32	22	0.550505050505051	0.43631253480162	36	TRUE
0.32	22	0.651515151515152	0.50500841956225	36	TRUE
0.32	22	0.752525252525253	0.590803504367892	36	TRUE
0.32	22	0.853535353535354	0.649879366952804	36	TRUE
0.32	22	0.954545454545455	0.717594246803908	36	TRUE
0.2448	solid	0.0454545454545455	0.164759290126667	37	FALSE
0.2448	solid	0.146464646464646	0.199571706245132	37	FALSE
0.2448	solid	0.247474747474748	0.243460017165114	37	FALSE
0.2448	solid	0.348484848484849	0.275439438600917	37	FALSE
0.2448	solid	0.44949494949495	0.345323386844308	37	FALSE
0.2448	solid	0.550505050505051	0.391056007590516	37	FALSE
0.2448	solid	0.651515151515152	0.468173743100746	37	FALSE
0.2448	solid	0.752525252525253	0.488905136049021	37	FALSE
0.2448	solid	0.853535353535354	0.573629392353215	37	FALSE
0.2448	solid	0.954545454545455	0.618651370758333	37	FALSE
0.2672	solid	0.0454545454545455	0.170021024405242	38	FALSE
0.2672	solid	0.146464646464646	0.217500064794949	38	FALSE
0.2672	solid	0.247474747474748	0.285515542276257	38	FALSE
0.2672	solid	0.348484848484849	0.291588596823613	38	FALSE
0.2672	solid	0.44949494949495	0.354294016129027	38	FALSE
0.2672	solid	0.550505050505051	0.43935613672263	38	FALSE
0.2672	solid	0.651515151515152	0.468964577054518	38	FALSE
0.2672	solid	0.752525252525253	0.516509654522546	38	FALSE
0.2672	solid	0.853535353535354	0.575354906746132	38	FALSE
0.2672	solid	0.954545454545455	0.648388988036453	38	FALSE
0.2944	solid	0.0454545454545455	0.105705260843409	39	FALSE
0.2944	solid	0.146464646464646	0.162668550836676	39	FALSE
0.2944	solid	0.247474747474748	0.24324152099028	39	FALSE
0.2944	solid	0.348484848484849	0.294036184705719	39	FALSE
0.2944	solid	0.44949494949495	0.37622716858291	39	FALSE
0.2944	solid	0.550505050505051	0.448928644348004	39	FALSE
0.2944	solid	0.651515151515152	0.462189135642741	39	FALSE
0.2944	solid	0.752525252525253	0.533521657743734	39	FALSE
0.2944	solid	0.853535353535354	0.600487709213088	39	FALSE
0.2944	solid	0.954545454545455	0.6838231618478	39	FALSE
0.3912	solid	0.0454545454545455	0.14809317244571	40	FALSE
0.3912	solid	0.146464646464646	0.210358087915226	40	FALSE
0.3912	solid	0.247474747474748	0.292256073621278	40	FALSE
0.3912	solid	0.348484848484849	0.34218956987468	40	FALSE
0.3912	solid	0.44949494949495	0.427231861690903	40	FALSE
0.3912	solid	0.550505050505051	0.503221970203801	40	FALSE
0.3912	solid	0.651515151515152	0.591554339236694	40	FALSE
0.3912	solid	0.752525252525253	0.663584740300414	40	FALSE
0.3912	solid	0.853535353535354	0.739044603688643	40	FALSE
0.3912	solid	0.954545454545455	0.811042428086266	40	FALSE
0.2064	solid	0.0454545454545455	0.125001821489015	41	FALSE
0.2064	solid	0.146464646464646	0.151534232738755	41	FALSE
0.2064	solid	0.247474747474748	0.22598785835633	41	FALSE
0.2064	solid	0.348484848484849	0.28711264084107	41	FALSE
0.2064	solid	0.44949494949495	0.309165049852707	41	FALSE
0.2064	solid	0.550505050505051	0.35407076210932	41	FALSE
0.2064	solid	0.651515151515152	0.396080841875008	41	FALSE
0.2064	solid	0.752525252525253	0.450679991416929	41	FALSE
0.2064	solid	0.853535353535354	0.49364056906109	41	FALSE
0.2064	solid	0.954545454545455	0.568211093619261	41	FALSE
0.3504	solid	0.0454545454545455	0.15843305636665	42	FALSE
0.3504	solid	0.146464646464646	0.241852441808809	42	FALSE
0.3504	solid	0.247474747474748	0.287224961655216	42	FALSE
0.3504	solid	0.348484848484849	0.39437934388063	42	FALSE
0.3504	solid	0.44949494949495	0.44241703764299	42	FALSE
0.3504	solid	0.550505050505051	0.489286948958731	42	FALSE
0.3504	solid	0.651515151515152	0.599136194786528	42	FALSE
0.3504	solid	0.752525252525253	0.611685147426276	42	FALSE
0.3504	solid	0.853535353535354	0.67362889345868	42	FALSE
0.3504	solid	0.954545454545455	0.757976866381402	42	FALSE
0.3512	solid	0.0454545454545455	0.142559941072963	43	FALSE
0.3512	solid	0.146464646464646	0.219409270023441	43	FALSE
0.3512	solid	0.247474747474748	0.276233370753556	43	FALSE
0.3512	solid	0.348484848484849	0.349141793198736	43	FALSE
0.3512	solid	0.44949494949495	0.417714179586248	43	FALSE
0.3512	solid	0.550505050505051	0.498830537076004	43	FALSE
0.3512	solid	0.651515151515152	0.548590757839945	43	FALSE
0.3512	solid	0.752525252525253	0.628938974977226	43	FALSE
0.3512	solid	0.853535353535354	0.688603789383805	43	FALSE
0.3512	solid	0.954545454545455	0.758686115233732	43	FALSE
0.2352	solid	0.0454545454545455	0.157950475090847	44	FALSE
0.2352	solid	0.146464646464646	0.193333020129323	44	FALSE
0.2352	solid	0.247474747474748	0.2300316834778	44	FALSE
0.2352	solid	0.348484848484849	0.318292690748758	44	FALSE
0.2352	solid	0.44949494949495	0.33622351334528	44	FALSE
0.2352	solid	0.550505050505051	0.399819687093189	44	FALSE
0.2352	solid	0.651515151515152	0.450385470924557	44	FALSE
0.2352	solid	0.752525252525253	0.485422614417783	44	FALSE
0.2352	solid	0.853535353535354	0.54660665971276	44	FALSE
0.2352	solid	0.954545454545455	0.606869717423933	44	FALSE
0.2392	22	0.0454545454545455	0.0761516838137899	45	TRUE
0.2392	22	0.146464646464646	0.13737582102409	45	TRUE
0.2392	22	0.247474747474748	0.203705473146542	45	TRUE
0.2392	22	0.348484848484849	0.285012458524993	45	TRUE
0.2392	22	0.44949494949495	0.326118596750078	45	TRUE
0.2392	22	0.550505050505051	0.355572312596527	45	TRUE
0.2392	22	0.651515151515152	0.420725964530638	45	TRUE
0.2392	22	0.752525252525253	0.501733115793623	45	TRUE
0.2392	22	0.853535353535354	0.550115021502138	45	TRUE
0.2392	22	0.954545454545455	0.611678042524553	45	TRUE
0.1872	solid	0.0454545454545455	0.167390396509493	46	FALSE
0.1872	solid	0.146464646464646	0.203659177409613	46	FALSE
