linetype	x	y	group
3133	0.146464646464646	0.150726933954982	44
3133	0.247474747474748	0.187086784055167	44
3133	0.348484848484849	0.19286187631729	44
3133	0.44949494949495	0.212948325370994	44
3133	0.550505050505051	0.250316191039458	44
3133	0.651515151515152	0.278399403738408	44
3133	0.752525252525253	0.292153801867613	44
3133	0.853535353535354	0.327802182182425	44
3133	0.954545454545455	0.365187767140784	44
solid	0.0454545454545455	0.197942964999053	45
solid	0.146464646464646	0.259375335117879	45
solid	0.247474747474748	0.292909840661822	45
solid	0.348484848484849	0.354296660756905	45
solid	0.44949494949495	0.376898247868516	45
solid	0.550505050505051	0.451647570704992	45
solid	0.651515151515152	0.512468987699015	45
solid	0.752525252525253	0.550631019394628	45
solid	0.853535353535354	0.600802297838459	45
solid	0.954545454545455	0.646844052396078	45
solid	0.0454545454545455	0.241934211873351	46
solid	0.146464646464646	0.318651948277052	46
solid	0.247474747474748	0.313170372970338	46
solid	0.348484848484849	0.393201823965592	46
solid	0.44949494949495	0.447540527403802	46
solid	0.550505050505051	0.500434939443363	46
solid	0.651515151515152	0.546835085657762	46
solid	0.752525252525253	0.591815045377155	46
solid	0.853535353535354	0.641955489812844	46
solid	0.954545454545455	0.70111588210636	46
solid	0.0454545454545455	0.149048714497733	47
solid	0.146464646464646	0.202871566874095	47
solid	0.247474747474748	0.258513972881712	47
solid	0.348484848484849	0.29104824293265	47
solid	0.44949494949495	0.346928753665535	47
solid	0.550505050505051	0.389128189056805	47
solid	0.651515151515152	0.446063345892501	47
solid	0.752525252525253	0.487062919699807	47
solid	0.853535353535354	0.546817229050772	47
solid	0.954545454545455	0.568330034327593	47
3133	0.0454545454545455	0.172022296326856	48
3133	0.146464646464646	0.150866387731	48
3133	0.247474747474748	0.178036414112863	48
3133	0.348484848484849	0.245980545467326	48
3133	0.44949494949495	0.27885243314639	48
3133	0.550505050505051	0.315846564030109	48
3133	0.651515151515152	0.319722425653037	48
3133	0.752525252525253	0.378509858751262	48
3133	0.853535353535354	0.368155444236606	48
3133	0.954545454545455	0.42347722401328	48
solid	0.0454545454545455	0.256809939592525	49
solid	0.146464646464646	0.309517446192674	49
solid	0.247474747474748	0.323061109519602	49
solid	0.348484848484849	0.387018681701833	49
solid	0.44949494949495	0.425335221898437	49
solid	0.550505050505051	0.470855321823342	49
solid	0.651515151515152	0.539629346251824	49
solid	0.752525252525253	0.563563200771547	49
solid	0.853535353535354	0.595984497481794	49
solid	0.954545454545455	0.654675454772514	49
