alpha	colour	fill	x	y	clickSelects
0.8288	#7CAE00	#7CAE00	0.203397917035294	0.582527465746488	Q2
0.744	#7CAE00	#7CAE00	0.442211302440696	0.70978223837302	Q2
0.7744	#7CAE00	#7CAE00	0.352728449244071	0.704750201590747	Q2
0.8552	#7CAE00	#7CAE00	0.491265319059291	0.876201830271275	Q2
0.6816	#7CAE00	#7CAE00	0.472768878711468	0.629542653775051	Q2
0.6064	#7CAE00	#7CAE00	0.507319633300659	0.531033824730055	Q2
0.7896	#7CAE00	#7CAE00	0.30958259496177	0.689863327564797	Q2
0.616	#7CAE00	#7CAE00	0.501233558325073	0.542512841162809	Q2
0.6384	#7CAE00	#7CAE00	0.474606408952792	0.563015349785632	Q2
0.7472	#7CAE00	#7CAE00	0.33417249127597	0.622421295528762	Q2
0.7368	#7CAE00	#7CAE00	0.322408635217449	0.532671128465294	Q2
0.7392	#7CAE00	#7CAE00	0.357902749455661	0.638282616511857	Q2
0.7464	#7CAE00	#7CAE00	0.331085907817206	0.61553643485648	Q2
0.724	#7CAE00	#7CAE00	0.427716365064021	0.673819104188161	Q2
0.8416	#7CAE00	#7CAE00	0.371288415088553	0.827161802377339	Q2
0.9112	#7CAE00	#7CAE00	0.136615025641363	0.725916651827777	Q2
0.6328	#7CAE00	#7CAE00	0.467078040608541	0.542772954912093	Q2
0.708	#7CAE00	#7CAE00	0.396718983648318	0.619198643524045	Q2
0.7176	#7CAE00	#7CAE00	0.45440826205591	0.675765145318725	Q2
0.8008	#7CAE00	#7CAE00	0.432870346719141	0.789734708338494	Q2
0.7144	#7CAE00	#7CAE00	0.386864666609171	0.621133843186559	Q2
0.6344	#7CAE00	#7CAE00	0.477973528485792	0.558643611698897	Q2
0.6656	#7CAE00	#7CAE00	0.438084535732801	0.579524289745464	Q2
0.736	#7CAE00	#7CAE00	0.501578228232484	0.71037262494369	Q2
0.744	#7CAE00	#7CAE00	0.35550115146507	0.646433297480945	Q2
0.6552	#7CAE00	#7CAE00	0.431518605781879	0.523125995466394	Q2
0.8088	#7CAE00	#7CAE00	0.387700425471976	0.784386508191406	Q2
0.66	#7CAE00	#7CAE00	0.431833825688882	0.553028310329305	Q2
0.8528	#7CAE00	#7CAE00	0.386719337636464	0.850083861378288	Q2
0.6456	#7CAE00	#7CAE00	0.445875997925387	0.532013182508255	Q2
0.672	#7CAE00	#7CAE00	0.412121666092331	0.544207096915809	Q2
0.7648	#7CAE00	#7CAE00	0.333159833426121	0.664696716447788	Q2
0.7232	#7CAE00	#7CAE00	0.348052040320212	0.572077755540568	Q2
0.7224	#7CAE00	#7CAE00	0.476496389886066	0.688592325763456	Q2
0.6696	#7CAE00	#7CAE00	0.507853722714	0.61847290226964	Q2
0.8016	#7CAE00	#7CAE00	0.240392555348615	0.577599070130026	Q2
0.776	#7CAE00	#7CAE00	0.322465011408603	0.675178468098653	Q2
0.6928	#7CAE00	#7CAE00	0.404702767883592	0.595214875722057	Q2
0.7728	#7CAE00	#7CAE00	0.274435816674942	0.541335314294653	Q2
0.7024	#7CAE00	#7CAE00	0.398626754940392	0.609850609497101	Q2
0.7256	#7CAE00	#7CAE00	0.338824139087194	0.546081683025648	Q2
0.6136	#7CAE00	#7CAE00	0.491290582036202	0.531917405108534	Q2
0.8392	#7CAE00	#7CAE00	0.28469892049185	0.761842543924469	Q2
0.72	#7CAE00	#7CAE00	0.349345241548811	0.559857901710275	Q2
0.6816	#7CAE00	#7CAE00	0.50431974735202	0.635336617854055	Q2
0.6696	#7CAE00	#7CAE00	0.415147338568511	0.544757512927875	Q2
0.6544	#7CAE00	#7CAE00	0.43951569011299	0.551334290986984	Q2
0.712	#7CAE00	#7CAE00	0.496148069430931	0.677111286240166	Q2
0.6752	#7CAE00	#7CAE00	0.418579729254883	0.57418139881358	Q2
0.7496	#7CAE00	#7CAE00	0.317436445085542	0.59340338712873	Q2
0.7896	#7CAE00	#7CAE00	0.37681171252453	0.747870889936674	Q2
0.8056	#7CAE00	#7CAE00	0.418784670549146	0.792885607820422	Q2
0.6504	#7CAE00	#7CAE00	0.440145222217531	0.537218790266584	Q2
0.6792	#7CAE00	#7CAE00	0.399807005207604	0.527440834355415	Q2
0.7424	#7CAE00	#7CAE00	0.448501183807758	0.710208397419518	Q2
0.7696	#7CAE00	#7CAE00	0.385803799795363	0.721652330715374	Q2
0.6816	#7CAE00	#7CAE00	0.442976798556732	0.61357603406007	Q2
0.7032	#7CAE00	#7CAE00	0.372834636147302	0.562015399831667	Q2
0.668	#7CAE00	#7CAE00	0.419632530509593	0.550408099104823	Q2
0.66	#7CAE00	#7CAE00	0.495890755905484	0.60436112606674	Q2
0.6528	#7CAE00	#7CAE00	0.441645743722874	0.55085581022337	Q2
0.784	#7CAE00	#7CAE00	0.385754933996768	0.745000908091363	Q2
0.6472	#7CAE00	#7CAE00	0.444622521138535	0.535605781704605	Q2
0.6584	#7CAE00	#7CAE00	0.440097400932606	0.565602478718864	Q2
0.6632	#7CAE00	#7CAE00	0.450552002736248	0.587815161037997	Q2
0.6928	#7CAE00	#7CAE00	0.418864419961295	0.613177804065739	Q2
0.688	#7CAE00	#7CAE00	0.395932767781972	0.566540301309691	Q2
0.8032	#7CAE00	#7CAE00	0.490907076584143	0.803930657690808	Q2
0.7552	#7CAE00	#7CAE00	0.48378948732142	0.736343368055617	Q2
0.744	#7CAE00	#7CAE00	0.361884166887643	0.655357139174328	Q2
0.8088	#7CAE00	#7CAE00	0.245614549499547	0.629828387260472	Q2
0.7608	#7CAE00	#7CAE00	0.302310176612745	0.595637630136662	Q2
0.8232	#7CAE00	#7CAE00	0.367192566363571	0.796604357299878	Q2
0.7344	#7CAE00	#7CAE00	0.355145347208463	0.624046896214067	Q2
0.6376	#7CAE00	#7CAE00	0.488295700679947	0.570499472723084	Q2
0.8008	#7CAE00	#7CAE00	0.417969189595131	0.784847741778032	Q2
0.736	#7CAE00	#7CAE00	0.343694904236997	0.607837338760717	Q2
0.8312	#7CAE00	#7CAE00	0.28371916292949	0.746074176577253	Q2
0.7944	#7CAE00	#7CAE00	0.341034596295924	0.730361218862454	Q2
0.7104	#7CAE00	#7CAE00	0.366491286782108	0.57289851267799	Q2
0.7328	#7CAE00	#7CAE00	0.326849316791999	0.529599571341054	Q2
0.692	#7CAE00	#7CAE00	0.38297169606033	0.535022871045211	Q2
0.7248	#7CAE00	#7CAE00	0.461399813615587	0.688703928658909	Q2
0.6808	#7CAE00	#7CAE00	0.489008634791494	0.632795592873093	Q2
0.6592	#7CAE00	#7CAE00	0.476109559825585	0.597427696410394	Q2
0.7952	#7CAE00	#7CAE00	0.348720506172825	0.738842506595844	Q2
0.7792	#7CAE00	#7CAE00	0.416098102611637	0.752302865858948	Q2
0.656	#7CAE00	#7CAE00	0.502045423042679	0.598999954114476	Q2
0.7488	#7CAE00	#7CAE00	0.307251538956562	0.542969086766165	Q2
0.684	#7CAE00	#7CAE00	0.423170619883689	0.600371598982428	Q2
0.64	#7CAE00	#7CAE00	0.477975217982272	0.568646990235866	Q2
0.6672	#7CAE00	#7CAE00	0.421492068249133	0.554693657840251	Q2
0.7968	#7CAE00	#7CAE00	0.26092251615736	0.625227426297026	Q2
0.7176	#7CAE00	#7CAE00	0.383755566471377	0.624552426246544	Q2
0.7272	#7CAE00	#7CAE00	0.347809710757485	0.587591442732258	Q2
0.7208	#7CAE00	#7CAE00	0.363315494778147	0.600674144549389	Q2
0.796	#7CAE00	#7CAE00	0.260946197679037	0.620486246161898	Q2
0.7472	#7CAE00	#7CAE00	0.320572355067563	0.593121268986164	Q2
0.644	#7CAE00	#7CAE00	0.477224680226996	0.574422888488451	Q2
0.7152	#7CAE00	#7CAE00	0.456107986005401	0.672671607102239	Q2
0.7608	#7CAE00	#7CAE00	0.439155355295864	0.733332540987211	Q2
0.7408	#7CAE00	#7CAE00	0.408600493822837	0.688883971729763	Q2
0.7968	#7CAE00	#7CAE00	0.281148408604775	0.665436003649547	Q2
0.7784	#7CAE00	#7CAE00	0.32064448792002	0.679133403146223	Q2
0.7888	#7CAE00	#7CAE00	0.423690599859743	0.769902942404634	Q2
0.7808	#7CAE00	#7CAE00	0.269944928976877	0.581689129521241	Q2
0.6776	#7CAE00	#7CAE00	0.404951125501381	0.546402919803248	Q2
0.6184	#7CAE00	#7CAE00	0.494822541035909	0.54353657277636	Q2
0.7	#7CAE00	#7CAE00	0.496685405257101	0.660299315306377	Q2
0.8104	#7CAE00	#7CAE00	0.221973819244367	0.519958977489412	Q2
0.688	#7CAE00	#7CAE00	0.419159118478056	0.604197219845185	Q2
0.6536	#7CAE00	#7CAE00	0.434137815544765	0.527918632730784	Q2
0.6736	#7CAE00	#7CAE00	0.497351910147447	0.623236271630425	Q2
0.7696	#7CAE00	#7CAE00	0.298835851067946	0.619554177274684	Q2
0.8952	#7CAE00	#7CAE00	0.463993975583316	0.929875681275452	Q2
0.7568	#7CAE00	#7CAE00	0.438838343415968	0.727734393123632	Q2
0.8272	#7CAE00	#7CAE00	0.462900983548948	0.834473634460896	Q2
0.768	#7CAE00	#7CAE00	0.28232311556175	0.554903934578428	Q2
0.732	#7CAE00	#7CAE00	0.33421671354973	0.568042224860473	Q2
0.808	#7CAE00	#7CAE00	0.468573501233456	0.807574615148668	Q2
0.6304	#7CAE00	#7CAE00	0.490817493659914	0.560666645226118	Q2
0.6288	#7CAE00	#7CAE00	0.475267220257516	0.54475466369056	Q2
0.7984	#7CAE00	#7CAE00	0.238600310111922	0.52885652417845	Q2
0.616	#7CAE00	#7CAE00	0.503695253675016	0.543492557077372	Q2
0.6928	#7CAE00	#7CAE00	0.440904522865977	0.630405720268726	Q2
0.7328	#7CAE00	#7CAE00	0.350730748863804	0.611260445770815	Q2
0.8424	#7CAE00	#7CAE00	0.306518710822852	0.787332485546761	Q2
0.6376	#7CAE00	#7CAE00	0.47109520928952	0.558914687529192	Q2
0.8688	#7CAE00	#7CAE00	0.144040494239962	0.543187510309555	Q2
0.6168	#7CAE00	#7CAE00	0.484327233792426	0.524424627104781	Q2
0.6576	#7CAE00	#7CAE00	0.431482554584659	0.542239247431947	Q2
0.8816	#7CAE00	#7CAE00	0.279975149525541	0.834643683888968	Q2
0.7424	#7CAE00	#7CAE00	0.406170822489999	0.689400482921638	Q2
0.8152	#7CAE00	#7CAE00	0.376444083339005	0.788776070093609	Q2
0.7072	#7CAE00	#7CAE00	0.377579839737487	0.58731523456002	Q2
0.7976	#7CAE00	#7CAE00	0.241186483159616	0.550073253870264	Q2
0.748	#7CAE00	#7CAE00	0.319431971757953	0.593769149294479	Q2
0.772	#7CAE00	#7CAE00	0.484891273274334	0.760065403762334	Q2
0.6176	#7CAE00	#7CAE00	0.486613641050645	0.533786266385601	Q2
0.684	#7CAE00	#7CAE00	0.464670799419802	0.630307830392116	Q2
0.8592	#7CAE00	#7CAE00	0.158596646887656	0.553437071860843	Q2
0.6824	#7CAE00	#7CAE00	0.396444066479196	0.535821014537186	Q2
0.7128	#7CAE00	#7CAE00	0.477305007667118	0.675597999492628	Q2
0.6792	#7CAE00	#7CAE00	0.441821109290137	0.608851691036942	Q2
0.6312	#7CAE00	#7CAE00	0.465753894201272	0.534128092288886	Q2
0.6176	#7CAE00	#7CAE00	0.497613607406924	0.544091502285363	Q2
0.66	#7CAE00	#7CAE00	0.490338605979287	0.60296657155837	Q2
0.6272	#7CAE00	#7CAE00	0.477751512444129	0.54478167314026	Q2
0.72	#7CAE00	#7CAE00	0.344740759656821	0.525117420861894	Q2
0.6736	#7CAE00	#7CAE00	0.502313113928439	0.624014057223132	Q2
0.7304	#7CAE00	#7CAE00	0.3763729700935	0.642328762167985	Q2
0.8832	#7CAE00	#7CAE00	0.316622094030901	0.862567202178546	Q2
0.8168	#7CAE00	#7CAE00	0.409212216362482	0.804841006181065	Q2
0.7928	#7CAE00	#7CAE00	0.498565462844937	0.789653536661247	Q2
0.7528	#7CAE00	#7CAE00	0.309900856211365	0.58540712190327	Q2
0.7048	#7CAE00	#7CAE00	0.372767519752844	0.569564385648468	Q2
0.7192	#7CAE00	#7CAE00	0.438452766495248	0.671424537820784	Q2
0.6536	#7CAE00	#7CAE00	0.439352068732464	0.547962148924983	Q2
0.7528	#7CAE00	#7CAE00	0.324993115818959	0.621741732257451	Q2
0.6968	#7CAE00	#7CAE00	0.419394984688445	0.621933660874439	Q2
0.6904	#7CAE00	#7CAE00	0.460650427607284	0.637782783577998	Q2
0.8968	#7CAE00	#7CAE00	0.30907836577581	0.879333285852596	Q2
0.6776	#7CAE00	#7CAE00	0.404470709732657	0.543885564451056	Q2
0.7672	#7CAE00	#7CAE00	0.316741680165978	0.646012215534485	Q2
0.6824	#7CAE00	#7CAE00	0.404333498936592	0.565922983765802	Q2
0.6672	#7CAE00	#7CAE00	0.496761916970481	0.614215762321574	Q2
0.8432	#7CAE00	#7CAE00	0.411772944091813	0.844446852311269	Q2
0.692	#7CAE00	#7CAE00	0.457055710480466	0.639139106231599	Q2
0.7544	#7CAE00	#7CAE00	0.395672436999459	0.703022816717252	Q2
0.7232	#7CAE00	#7CAE00	0.361065538783516	0.604199356714351	Q2
