alpha	colour	fill	x	y	clickSelects	showSelected
0.1	#F8766D	#F8766D	0.547656164889253	0.522545955029239	Q1	Q1
0.1	#F8766D	#F8766D	0.810568054705944	0.648539716388753	Q1	Q1
0.1	#F8766D	#F8766D	0.636450337302182	0.622890382016767	Q1	Q1
0.1	#F8766D	#F8766D	0.518071701455232	0.523032185512474	Q1	Q1
0.1	#F8766D	#F8766D	0.514002382380168	0.552424049967713	Q1	Q1
0.1	#F8766D	#F8766D	0.589838429258885	0.668891368832141	Q1	Q1
0.1	#F8766D	#F8766D	0.654388300126805	0.524207562008453	Q1	Q1
0.1	#F8766D	#F8766D	0.525051330598814	0.637522887449061	Q1	Q1
0.1	#F8766D	#F8766D	0.672641136244536	0.545948523074681	Q1	Q1
0.1	#F8766D	#F8766D	0.573911332318552	0.635419489196937	Q1	Q1
0.1	#F8766D	#F8766D	0.725737401733491	0.616841772326535	Q1	Q1
0.1	#F8766D	#F8766D	0.627621578476868	0.806023650003194	Q1	Q1
0.1	#F8766D	#F8766D	0.532733443565428	0.608767255925905	Q1	Q1
0.1	#F8766D	#F8766D	0.608297226916854	0.782614012430128	Q1	Q1
0.1	#F8766D	#F8766D	0.597813502354959	0.624701467991716	Q1	Q1
0.1	#F8766D	#F8766D	0.623627724090572	0.658409389693487	Q1	Q1
0.1	#F8766D	#F8766D	0.554436988839995	0.610757054078429	Q1	Q1
0.1	#F8766D	#F8766D	0.544059522754459	0.592864389325838	Q1	Q1
0.1	#F8766D	#F8766D	0.661951750724297	0.57620489923123	Q1	Q1
0.1	#F8766D	#F8766D	0.583188365482707	0.680049506017823	Q1	Q1
0.1	#F8766D	#F8766D	0.663322538079884	0.626237333187559	Q1	Q1
0.1	#F8766D	#F8766D	0.722552239815525	0.792097784422111	Q1	Q1
0.1	#F8766D	#F8766D	0.729455710802777	0.823713737382627	Q1	Q1
0.1	#F8766D	#F8766D	0.631325544599793	0.606889356276494	Q1	Q1
0.1	#F8766D	#F8766D	0.577313402171399	0.646567527220039	Q1	Q1
0.1	#F8766D	#F8766D	0.668223269685731	0.604600330320623	Q1	Q1
0.1	#F8766D	#F8766D	0.614089489115875	0.554313982249215	Q1	Q1
0.1	#F8766D	#F8766D	0.60184057218446	0.804455535521508	Q1	Q1
0.1	#F8766D	#F8766D	0.679237668037633	0.632967718617943	Q1	Q1
0.1	#F8766D	#F8766D	0.545066771135838	0.562725357779388	Q1	Q1
0.1	#F8766D	#F8766D	0.601479401409756	0.843303712386329	Q1	Q1
0.1	#F8766D	#F8766D	0.591672775498303	0.554749636444995	Q1	Q1
0.1	#F8766D	#F8766D	0.733835875728361	0.623827493702266	Q1	Q1
0.1	#F8766D	#F8766D	0.604609450277771	0.720792583610158	Q1	Q1
0.1	#F8766D	#F8766D	0.746675217915037	0.530167836701161	Q1	Q1
0.1	#F8766D	#F8766D	0.617096231962095	0.628856697202654	Q1	Q1
0.1	#F8766D	#F8766D	0.618803310258344	0.655049884182052	Q1	Q1
0.1	#F8766D	#F8766D	0.548768086589249	0.527542058095717	Q1	Q1
0.1	#F8766D	#F8766D	0.510084998629095	0.623671710369219	Q1	Q1
0.1	#F8766D	#F8766D	0.628478324050163	0.577899448857995	Q1	Q1
0.1	#F8766D	#F8766D	0.711482997152059	0.617178881357955	Q1	Q1
0.1	#F8766D	#F8766D	0.710823175019761	0.602747692101664	Q1	Q1
0.1	#F8766D	#F8766D	0.507360352402545	0.545640147291869	Q1	Q1
0.1	#F8766D	#F8766D	0.510969752655481	0.702059401114317	Q1	Q1
0.1	#F8766D	#F8766D	0.575686477083022	0.538394528785255	Q1	Q1
0.1	#F8766D	#F8766D	0.522640886450605	0.595843918560167	Q1	Q1
0.1	#F8766D	#F8766D	0.547273842246974	0.567611826398219	Q1	Q1
0.1	#F8766D	#F8766D	0.542030612949909	0.698298715436601	Q1	Q1
0.1	#F8766D	#F8766D	0.525563473061659	0.577689432722584	Q1	Q1
0.1	#F8766D	#F8766D	0.650756484513824	0.560111621394751	Q1	Q1
0.1	#F8766D	#F8766D	0.548401735511766	0.714756445002254	Q1	Q1
0.1	#F8766D	#F8766D	0.524019224752269	0.757155047675339	Q1	Q1
0.1	#F8766D	#F8766D	0.595141751933646	0.6395261598609	Q1	Q1
0.1	#F8766D	#F8766D	0.582631433015755	0.651452730452645	Q1	Q1
0.1	#F8766D	#F8766D	0.574137277322434	0.793745992924355	Q1	Q1
0.1	#F8766D	#F8766D	0.586435958777094	0.766510275642949	Q1	Q1
0.1	#F8766D	#F8766D	0.668990402860724	0.839862978625392	Q1	Q1
0.1	#F8766D	#F8766D	0.670125338685146	0.56923208948076	Q1	Q1
0.1	#F8766D	#F8766D	0.634918042789113	0.554887520506387	Q1	Q1
0.1	#F8766D	#F8766D	0.585065455162456	0.887623130202737	Q1	Q1
0.1	#F8766D	#F8766D	0.604023205007267	0.587664635339216	Q1	Q1
0.1	#F8766D	#F8766D	0.59788258479878	0.578366838937115	Q1	Q1
0.1	#F8766D	#F8766D	0.584068870891628	0.565938730437691	Q1	Q1
0.1	#F8766D	#F8766D	0.596438174429803	0.551468786623082	Q1	Q1
0.1	#F8766D	#F8766D	0.759028146520299	0.641157691868972	Q1	Q1
0.1	#F8766D	#F8766D	0.618113189301057	0.631786368922434	Q1	Q1
0.1	#F8766D	#F8766D	0.687565367621202	0.553465490168413	Q1	Q1
0.1	#F8766D	#F8766D	0.626245231441951	0.755284475000966	Q1	Q1
0.1	#F8766D	#F8766D	0.852259889695384	0.657672138797396	Q1	Q1
0.1	#F8766D	#F8766D	0.613395958953249	0.660706725606791	Q1	Q1
0.1	#F8766D	#F8766D	0.571391210505112	0.645585618687793	Q1	Q1
0.1	#F8766D	#F8766D	0.645380917492316	0.632029814043563	Q1	Q1
0.1	#F8766D	#F8766D	0.649367976451221	0.666752136020709	Q1	Q1
0.1	#F8766D	#F8766D	0.545419281506221	0.643112481235163	Q1	Q1
0.1	#F8766D	#F8766D	0.729248645684424	0.64844553131113	Q1	Q1
0.1	#F8766D	#F8766D	0.613846064461904	0.626593163679862	Q1	Q1
0.1	#F8766D	#F8766D	0.693037592103285	0.550038080488031	Q1	Q1
0.1	#F8766D	#F8766D	0.719734104665155	0.569816328156311	Q1	Q1
0.1	#F8766D	#F8766D	0.674408360220473	0.660541220012533	Q1	Q1
0.1	#F8766D	#F8766D	0.815250000792411	0.59290661482016	Q1	Q1
0.1	#F8766D	#F8766D	0.766188853907682	0.531251118130444	Q1	Q1
0.1	#F8766D	#F8766D	0.681707501810654	0.857480278549594	Q1	Q1
0.1	#F8766D	#F8766D	0.699634555607199	0.619517709448617	Q1	Q1
0.1	#F8766D	#F8766D	0.652587906823876	0.588403698169874	Q1	Q1
0.1	#F8766D	#F8766D	0.704368366450653	0.673974395670009	Q1	Q1
0.1	#F8766D	#F8766D	0.556910946873197	0.59812504273761	Q1	Q1
0.1	#F8766D	#F8766D	0.513432193651007	0.521935328285795	Q1	Q1
0.1	#F8766D	#F8766D	0.516616670106704	0.721487008847769	Q1	Q1
0.1	#F8766D	#F8766D	0.518686075939708	0.698525391275292	Q1	Q1
0.1	#F8766D	#F8766D	0.683487542126166	0.625867076457137	Q1	Q1
0.1	#F8766D	#F8766D	0.552143444976658	0.562481980819353	Q1	Q1
0.1	#F8766D	#F8766D	0.618355934058483	0.647220200584126	Q1	Q1
0.1	#F8766D	#F8766D	0.758644104713413	0.596384562583242	Q1	Q1
0.1	#F8766D	#F8766D	0.654010163346504	0.819160202004479	Q1	Q1
0.1	#F8766D	#F8766D	0.515259854673141	0.636356236326886	Q1	Q1
0.1	#F8766D	#F8766D	0.555487856673612	0.525105629766973	Q1	Q1
0.1	#F8766D	#F8766D	0.542165954187742	0.712578630602524	Q1	Q1
0.1	#F8766D	#F8766D	0.506664890413934	0.696143982973322	Q1	Q1
0.1	#F8766D	#F8766D	0.569845662214712	0.58380494994217	Q1	Q1
0.1	#F8766D	#F8766D	0.530270404046223	0.578169603664145	Q1	Q1
0.1	#F8766D	#F8766D	0.922965049441811	0.538140391391504	Q1	Q1
0.1	#F8766D	#F8766D	0.6568687795185	0.638200747290997	Q1	Q1
0.1	#F8766D	#F8766D	0.657652231129787	0.74693883071013	Q1	Q1
0.1	#F8766D	#F8766D	0.551305432621993	0.631271089097517	Q1	Q1
0.1	#F8766D	#F8766D	0.648959145439793	0.728584831542728	Q1	Q1
0.1	#F8766D	#F8766D	0.521444625236486	0.529718182043472	Q1	Q1
0.1	#F8766D	#F8766D	0.571671332817061	0.572123344364449	Q1	Q1
0.1	#F8766D	#F8766D	0.612519599652671	0.756438393448191	Q1	Q1
0.1	#F8766D	#F8766D	0.52905248828695	0.539163664842934	Q1	Q1
0.1	#F8766D	#F8766D	0.903277421745225	0.637560586267716	Q1	Q1
0.1	#F8766D	#F8766D	0.537568691907709	0.722534143980968	Q1	Q1
0.1	#F8766D	#F8766D	0.566538428304925	0.648834644553233	Q1	Q1
0.1	#F8766D	#F8766D	0.634315458476813	0.719606941705172	Q1	Q1
0.1	#F8766D	#F8766D	0.583152429513841	0.613760799921752	Q1	Q1
0.1	#F8766D	#F8766D	0.588481145406315	0.865972095514982	Q1	Q1
0.1	#F8766D	#F8766D	0.700697414310605	0.534939014073305	Q1	Q1
0.1	#F8766D	#F8766D	0.519262450380946	0.584679562248644	Q1	Q1
0.1	#F8766D	#F8766D	0.570520705209457	0.575571834311873	Q1	Q1
0.1	#F8766D	#F8766D	0.674874305194714	0.648626133726045	Q1	Q1
0.1	#F8766D	#F8766D	0.840052188588589	0.65953535761398	Q1	Q1
0.1	#F8766D	#F8766D	0.601780294281912	0.637490053629477	Q1	Q1
0.1	#F8766D	#F8766D	0.727887136908611	0.683899290016567	Q1	Q1
0.1	#F8766D	#F8766D	0.650664930054133	0.776588535856736	Q1	Q1
0.1	#F8766D	#F8766D	0.550597283708922	0.693654253069316	Q1	Q1
0.1	#F8766D	#F8766D	0.545454206861919	0.566981231277159	Q1	Q1
0.1	#F8766D	#F8766D	0.562725377524978	0.751628465867163	Q1	Q1
0.1	#F8766D	#F8766D	0.524458368016944	0.641801737554381	Q1	Q1
0.1	#F8766D	#F8766D	0.54599014375376	0.67633092417704	Q1	Q1
0.1	#F8766D	#F8766D	0.729962363350917	0.713918784024327	Q1	Q1
0.1	#F8766D	#F8766D	0.667547453140931	0.541095153080951	Q1	Q1
0.1	#F8766D	#F8766D	0.74740131959883	0.798161317841785	Q1	Q1
0.1	#F8766D	#F8766D	0.648381826732153	0.620629515775187	Q1	Q1
0.1	#F8766D	#F8766D	0.510046784819727	0.650786754716431	Q1	Q1
0.1	#F8766D	#F8766D	0.522345372628765	0.559237415425356	Q1	Q1
0.1	#F8766D	#F8766D	0.572980630803788	0.615263565737464	Q1	Q1
0.1	#F8766D	#F8766D	0.671550270274092	0.65367405851483	Q1	Q1
0.1	#F8766D	#F8766D	0.633652261685935	0.726165322745867	Q1	Q1
0.1	#F8766D	#F8766D	0.705325987201655	0.672580903394458	Q1	Q1
0.1	#F8766D	#F8766D	0.552364615687172	0.541395987692233	Q1	Q1
0.1	#F8766D	#F8766D	0.625597540636476	0.792777828182286	Q1	Q1
0.1	#F8766D	#F8766D	0.515101103103473	0.762789061279926	Q1	Q1
0.1	#F8766D	#F8766D	0.556224145923559	0.538376894325594	Q1	Q1
0.1	#F8766D	#F8766D	0.607410410106465	0.62956518645248	Q1	Q1
0.1	#F8766D	#F8766D	0.584647652694085	0.595016927022227	Q1	Q1
0.1	#F8766D	#F8766D	0.547078641426829	0.520799040274449	Q1	Q1
0.1	#F8766D	#F8766D	0.538539227312031	0.74573373307072	Q1	Q1
0.1	#F8766D	#F8766D	0.589401418374017	0.536659784815948	Q1	Q1
0.1	#F8766D	#F8766D	0.505887713670598	0.684715693691053	Q1	Q1
0.1	#F8766D	#F8766D	0.542460823140172	0.537187279324764	Q1	Q1
0.1	#F8766D	#F8766D	0.627309917065397	0.652032677887797	Q1	Q1
0.1	#F8766D	#F8766D	0.618059363113848	0.622391203146599	Q1	Q1
0.1	#F8766D	#F8766D	0.606246006085713	0.704056617658581	Q1	Q1
0.1	#F8766D	#F8766D	0.525729740323343	0.69401330444234	Q1	Q1
0.1	#F8766D	#F8766D	0.585764126592269	0.633024200811304	Q1	Q1
0.1	#F8766D	#F8766D	0.559602347113694	0.914592698813109	Q1	Q1
0.1	#F8766D	#F8766D	0.665080001099499	0.549050288484012	Q1	Q1
0.1	#F8766D	#F8766D	0.546123367139607	0.629444991848746	Q1	Q1
0.1	#F8766D	#F8766D	0.612818369768787	0.522000642185763	Q1	Q1
0.1	#F8766D	#F8766D	0.508539366434971	0.870602716872197	Q1	Q1
0.1	#F8766D	#F8766D	0.56605153481461	0.614830448468217	Q1	Q1
0.1	#F8766D	#F8766D	0.801719884490434	0.567187003182742	Q1	Q1
0.1	#F8766D	#F8766D	0.595837100518708	0.544226179863285	Q1	Q1
0.1	#F8766D	#F8766D	0.57669698212973	0.60715512448879	Q1	Q1
0.1	#F8766D	#F8766D	0.519006927937138	0.592175349159686	Q1	Q1
0.1	#F8766D	#F8766D	0.529637042481174	0.63115140713727	Q1	Q1
0.1	#F8766D	#F8766D	0.507122013494935	0.548883140638563	Q1	Q1
0.1	#F8766D	#F8766D	0.541541591598817	0.579310336154025	Q1	Q1
0.1	#F8766D	#F8766D	0.605626049833319	0.782529631100779	Q1	Q1
0.1	#F8766D	#F8766D	0.624039108985261	0.58185578109392	Q1	Q1
0.1	#F8766D	#F8766D	0.617169886746174	0.700080260196925	Q1	Q1
0.1	#F8766D	#F8766D	0.529251828536586	0.813085692615128	Q1	Q1
0.1	#F8766D	#F8766D	0.5098359733349	0.639989708880398	Q1	Q1
0.1	#F8766D	#F8766D	0.566753781033308	0.585160962352134	Q1	Q1
0.1	#F8766D	#F8766D	0.741128109114293	0.527369734714681	Q1	Q1
0.1	#F8766D	#F8766D	0.583472897557611	0.556498505483126	Q1	Q1
0.1	#F8766D	#F8766D	0.599363515718078	0.554071179878195	Q1	Q1
0.1	#F8766D	#F8766D	0.709015776057986	0.738234791955437	Q1	Q1
0.1	#F8766D	#F8766D	0.550332296696092	0.618393989739458	Q1	Q1
0.1	#F8766D	#F8766D	0.602505072819758	0.629352969841827	Q1	Q1
0.1	#F8766D	#F8766D	0.540981808924866	0.566631640865635	Q1	Q1
0.1	#F8766D	#F8766D	0.530992752464672	0.637734100835287	Q1	Q1
0.1	#F8766D	#F8766D	0.581405860104659	0.588427429961176	Q1	Q1
0.1	#F8766D	#F8766D	0.513074966680382	0.633790469407944	Q1	Q1
0.1	#F8766D	#F8766D	0.71151214839291	0.621741419874389	Q1	Q1
0.1	#F8766D	#F8766D	0.550353711784304	0.575235178001371	Q1	Q1
0.1	#F8766D	#F8766D	0.536473379344872	0.607880545817976	Q1	Q1
0.1	#F8766D	#F8766D	0.527432778971169	0.677611582639379	Q1	Q1
0.1	#F8766D	#F8766D	0.77288782523409	0.706390195037316	Q1	Q1
0.1	#F8766D	#F8766D	0.672805470115954	0.643921144105024	Q1	Q1
0.1	#F8766D	#F8766D	0.514401146159147	0.558342635976172	Q1	Q1
0.1	#F8766D	#F8766D	0.642016941971573	0.668445703298355	Q1	Q1
0.1	#F8766D	#F8766D	0.564352897176437	0.807673108957532	Q1	Q1
0.1	#F8766D	#F8766D	0.617555263235189	0.520291457979467	Q1	Q1
0.1	#F8766D	#F8766D	0.591591513165309	0.608153657262099	Q1	Q1
0.1	#F8766D	#F8766D	0.598372020292249	0.568029372723572	Q1	Q1
0.1	#F8766D	#F8766D	0.522580749957559	0.659488447083183	Q1	Q1
0.1	#F8766D	#F8766D	0.582142766769962	0.618500908812882	Q1	Q1
0.1	#F8766D	#F8766D	0.725968772029787	0.528352851981741	Q1	Q1
0.4	#7CAE00	#7CAE00	0.469467146196333	0.565250270880524	Q2	Q2
0.4	#7CAE00	#7CAE00	0.411645747995624	0.648904544428491	Q2	Q2
0.4	#7CAE00	#7CAE00	0.387912947758701	0.581568255726312	Q2	Q2
0.4	#7CAE00	#7CAE00	0.376312105060824	0.737332918335098	Q2	Q2
0.4	#7CAE00	#7CAE00	0.472416701869674	0.590716052619809	Q2	Q2
0.4	#7CAE00	#7CAE00	0.46291396370817	0.655712669134335	Q2	Q2
0.4	#7CAE00	#7CAE00	0.489921750737448	0.574525477763601	Q2	Q2
0.4	#7CAE00	#7CAE00	0.355447602412879	0.739410028095067	Q2	Q2
0.4	#7CAE00	#7CAE00	0.13869939248684	0.552548471715328	Q2	Q2
0.4	#7CAE00	#7CAE00	0.440466193871645	0.535200686071335	Q2	Q2
0.4	#7CAE00	#7CAE00	0.424617336778869	0.571155324401289	Q2	Q2
0.4	#7CAE00	#7CAE00	0.266865838765962	0.69969454952679	Q2	Q2
0.4	#7CAE00	#7CAE00	0.391046668204453	0.617761053989838	Q2	Q2
0.4	#7CAE00	#7CAE00	0.35467375264772	0.889806750376423	Q2	Q2
0.4	#7CAE00	#7CAE00	0.361236999934995	0.524013954744341	Q2	Q2
0.4	#7CAE00	#7CAE00	0.467762014058362	0.582862855737758	Q2	Q2
0.4	#7CAE00	#7CAE00	0.314692711358394	0.632918899361242	Q2	Q2
0.4	#7CAE00	#7CAE00	0.289595113505388	0.541985306737304	Q2	Q2
0.4	#7CAE00	#7CAE00	0.311855801570591	0.838885981282011	Q2	Q2
0.4	#7CAE00	#7CAE00	0.487681235765143	0.565619648894311	Q2	Q2
0.4	#7CAE00	#7CAE00	0.407297497577596	0.711891339571171	Q2	Q2
0.4	#7CAE00	#7CAE00	0.329466865443248	0.880060149498666	Q2	Q2
0.4	#7CAE00	#7CAE00	0.391641241365217	0.677585977552581	Q2	Q2
0.4	#7CAE00	#7CAE00	0.477489880647847	0.544312112130757	Q2	Q2
0.4	#7CAE00	#7CAE00	0.471700883650752	0.775138145852583	Q2	Q2
0.4	#7CAE00	#7CAE00	0.187606439494032	0.689002264085056	Q2	Q2
0.4	#7CAE00	#7CAE00	0.138394804231639	0.675716809045609	Q2	Q2
0.4	#7CAE00	#7CAE00	0.479425190230299	0.544171974314823	Q2	Q2
0.4	#7CAE00	#7CAE00	0.238974034011138	0.534754091734175	Q2	Q2
0.4	#7CAE00	#7CAE00	0.443234069975713	0.676734050799322	Q2	Q2
0.4	#7CAE00	#7CAE00	0.356515620544659	0.576787855065906	Q2	Q2
0.4	#7CAE00	#7CAE00	0.487204785672112	0.573791858685405	Q2	Q2
0.4	#7CAE00	#7CAE00	0.369121807737474	0.627968570434158	Q2	Q2
0.4	#7CAE00	#7CAE00	0.266364972687991	0.914765478397675	Q2	Q2
0.4	#7CAE00	#7CAE00	0.420136774352687	0.928578180427252	Q2	Q2
0.4	#7CAE00	#7CAE00	0.486075208608666	0.545628095065364	Q2	Q2
0.4	#7CAE00	#7CAE00	0.439411337038605	0.693720752927938	Q2	Q2
0.4	#7CAE00	#7CAE00	0.374945728864157	0.650840662228084	Q2	Q2
0.4	#7CAE00	#7CAE00	0.41657021374518	0.688026307404055	Q2	Q2
0.4	#7CAE00	#7CAE00	0.331925459085499	0.707829153373429	Q2	Q2
0.4	#7CAE00	#7CAE00	0.494736240233306	0.858874604032365	Q2	Q2
0.4	#7CAE00	#7CAE00	0.49873382760501	0.855381588808201	Q2	Q2
0.4	#7CAE00	#7CAE00	0.202781923826276	0.630936971797896	Q2	Q2
0.4	#7CAE00	#7CAE00	0.28729179407239	0.576737565321806	Q2	Q2
0.4	#7CAE00	#7CAE00	0.32269773084406	0.587094726038602	Q2	Q2
0.4	#7CAE00	#7CAE00	0.274201352805526	0.688279465984852	Q2	Q2
0.4	#7CAE00	#7CAE00	0.35023455626255	0.692265681520238	Q2	Q2
0.4	#7CAE00	#7CAE00	0.349164372764378	0.575161211333371	Q2	Q2
0.4	#7CAE00	#7CAE00	0.207524610551077	0.595779784956413	Q2	Q2
0.4	#7CAE00	#7CAE00	0.501325147168925	0.71101021248039	Q2	Q2
0.4	#7CAE00	#7CAE00	0.427591803329221	0.566751259465369	Q2	Q2
0.4	#7CAE00	#7CAE00	0.119585086653684	0.565139176890399	Q2	Q2
0.4	#7CAE00	#7CAE00	0.220747031527354	0.592108552640394	Q2	Q2
0.4	#7CAE00	#7CAE00	0.344185521704456	0.673987574058956	Q2	Q2
0.4	#7CAE00	#7CAE00	0.271161960804412	0.666248595474759	Q2	Q2
0.4	#7CAE00	#7CAE00	0.369241122588812	0.691646862535582	Q2	Q2
0.4	#7CAE00	#7CAE00	0.458558812004845	0.797392811642705	Q2	Q2
0.4	#7CAE00	#7CAE00	0.448629464048218	0.862609419321657	Q2	Q2
0.4	#7CAE00	#7CAE00	0.276225511056749	0.551524390861067	Q2	Q2
0.4	#7CAE00	#7CAE00	0.438684973351284	0.685778426851405	Q2	Q2
0.4	#7CAE00	#7CAE00	0.448331261428985	0.551582506478767	Q2	Q2
0.4	#7CAE00	#7CAE00	0.428460727967475	0.526642607986219	Q2	Q2
0.4	#7CAE00	#7CAE00	0.243308704734841	0.539953113781919	Q2	Q2
0.4	#7CAE00	#7CAE00	0.403744255199645	0.723421144031704	Q2	Q2
0.4	#7CAE00	#7CAE00	0.497583573458339	0.570833139442679	Q2	Q2
0.4	#7CAE00	#7CAE00	0.390222024411395	0.674225613381226	Q2	Q2
0.4	#7CAE00	#7CAE00	0.480392152160905	0.572353090494922	Q2	Q2
0.4	#7CAE00	#7CAE00	0.375815450357762	0.549346180757293	Q2	Q2
0.4	#7CAE00	#7CAE00	0.432814123438165	0.581758185031514	Q2	Q2
0.4	#7CAE00	#7CAE00	0.32489670063907	0.691465536151658	Q2	Q2
0.4	#7CAE00	#7CAE00	0.348105229980796	0.6467484822774	Q2	Q2
0.4	#7CAE00	#7CAE00	0.346376068717558	0.594157659508823	Q2	Q2
0.4	#7CAE00	#7CAE00	0.484408597690537	0.693681122124557	Q2	Q2
0.4	#7CAE00	#7CAE00	0.49204168923798	0.597313470707252	Q2	Q2
0.4	#7CAE00	#7CAE00	0.342680340416435	0.559526438237479	Q2	Q2
0.4	#7CAE00	#7CAE00	0.494455862636362	0.522226123812213	Q2	Q2
0.4	#7CAE00	#7CAE00	0.341737688482871	0.720533107574587	Q2	Q2
0.4	#7CAE00	#7CAE00	0.246984984620716	0.887213636042005	Q2	Q2
0.4	#7CAE00	#7CAE00	0.326322879975817	0.593800401096954	Q2	Q2
0.4	#7CAE00	#7CAE00	0.227113320418582	0.625263233020771	Q2	Q2
0.4	#7CAE00	#7CAE00	0.417102215229482	0.691460884731418	Q2	Q2
0.4	#7CAE00	#7CAE00	0.136002766339032	0.525061936988223	Q2	Q2
0.4	#7CAE00	#7CAE00	0.132079133084065	0.653971208063663	Q2	Q2
0.4	#7CAE00	#7CAE00	0.48180200754107	0.676821789557255	Q2	Q2
0.4	#7CAE00	#7CAE00	0.413139881878935	0.763350085071894	Q2	Q2
0.4	#7CAE00	#7CAE00	0.178490085352866	0.731583763372535	Q2	Q2
0.4	#7CAE00	#7CAE00	0.291693677699587	0.574078354376464	Q2	Q2
0.4	#7CAE00	#7CAE00	0.245966731257436	0.577448149722634	Q2	Q2
0.4	#7CAE00	#7CAE00	0.423359464813055	0.571689029268838	Q2	Q2
0.4	#7CAE00	#7CAE00	0.3969871775295	0.568128438926096	Q2	Q2
0.4	#7CAE00	#7CAE00	0.212000335117873	0.883236205753796	Q2	Q2
0.4	#7CAE00	#7CAE00	0.237246581354248	0.604063116109457	Q2	Q2
0.4	#7CAE00	#7CAE00	0.441688526051362	0.793080146770039	Q2	Q2
0.4	#7CAE00	#7CAE00	0.345308879282589	0.522992581448818	Q2	Q2
0.4	#7CAE00	#7CAE00	0.308440256425684	0.762859964686769	Q2	Q2
0.4	#7CAE00	#7CAE00	0.377406229808304	0.670350415679409	Q2	Q2
0.4	#7CAE00	#7CAE00	0.397191756136898	0.636044412346307	Q2	Q2
0.4	#7CAE00	#7CAE00	0.468336679919277	0.679301403369787	Q2	Q2
0.4	#7CAE00	#7CAE00	0.183172434216897	0.586638873309906	Q2	Q2
0.4	#7CAE00	#7CAE00	0.351172548828739	0.945031991471827	Q2	Q2
0.4	#7CAE00	#7CAE00	0.326918564532048	0.756612989318946	Q2	Q2
0.4	#7CAE00	#7CAE00	0.391940834641774	0.53195343043312	Q2	Q2
0.4	#7CAE00	#7CAE00	0.405667381346277	0.595374308204236	Q2	Q2
0.4	#7CAE00	#7CAE00	0.454903092107132	0.867147137078613	Q2	Q2
0.4	#7CAE00	#7CAE00	0.430520096516106	0.590626671859667	Q2	Q2
0.4	#7CAE00	#7CAE00	0.446721816261291	0.736002542866338	Q2	Q2
0.4	#7CAE00	#7CAE00	0.375608226244824	0.753077088374265	Q2	Q2
0.4	#7CAE00	#7CAE00	0.435325874303577	0.608207486346869	Q2	Q2
0.4	#7CAE00	#7CAE00	0.313547600005309	0.591004068934862	Q2	Q2
