alpha	colour	fill	x	y
0.1	#F8766D	#F8766D	0.546718549903562	0.631172082867406
0.1	#F8766D	#F8766D	0.703547688376417	0.525790526406518
0.1	#F8766D	#F8766D	0.526789086732798	0.584549938756503
0.1	#F8766D	#F8766D	0.677862899734519	0.588722502729783
0.1	#F8766D	#F8766D	0.630168168412537	0.65615248943035
0.1	#F8766D	#F8766D	0.608111592256183	0.539433816892539
0.1	#F8766D	#F8766D	0.625496278826616	0.567773669679803
0.1	#F8766D	#F8766D	0.746096445764082	0.529499010694599
0.1	#F8766D	#F8766D	0.618255337321856	0.673427816972275
0.1	#F8766D	#F8766D	0.749913749548522	0.558936475107445
0.1	#F8766D	#F8766D	0.575153634750912	0.644538485541147
0.1	#F8766D	#F8766D	0.592605511914849	0.527954211261706
0.1	#F8766D	#F8766D	0.522372969551134	0.567458586038872
0.1	#F8766D	#F8766D	0.513674480102646	0.729063562256321
0.1	#F8766D	#F8766D	0.583339627886547	0.637887409796042
0.1	#F8766D	#F8766D	0.772114554659191	0.532004058531251
0.1	#F8766D	#F8766D	0.668836920091909	0.534357600328469
0.1	#F8766D	#F8766D	0.675538759733512	0.640494417419716
0.1	#F8766D	#F8766D	0.565087606482427	0.622113685462682
0.1	#F8766D	#F8766D	0.765087777112947	0.644431927733261
0.1	#F8766D	#F8766D	0.64522233647588	0.693111180859884
0.1	#F8766D	#F8766D	0.53120621622079	0.626865322002562
0.1	#F8766D	#F8766D	0.61650409186341	0.552976132152472
0.1	#F8766D	#F8766D	0.548770612613965	0.531294873821575
0.1	#F8766D	#F8766D	0.744164720411859	0.640844075490885
0.1	#F8766D	#F8766D	0.561655170581482	0.573451489132521
0.1	#F8766D	#F8766D	0.604012082380131	0.755688466098538
0.1	#F8766D	#F8766D	0.609639091730269	0.895013347078924
0.1	#F8766D	#F8766D	0.624391152603886	0.594561378960674
0.1	#F8766D	#F8766D	0.663583186123814	0.583294481040719
0.1	#F8766D	#F8766D	0.710673759967121	0.635652628328224
0.1	#F8766D	#F8766D	0.550252238219157	0.573636594125458
0.1	#F8766D	#F8766D	0.516905901484044	0.745188607472908
0.1	#F8766D	#F8766D	0.527672375348829	0.783017599368083
0.1	#F8766D	#F8766D	0.67951437034556	0.528483366746059
0.1	#F8766D	#F8766D	0.513342231046519	0.736845722657311
0.1	#F8766D	#F8766D	0.679060056442254	0.520759759620425
0.1	#F8766D	#F8766D	0.514894288843885	0.622199819857195
0.1	#F8766D	#F8766D	0.546900065272332	0.581201652754459
0.1	#F8766D	#F8766D	0.750648759811399	0.527129957036497
0.1	#F8766D	#F8766D	0.554033824407065	0.613051759222156
0.1	#F8766D	#F8766D	0.519314062757104	0.661137613628905
0.1	#F8766D	#F8766D	0.535786928047341	0.638224393261758
0.1	#F8766D	#F8766D	0.526673831596668	0.626078444270268
0.1	#F8766D	#F8766D	0.655111158368408	0.735417989004178
0.1	#F8766D	#F8766D	0.754024113014367	0.792782597956682
0.1	#F8766D	#F8766D	0.592817161328846	0.909747159604427
0.1	#F8766D	#F8766D	0.592325441305796	0.798413811716369
0.1	#F8766D	#F8766D	0.696538513611106	0.577194408666356
0.1	#F8766D	#F8766D	0.628742158043466	0.580947920722687
0.1	#F8766D	#F8766D	0.576265326165578	0.786957807439481
0.1	#F8766D	#F8766D	0.544191760185086	0.537688990353285
0.1	#F8766D	#F8766D	0.59648357826156	0.539090709091832
0.1	#F8766D	#F8766D	0.576547161622587	0.58664412907224
0.1	#F8766D	#F8766D	0.584026365732926	0.679992874436866
0.1	#F8766D	#F8766D	0.668465470045171	0.606084552267499
0.1	#F8766D	#F8766D	0.718558273295189	0.617276584564304
0.1	#F8766D	#F8766D	0.55728728847721	0.616348648202699
0.4	#7CAE00	#7CAE00	0.492732385868788	0.640208744739971
0.4	#7CAE00	#7CAE00	0.442728923890825	0.590792227586224
0.4	#7CAE00	#7CAE00	0.293147080002186	0.766845102389569
0.4	#7CAE00	#7CAE00	0.478844388912542	0.650614141857499
0.4	#7CAE00	#7CAE00	0.371882562381235	0.661954174536754
0.4	#7CAE00	#7CAE00	0.471263640915662	0.592890668922295
0.4	#7CAE00	#7CAE00	0.421126250810915	0.70723838900749
0.4	#7CAE00	#7CAE00	0.49763287139684	0.606801122126022
0.4	#7CAE00	#7CAE00	0.404507716386959	0.763064024678473
0.4	#7CAE00	#7CAE00	0.497957470811012	0.649603240015907
0.4	#7CAE00	#7CAE00	0.440260756486988	0.712251507491744
0.4	#7CAE00	#7CAE00	0.377561011361494	0.526601801056619
0.4	#7CAE00	#7CAE00	0.479568553977628	0.57357421264945
0.4	#7CAE00	#7CAE00	0.397880014992642	0.882915916355588
0.4	#7CAE00	#7CAE00	0.417301418551947	0.619537125045604
0.4	#7CAE00	#7CAE00	0.470179726019017	0.578493070114484
0.4	#7CAE00	#7CAE00	0.398758145770965	0.565763735242211
0.4	#7CAE00	#7CAE00	0.085607181042499	0.784390865487285
0.4	#7CAE00	#7CAE00	0.394084950084828	0.799684015893805
0.4	#7CAE00	#7CAE00	0.373786207106034	0.638018841467902
0.4	#7CAE00	#7CAE00	0.441185739801414	0.585872258917025
0.4	#7CAE00	#7CAE00	0.351128408444203	0.751701022809317
0.4	#7CAE00	#7CAE00	0.288001439713582	0.675631080015803
0.4	#7CAE00	#7CAE00	0.467853064135089	0.711097894177259
0.4	#7CAE00	#7CAE00	0.281028969302929	0.571077472984151
0.4	#7CAE00	#7CAE00	0.480074843756524	0.795555109926771
0.4	#7CAE00	#7CAE00	0.27224475117532	0.817207727296941
0.4	#7CAE00	#7CAE00	0.427412938423703	0.616419872485641
0.4	#7CAE00	#7CAE00	0.377210316849817	0.697783729903429
0.4	#7CAE00	#7CAE00	0.468461743657699	0.740594414075726
0.4	#7CAE00	#7CAE00	0.502612393463638	0.622425873520554
0.4	#7CAE00	#7CAE00	0.234177678094611	0.613286956434657
0.4	#7CAE00	#7CAE00	0.347069701844326	0.587046193110379
0.4	#7CAE00	#7CAE00	0.470207093896067	0.664569297121715
0.4	#7CAE00	#7CAE00	0.462776095001279	0.597519122451211
0.4	#7CAE00	#7CAE00	0.334814926141704	0.54677652118702
0.4	#7CAE00	#7CAE00	0.309872996569918	0.624829845279035
0.4	#7CAE00	#7CAE00	0.441286334390589	0.612400090930749
0.4	#7CAE00	#7CAE00	0.472803948094339	0.661310766256274
0.4	#7CAE00	#7CAE00	0.426153007353084	0.559057891007095
0.4	#7CAE00	#7CAE00	0.42259728438111	0.742684659140751
0.4	#7CAE00	#7CAE00	0.38661870200163	0.593519871630416
0.4	#7CAE00	#7CAE00	0.357802242979844	0.720781716203466
0.4	#7CAE00	#7CAE00	0.353290823358451	0.734238649568564
0.4	#7CAE00	#7CAE00	0.461337148552942	0.570158942981844
0.4	#7CAE00	#7CAE00	0.242289202579124	0.545939085724437
0.4	#7CAE00	#7CAE00	0.356311994758759	0.577969895338254
0.4	#7CAE00	#7CAE00	0.479357800612157	0.547394714693301
0.4	#7CAE00	#7CAE00	0.294820476971478	0.713095663163417
0.4	#7CAE00	#7CAE00	0.407989614346309	0.655098881689112
0.4	#7CAE00	#7CAE00	0.451929465094888	0.542891009677695
0.4	#7CAE00	#7CAE00	0.398425415461709	0.522177136416794
0.4	#7CAE00	#7CAE00	0.217773653326188	0.613813450516846
0.4	#7CAE00	#7CAE00	0.240729441993547	0.70237662475961
0.4	#7CAE00	#7CAE00	0.217027502334255	0.76486757242257
0.4	#7CAE00	#7CAE00	0.343266506283419	0.655038287945729
0.4	#7CAE00	#7CAE00	0.469365889395469	0.563720359289807
0.4	#7CAE00	#7CAE00	0.443574400991415	0.526294932464553
0.4	#7CAE00	#7CAE00	0.447549036966335	0.631491520717581
0.4	#7CAE00	#7CAE00	0.397043396568194	0.800286464698367
0.4	#7CAE00	#7CAE00	0.345507763683582	0.898349418435844
0.4	#7CAE00	#7CAE00	0.203397917035294	0.582527465746488
0.4	#7CAE00	#7CAE00	0.442211302440696	0.70978223837302
0.4	#7CAE00	#7CAE00	0.352728449244071	0.704750201590747
0.4	#7CAE00	#7CAE00	0.491265319059291	0.876201830271275
0.4	#7CAE00	#7CAE00	0.472768878711468	0.629542653775051
0.4	#7CAE00	#7CAE00	0.507319633300659	0.531033824730055
0.4	#7CAE00	#7CAE00	0.30958259496177	0.689863327564797
0.4	#7CAE00	#7CAE00	0.501233558325073	0.542512841162809
0.4	#7CAE00	#7CAE00	0.474606408952792	0.563015349785632
0.4	#7CAE00	#7CAE00	0.33417249127597	0.622421295528762
0.4	#7CAE00	#7CAE00	0.322408635217449	0.532671128465294
0.4	#7CAE00	#7CAE00	0.357902749455661	0.638282616511857
0.4	#7CAE00	#7CAE00	0.331085907817206	0.61553643485648
0.4	#7CAE00	#7CAE00	0.427716365064021	0.673819104188161
0.4	#7CAE00	#7CAE00	0.371288415088553	0.827161802377339
0.4	#7CAE00	#7CAE00	0.136615025641363	0.725916651827777
0.4	#7CAE00	#7CAE00	0.467078040608541	0.542772954912093
0.4	#7CAE00	#7CAE00	0.396718983648318	0.619198643524045
0.4	#7CAE00	#7CAE00	0.45440826205591	0.675765145318725
0.4	#7CAE00	#7CAE00	0.432870346719141	0.789734708338494
0.4	#7CAE00	#7CAE00	0.386864666609171	0.621133843186559
0.4	#7CAE00	#7CAE00	0.477973528485792	0.558643611698897
0.4	#7CAE00	#7CAE00	0.438084535732801	0.579524289745464
0.4	#7CAE00	#7CAE00	0.501578228232484	0.71037262494369
0.4	#7CAE00	#7CAE00	0.35550115146507	0.646433297480945
0.4	#7CAE00	#7CAE00	0.431518605781879	0.523125995466394
0.4	#7CAE00	#7CAE00	0.387700425471976	0.784386508191406
0.4	#7CAE00	#7CAE00	0.431833825688882	0.553028310329305
0.4	#7CAE00	#7CAE00	0.386719337636464	0.850083861378288
0.4	#7CAE00	#7CAE00	0.445875997925387	0.532013182508255
0.4	#7CAE00	#7CAE00	0.412121666092331	0.544207096915809
0.4	#7CAE00	#7CAE00	0.333159833426121	0.664696716447788
0.4	#7CAE00	#7CAE00	0.348052040320212	0.572077755540568
0.4	#7CAE00	#7CAE00	0.476496389886066	0.688592325763456
0.4	#7CAE00	#7CAE00	0.507853722714	0.61847290226964
0.4	#7CAE00	#7CAE00	0.240392555348615	0.577599070130026
0.4	#7CAE00	#7CAE00	0.322465011408603	0.675178468098653
0.4	#7CAE00	#7CAE00	0.404702767883592	0.595214875722057
0.4	#7CAE00	#7CAE00	0.274435816674942	0.541335314294653
0.4	#7CAE00	#7CAE00	0.398626754940392	0.609850609497101
0.4	#7CAE00	#7CAE00	0.338824139087194	0.546081683025648
0.4	#7CAE00	#7CAE00	0.491290582036202	0.531917405108534
0.4	#7CAE00	#7CAE00	0.28469892049185	0.761842543924469
0.4	#7CAE00	#7CAE00	0.349345241548811	0.559857901710275
0.4	#7CAE00	#7CAE00	0.50431974735202	0.635336617854055
0.4	#7CAE00	#7CAE00	0.415147338568511	0.544757512927875
0.4	#7CAE00	#7CAE00	0.43951569011299	0.551334290986984
0.4	#7CAE00	#7CAE00	0.496148069430931	0.677111286240166
0.4	#7CAE00	#7CAE00	0.418579729254883	0.57418139881358
0.4	#7CAE00	#7CAE00	0.317436445085542	0.59340338712873
0.4	#7CAE00	#7CAE00	0.37681171252453	0.747870889936674
0.4	#7CAE00	#7CAE00	0.418784670549146	0.792885607820422
0.4	#7CAE00	#7CAE00	0.440145222217531	0.537218790266584
0.4	#7CAE00	#7CAE00	0.399807005207604	0.527440834355415
0.4	#7CAE00	#7CAE00	0.448501183807758	0.710208397419518
0.4	#7CAE00	#7CAE00	0.385803799795363	0.721652330715374
0.4	#7CAE00	#7CAE00	0.442976798556732	0.61357603406007
0.4	#7CAE00	#7CAE00	0.372834636147302	0.562015399831667
0.4	#7CAE00	#7CAE00	0.419632530509593	0.550408099104823
0.4	#7CAE00	#7CAE00	0.495890755905484	0.60436112606674
0.4	#7CAE00	#7CAE00	0.441645743722874	0.55085581022337
0.4	#7CAE00	#7CAE00	0.385754933996768	0.745000908091363
0.4	#7CAE00	#7CAE00	0.444622521138535	0.535605781704605
0.4	#7CAE00	#7CAE00	0.440097400932606	0.565602478718864
0.4	#7CAE00	#7CAE00	0.450552002736248	0.587815161037997
0.4	#7CAE00	#7CAE00	0.418864419961295	0.613177804065739
0.4	#7CAE00	#7CAE00	0.395932767781972	0.566540301309691
0.4	#7CAE00	#7CAE00	0.490907076584143	0.803930657690808
0.4	#7CAE00	#7CAE00	0.48378948732142	0.736343368055617
0.4	#7CAE00	#7CAE00	0.361884166887643	0.655357139174328
0.4	#7CAE00	#7CAE00	0.245614549499547	0.629828387260472
0.4	#7CAE00	#7CAE00	0.302310176612745	0.595637630136662
0.4	#7CAE00	#7CAE00	0.367192566363571	0.796604357299878
0.4	#7CAE00	#7CAE00	0.355145347208463	0.624046896214067
0.4	#7CAE00	#7CAE00	0.488295700679947	0.570499472723084
0.4	#7CAE00	#7CAE00	0.417969189595131	0.784847741778032
0.4	#7CAE00	#7CAE00	0.343694904236997	0.607837338760717
0.4	#7CAE00	#7CAE00	0.28371916292949	0.746074176577253
0.4	#7CAE00	#7CAE00	0.341034596295924	0.730361218862454
0.4	#7CAE00	#7CAE00	0.366491286782108	0.57289851267799
0.4	#7CAE00	#7CAE00	0.326849316791999	0.529599571341054
0.4	#7CAE00	#7CAE00	0.38297169606033	0.535022871045211
0.4	#7CAE00	#7CAE00	0.461399813615587	0.688703928658909
0.4	#7CAE00	#7CAE00	0.489008634791494	0.632795592873093
0.4	#7CAE00	#7CAE00	0.476109559825585	0.597427696410394
0.4	#7CAE00	#7CAE00	0.348720506172825	0.738842506595844
0.4	#7CAE00	#7CAE00	0.416098102611637	0.752302865858948
0.4	#7CAE00	#7CAE00	0.502045423042679	0.598999954114476
0.4	#7CAE00	#7CAE00	0.307251538956562	0.542969086766165
0.4	#7CAE00	#7CAE00	0.423170619883689	0.600371598982428
0.4	#7CAE00	#7CAE00	0.477975217982272	0.568646990235866
0.4	#7CAE00	#7CAE00	0.421492068249133	0.554693657840251
0.4	#7CAE00	#7CAE00	0.26092251615736	0.625227426297026
0.4	#7CAE00	#7CAE00	0.383755566471377	0.624552426246544
0.4	#7CAE00	#7CAE00	0.347809710757485	0.587591442732258
0.4	#7CAE00	#7CAE00	0.363315494778147	0.600674144549389
0.4	#7CAE00	#7CAE00	0.260946197679037	0.620486246161898
0.4	#7CAE00	#7CAE00	0.320572355067563	0.593121268986164
0.4	#7CAE00	#7CAE00	0.477224680226996	0.574422888488451
0.4	#7CAE00	#7CAE00	0.456107986005401	0.672671607102239
0.4	#7CAE00	#7CAE00	0.439155355295864	0.733332540987211
0.4	#7CAE00	#7CAE00	0.408600493822837	0.688883971729763
0.4	#7CAE00	#7CAE00	0.281148408604775	0.665436003649547
0.4	#7CAE00	#7CAE00	0.32064448792002	0.679133403146223
0.4	#7CAE00	#7CAE00	0.423690599859743	0.769902942404634
0.4	#7CAE00	#7CAE00	0.269944928976877	0.581689129521241
0.4	#7CAE00	#7CAE00	0.404951125501381	0.546402919803248
0.4	#7CAE00	#7CAE00	0.494822541035909	0.54353657277636
0.4	#7CAE00	#7CAE00	0.496685405257101	0.660299315306377
0.4	#7CAE00	#7CAE00	0.221973819244367	0.519958977489412
0.4	#7CAE00	#7CAE00	0.419159118478056	0.604197219845185
0.4	#7CAE00	#7CAE00	0.434137815544765	0.527918632730784
0.4	#7CAE00	#7CAE00	0.497351910147447	0.623236271630425
0.4	#7CAE00	#7CAE00	0.298835851067946	0.619554177274684
0.4	#7CAE00	#7CAE00	0.463993975583316	0.929875681275452
0.4	#7CAE00	#7CAE00	0.438838343415968	0.727734393123632
0.4	#7CAE00	#7CAE00	0.462900983548948	0.834473634460896
0.4	#7CAE00	#7CAE00	0.28232311556175	0.554903934578428
0.4	#7CAE00	#7CAE00	0.33421671354973	0.568042224860473
0.4	#7CAE00	#7CAE00	0.468573501233456	0.807574615148668
0.4	#7CAE00	#7CAE00	0.490817493659914	0.560666645226118
0.4	#7CAE00	#7CAE00	0.475267220257516	0.54475466369056
0.4	#7CAE00	#7CAE00	0.238600310111922	0.52885652417845
0.4	#7CAE00	#7CAE00	0.503695253675016	0.543492557077372
0.4	#7CAE00	#7CAE00	0.440904522865977	0.630405720268726
0.4	#7CAE00	#7CAE00	0.350730748863804	0.611260445770815
0.4	#7CAE00	#7CAE00	0.306518710822852	0.787332485546761
0.4	#7CAE00	#7CAE00	0.47109520928952	0.558914687529192
0.4	#7CAE00	#7CAE00	0.144040494239962	0.543187510309555
