colour	fill	size	x	y	clickSelects
#F8766D	#F8766D	2.09	0.56042609259393	0.45373738012512	Q1
#F8766D	#F8766D	1.9	0.482416823758163	0.4957186206483	Q1
#F8766D	#F8766D	3.07	0.59901945896648	0.58944241180475	Q1
#F8766D	#F8766D	1.16	0.430686059290864	0.423802540829713	Q1
#F8766D	#F8766D	2.68	0.624239191019752	0.498654431193015	Q1
#F8766D	#F8766D	1.89	0.42603093580739	0.509650225105928	Q1
#F8766D	#F8766D	1.57	0.485213077236739	0.443329961741733	Q1
#F8766D	#F8766D	2.48	0.490771047768239	0.564352870205096	Q1
#F8766D	#F8766D	3.05	0.6668648651585	0.523126597917434	Q1
#F8766D	#F8766D	2.33	0.531820126443256	0.526112710608039	Q1
#F8766D	#F8766D	2.12	0.550865943970054	0.475891556265822	Q1
#F8766D	#F8766D	1.5	0.478383787309901	0.436782006908001	Q1
#F8766D	#F8766D	2.03	0.473085777693909	0.515460908067502	Q1
#F8766D	#F8766D	3.23	0.485112023795415	0.654016155136507	Q1
#F8766D	#F8766D	4.29	0.806738593091794	0.605276592987675	Q1
#F8766D	#F8766D	2.66	0.578950060141483	0.542916547591295	Q1
#F8766D	#F8766D	1.62	0.505817192649479	0.41356810917497	Q1
#F8766D	#F8766D	2.67	0.460008666841379	0.594274005188435	Q1
#F8766D	#F8766D	2	0.46958558691607	0.514015248267042	Q1
#F8766D	#F8766D	2.49	0.58622830884958	0.50718796151778	Q1
#F8766D	#F8766D	2.2	0.532469933057309	0.506852903404354	Q1
#F8766D	#F8766D	2.26	0.58088474846347	0.461421329472331	Q1
#F8766D	#F8766D	2.43	0.601733366611996	0.470526297901015	Q1
#F8766D	#F8766D	2.16	0.443616115075263	0.538174415587376	Q1
#F8766D	#F8766D	2.23	0.495101095830756	0.532496730510223	Q1
#F8766D	#F8766D	1.44	0.473825507325398	0.428967675466286	Q1
#F8766D	#F8766D	1.62	0.502139914432094	0.426674739535265	Q1
#F8766D	#F8766D	2.23	0.585671831443018	0.438572383877222	Q1
#F8766D	#F8766D	3.07	0.678675390803312	0.508608454997781	Q1
#F8766D	#F8766D	1.57	0.418454896343595	0.473516417547109	Q1
#F8766D	#F8766D	2.13	0.436183088274376	0.535849452633395	Q1
#F8766D	#F8766D	1.3	0.419751785815325	0.442723445137884	Q1
#F8766D	#F8766D	2.79	0.661233076426785	0.45512617826182	Q1
#F8766D	#F8766D	3.75	0.61316897753632	0.674476304873337	Q1
#F8766D	#F8766D	1.64	0.502683229506151	0.434150526133827	Q1
#F8766D	#F8766D	3.11	0.685909366868775	0.506345628381369	Q1
#F8766D	#F8766D	1.87	0.43225336638808	0.506467868694969	Q1
#F8766D	#F8766D	1.88	0.463964209302452	0.501226919172274	Q1
#F8766D	#F8766D	1.68	0.513009605869864	0.420011702041785	Q1
#F8766D	#F8766D	2.18	0.538414702496976	0.498868754178461	Q1
#F8766D	#F8766D	1.39	0.452723322070192	0.442557914863158	Q1
#F8766D	#F8766D	3.15	0.634798676692404	0.575330113343252	Q1
#F8766D	#F8766D	2.3	0.491766977849427	0.542430009553759	Q1
#F8766D	#F8766D	2.88	0.568758304212061	0.581624709130587	Q1
#F8766D	#F8766D	2.32	0.581417927577561	0.476411717125166	Q1
#F8766D	#F8766D	2.91	0.547137512473363	0.596965342875836	Q1
#F8766D	#F8766D	1.46	0.44493571360414	0.456169897262316	Q1
#F8766D	#F8766D	1.84	0.528449267824949	0.440973907270079	Q1
#F8766D	#F8766D	1.62	0.474654140869668	0.461352982881688	Q1
#F8766D	#F8766D	1.85	0.537767907209582	0.409803599112539	Q1
#F8766D	#F8766D	1.4	0.462807565701065	0.436345779307344	Q1
#F8766D	#F8766D	1.22	0.451042864824134	0.406118274034342	Q1
#F8766D	#F8766D	1.8	0.480864178464335	0.482625693430686	Q1
#F8766D	#F8766D	3.2	0.574150221133805	0.622256222531253	Q1
#F8766D	#F8766D	1.85	0.486361290192951	0.486776332352654	Q1
#F8766D	#F8766D	1.53	0.477378799482245	0.44483985912043	Q1
#F8766D	#F8766D	1.32	0.447064397335215	0.436017614021982	Q1
#F8766D	#F8766D	1.66	0.467271783632723	0.471833821935849	Q1
#F8766D	#F8766D	1.66	0.469136193930212	0.470977769331718	Q1
#F8766D	#F8766D	2.08	0.448959076889669	0.528208657387943	Q1
#F8766D	#F8766D	2.9	0.677392877111925	0.452293443322008	Q1
#F8766D	#F8766D	1.62	0.460706099039728	0.468864749164991	Q1
#F8766D	#F8766D	3.18	0.651402416256653	0.56498092126902	Q1
#F8766D	#F8766D	1.67	0.512875102962876	0.415890057528554	Q1
#F8766D	#F8766D	1.59	0.475297633584811	0.455731483239747	Q1
#F8766D	#F8766D	2.39	0.506277933892828	0.548037658228195	Q1
