colour	fill	size	x	y
#F8766D	#F8766D	2.37	0.68860936468075	0.601225926938277
#F8766D	#F8766D	1.84	0.638296547264081	0.554672314474975
#F8766D	#F8766D	1.81	0.605661242211563	0.601383416797532
#F8766D	#F8766D	2.79	0.610219335933029	0.7125435069028
#F8766D	#F8766D	3.25	0.612921809256271	0.761071507762978
#F8766D	#F8766D	4.09	0.870915005326199	0.693265005173722
#F8766D	#F8766D	3.94	0.89942924475132	0.563633592328527
#F8766D	#F8766D	2.74	0.624434428922094	0.702668201822227
#F8766D	#F8766D	2.49	0.718609127056722	0.563369130757133
#F8766D	#F8766D	4.04	0.857279950376914	0.702346908155583
#F8766D	#F8766D	3.02	0.556927583249536	0.746731150421668
#F8766D	#F8766D	1.97	0.655236805520104	0.545646192068144
#F8766D	#F8766D	3.84	0.595783631032213	0.825010906113023
#F8766D	#F8766D	2.64	0.696546813102147	0.643699505341837
#F8766D	#F8766D	3.04	0.549936168536957	0.7486859360306
#F8766D	#F8766D	3.54	0.638009411827989	0.784436422882415
#F8766D	#F8766D	2.79	0.721660984567013	0.639865072788062
#F8766D	#F8766D	1.31	0.55434508354471	0.569747992716418
#F8766D	#F8766D	1.8	0.588177232529022	0.611652642000238
#F8766D	#F8766D	3.25	0.56501450619322	0.769086180031055
#F8766D	#F8766D	3.77	0.579292058731489	0.82018001304531
#F8766D	#F8766D	2.13	0.531128473101108	0.658613135400745
#F8766D	#F8766D	1.87	0.568754152983234	0.627224196719863
#F8766D	#F8766D	2.19	0.67442815267716	0.581378006185742
#F8766D	#F8766D	3.28	0.742413473241244	0.698853550745888
#F8766D	#F8766D	1.73	0.587892763727233	0.603014309887087
#F8766D	#F8766D	2.02	0.610055571935602	0.625081084781103
#F8766D	#F8766D	2.98	0.65673847054421	0.71647848775145
#F8766D	#F8766D	3.1	0.650809142447258	0.732227129943434
#F8766D	#F8766D	1.94	0.588242405898338	0.626961641759901
#F8766D	#F8766D	4.35	0.941250768860696	0.616351326332511
#F8766D	#F8766D	2.92	0.749292737078646	0.626991026649073
#F8766D	#F8766D	2.08	0.652294885788397	0.595042382161281
#F8766D	#F8766D	2.3	0.675633341495289	0.607432537211966
#F8766D	#F8766D	1.98	0.595626292972461	0.628771292633722
#F8766D	#F8766D	3.4	0.756585730454699	0.704457031142377
#F8766D	#F8766D	1.49	0.575105699941942	0.580553502242809
#F8766D	#F8766D	3.17	0.803588815744816	0.564016281000064
#F8766D	#F8766D	2.11	0.606459374433648	0.638829983730963
#F8766D	#F8766D	2.19	0.6798519235709	0.566792097755204
#F8766D	#F8766D	2.31	0.681848890132191	0.599033328026538
#F8766D	#F8766D	3.07	0.700090067740504	0.70297414432026
#F8766D	#F8766D	1.21	0.543797235579726	0.563424731897115
#F8766D	#F8766D	3.56	0.853124405054532	0.548546326145021
#F8766D	#F8766D	1.72	0.563827826547721	0.612364630416
#F8766D	#F8766D	3.52	0.847741932044957	0.549888636902368
#F8766D	#F8766D	3.05	0.687849451297066	0.707255975149808
#F8766D	#F8766D	3.18	0.551392546842006	0.76256432046731
#F8766D	#F8766D	2.26	0.641608266291692	0.635402496503804
#F8766D	#F8766D	2.75	0.746412458306134	0.583038903863968
#F8766D	#F8766D	2.01	0.658589777492074	0.557743020840643
#F8766D	#F8766D	4.93	0.730343058199486	0.905336899583634
#F8766D	#F8766D	3.9	0.866002796389193	0.657967341243678
#F8766D	#F8766D	1.1	0.546703412763214	0.545291323404312
#F8766D	#F8766D	2.67	0.67311635834705	0.668621847864556
#F8766D	#F8766D	3.24	0.810556350106933	0.573075042127608
#F8766D	#F8766D	2.71	0.698657929378777	0.652169397951202
#F8766D	#F8766D	1.7	0.601227246768042	0.588139260431289
#F8766D	#F8766D	2.01	0.543070713753504	0.646104526089402
#F8766D	#F8766D	1.54	0.551294750623385	0.59647566647953
#F8766D	#F8766D	3.37	0.828494757164869	0.568818972407564
#F8766D	#F8766D	2.48	0.703841475399367	0.601121067247151
#F8766D	#F8766D	3.68	0.723355354545015	0.765397651570419
#F8766D	#F8766D	2.64	0.738571381152872	0.547660911406795
#F8766D	#F8766D	1.9	0.634343066367756	0.582709325692322
#F8766D	#F8766D	2.93	0.774631038759907	0.544511429892564
#F8766D	#F8766D	3.13	0.552583133257638	0.757538960416605
#F8766D	#F8766D	4.06	0.606887762932527	0.845851663317894
#F8766D	#F8766D	1.89	0.609103604141159	0.608942527358055
#F8766D	#F8766D	2.78	0.551253792442342	0.722297060256521
#F8766D	#F8766D	3.23	0.729786428848099	0.701722647054291
#F8766D	#F8766D	3.01	0.771073122145372	0.608308935329272
#F8766D	#F8766D	2.23	0.553911015218097	0.667395686474438
#F8766D	#F8766D	1.76	0.54269602376848	0.620380411291
#F8766D	#F8766D	1.67	0.617623942246462	0.542159273104258
#F8766D	#F8766D	1.4	0.583829427600175	0.549234051168796
#F8766D	#F8766D	3.34	0.825681204804506	0.548209326557456
#F8766D	#F8766D	4.32	0.817976695834004	0.785103707521412
#F8766D	#F8766D	2.39	0.539136866365256	0.683749349538565
#F8766D	#F8766D	2.44	0.617355003789386	0.671395761761076
#F8766D	#F8766D	1.19	0.54209027823765	0.562045512306687
#F8766D	#F8766D	2.86	0.689092920233978	0.682842422861724
#F8766D	#F8766D	2.41	0.599428408383082	0.674996094431711
#F8766D	#F8766D	1.67	0.538393479148227	0.611410568753233
#F8766D	#F8766D	2.15	0.617099853350828	0.638072506798867
#F8766D	#F8766D	2.72	0.735657683651907	0.603137111277276
#F8766D	#F8766D	2.19	0.536243292818466	0.664383590745635
#F8766D	#F8766D	1	0.532759904864591	0.544490169904299
#F8766D	#F8766D	2.23	0.681360946325764	0.577613521688117
#F8766D	#F8766D	3	0.782713472776339	0.553459955512718
#F8766D	#F8766D	3.01	0.57636742552355	0.742811933158953
#F8766D	#F8766D	2.1	0.600838617096226	0.640486872302355
#F8766D	#F8766D	2.46	0.715584303056435	0.556831926580136
#F8766D	#F8766D	2.01	0.560380852745306	0.643511315865829
#F8766D	#F8766D	1.79	0.624734283322333	0.574643038449659
#F8766D	#F8766D	1.89	0.564797994741002	0.630360811846284
#F8766D	#F8766D	2.68	0.614595611368135	0.700000602249157
#F8766D	#F8766D	3.08	0.70369040645428	0.701317673296481
#F8766D	#F8766D	3.02	0.785986293772887	0.548990923706789
#F8766D	#F8766D	1.93	0.608697824516821	0.614315626015597
#F8766D	#F8766D	1.62	0.611658528369362	0.549896431816854
#F8766D	#F8766D	2.19	0.655382322156726	0.612419655900628
#F8766D	#F8766D	1.27	0.565119633956049	0.55394240719505
#F8766D	#F8766D	1.78	0.623529734732937	0.57319463253071
#F8766D	#F8766D	2.11	0.589446591126208	0.646547275683499
#F8766D	#F8766D	2.28	0.575135813417076	0.668681752205964
#F8766D	#F8766D	3.02	0.640635519162935	0.72768662848876
#F8766D	#F8766D	2.75	0.607785250320405	0.708920773690438
#F8766D	#F8766D	2.71	0.576137934181524	0.712986258768853
#F8766D	#F8766D	4.24	0.590470208525588	0.866267182964756
#F8766D	#F8766D	2.95	0.705300453256123	0.682100715164278
#F8766D	#F8766D	2.3	0.549264825430465	0.674000384708592
#F8766D	#F8766D	2	0.583834005273149	0.635921619528114
#F8766D	#F8766D	3.2	0.690492725782847	0.724594350495891
#F8766D	#F8766D	2.96	0.719458404476551	0.670715774414708
#F8766D	#F8766D	1.93	0.568130795411419	0.632905594134686
#F8766D	#F8766D	1.64	0.608757593849576	0.567146298265385
#F8766D	#F8766D	1.77	0.569128434908928	0.615817132512665
#F8766D	#F8766D	2.21	0.627465797507404	0.638595639386916
#F8766D	#F8766D	1.08	0.533912878306063	0.55231099155302
#F8766D	#F8766D	3.35	0.653663780800031	0.758608235150383
#F8766D	#F8766D	2.4	0.609071656919395	0.670382716835493
#F8766D	#F8766D	3.45	0.827799658670592	0.611986417288224
#F8766D	#F8766D	3.56	0.596081875580725	0.796231878532484
#F8766D	#F8766D	2.13	0.639535274463218	0.618225439363168
#F8766D	#F8766D	2.14	0.655052232220677	0.602877091847391
#F8766D	#F8766D	1.99	0.608652831459332	0.622953925455934
#F8766D	#F8766D	3.56	0.791995078767299	0.693641345844586
#F8766D	#F8766D	2.82	0.66503525245381	0.692925778163751
#F8766D	#F8766D	2.38	0.537966173941726	0.682939796136633
#F8766D	#F8766D	1.38	0.567090873447907	0.570586519659556
#F8766D	#F8766D	1.87	0.630650422893659	0.582230467117866
#F8766D	#F8766D	3.76	0.552676598563835	0.820989551336196
#F8766D	#F8766D	2.98	0.553017056284379	0.742966424032292
#F8766D	#F8766D	2.22	0.624409078507723	0.642459474011558
#F8766D	#F8766D	2.9	0.559815948816681	0.73424211482054
#F8766D	#F8766D	4.03	0.90153601710047	0.613475323920074
#F8766D	#F8766D	2.39	0.665564783103068	0.633811261120116
#F8766D	#F8766D	1.59	0.546744287914187	0.603231809750095
#F8766D	#F8766D	1.73	0.554494199596187	0.615813450215876
#F8766D	#F8766D	2.64	0.733445101509396	0.579876485701481
#F8766D	#F8766D	2.5	0.720639451512672	0.55765891480951
#F8766D	#F8766D	2.64	0.538452124062145	0.708933290120705
#F8766D	#F8766D	2.57	0.560842745958374	0.700947879312741
#F8766D	#F8766D	1.9	0.573937212774205	0.628361033516937
#F8766D	#F8766D	3.79	0.872137772862698	0.607288434635405
#F8766D	#F8766D	2.76	0.739162913628725	0.606453899017284
#F8766D	#F8766D	3.18	0.805885233405436	0.55715504874443
#F8766D	#F8766D	3.91	0.879465467272427	0.633677676176656
#F8766D	#F8766D	3.6	0.772481742935969	0.719520388037927
#F8766D	#F8766D	1.85	0.595437043611513	0.612959085308381
#F8766D	#F8766D	1.74	0.61433405612788	0.580858023661096
#F8766D	#F8766D	2.57	0.63528905192508	0.678743003405283
#F8766D	#F8766D	3.67	0.747230445051725	0.749475309135447
#F8766D	#F8766D	3.34	0.809349486515427	0.621809282894086
#F8766D	#F8766D	2.43	0.665596421488115	0.640596068294178
#F8766D	#F8766D	2.76	0.659909194778625	0.688499250667189
#F8766D	#F8766D	2.63	0.724090543966694	0.601753953581502
#F8766D	#F8766D	3.04	0.716047083203929	0.686033624911014
#F8766D	#F8766D	3.43	0.711567928594825	0.741717295560352
#F8766D	#F8766D	2.56	0.720416786648682	0.586374397687193
#F8766D	#F8766D	1.91	0.543099884405744	0.635589802699698
#F8766D	#F8766D	1.62	0.601489265989366	0.573728207959102
#7CAE00	#7CAE00	2.1	0.44701396756843	0.63310059110404
#7CAE00	#7CAE00	2.81	0.306170997117399	0.576553885766314
#7CAE00	#7CAE00	3.53	0.267754946484513	0.687546473387794
#7CAE00	#7CAE00	3.16	0.529199362834836	0.761159577891268
#7CAE00	#7CAE00	2.86	0.492208256393524	0.728755467519128
#7CAE00	#7CAE00	1.98	0.432837498617028	0.605984335875845
#7CAE00	#7CAE00	2.99	0.279946931698379	0.558048464948113
#7CAE00	#7CAE00	3.05	0.316743929748165	0.658956716790566
#7CAE00	#7CAE00	3.63	0.240785731345865	0.670254984517064
#7CAE00	#7CAE00	2.69	0.466841327664385	0.706512569220426
#7CAE00	#7CAE00	2.45	0.358374006289793	0.593993828539837
#7CAE00	#7CAE00	1.7	0.515099237541992	0.614099298702758
#7CAE00	#7CAE00	2.8	0.476761017291245	0.720692564363657
#7CAE00	#7CAE00	2.53	0.366618915845219	0.626159203860014
#7CAE00	#7CAE00	4.66	0.249545343027952	0.834158195820903
#7CAE00	#7CAE00	1.4	0.477888174655748	0.546926084223482
#7CAE00	#7CAE00	4.05	0.205587026605039	0.705819148317987
#7CAE00	#7CAE00	1.33	0.495243117915713	0.564274019419916
#7CAE00	#7CAE00	1.57	0.50351144512415	0.598136433054235
#7CAE00	#7CAE00	3.35	0.235862882112591	0.565010865714743
#7CAE00	#7CAE00	1.89	0.466547406615322	0.617952205109277
#7CAE00	#7CAE00	2.2	0.432744813626636	0.636771944581839
#7CAE00	#7CAE00	2.82	0.386903693745348	0.686281248227378
#7CAE00	#7CAE00	2.22	0.44209468426638	0.645185337194755
#7CAE00	#7CAE00	1.36	0.519088816977363	0.57975151541091
#7CAE00	#7CAE00	3.03	0.276412611375759	0.571742213740044
#7CAE00	#7CAE00	1.63	0.464486974988453	0.581244610631143
#7CAE00	#7CAE00	4.09	0.152816287167707	0.616089780758918
#7CAE00	#7CAE00	2.27	0.399970872065491	0.618132969761467
#7CAE00	#7CAE00	1.4	0.477242083137923	0.542963251682557
#7CAE00	#7CAE00	1.9	0.484175443245705	0.62746102644261
#7CAE00	#7CAE00	2.48	0.367476956018	0.617312976634501
#7CAE00	#7CAE00	2.4	0.468241339204722	0.675689616463891
#7CAE00	#7CAE00	3.48	0.42759635707049	0.779691680880109
#7CAE00	#7CAE00	2.57	0.39864838533969	0.661415723132651
#7CAE00	#7CAE00	3.01	0.303297707456953	0.634014560700754
#7CAE00	#7CAE00	2.37	0.463425456043787	0.671362500069969
#7CAE00	#7CAE00	1.77	0.433939977848743	0.559480663131201
#7CAE00	#7CAE00	2.68	0.413918156070193	0.685074979197153
#7CAE00	#7CAE00	1.81	0.456097241067459	0.600660293315578
#7CAE00	#7CAE00	3.28	0.347039698489436	0.720542712150086
#7CAE00	#7CAE00	1.39	0.514327132704205	0.581903169529131
#7CAE00	#7CAE00	2.26	0.454913538423681	0.655582391310177
#7CAE00	#7CAE00	1.45	0.471638894312122	0.544301727045064
#7CAE00	#7CAE00	2.42	0.367942651645801	0.604915013616944
#7CAE00	#7CAE00	2.31	0.363676920785294	0.547925355542454
#7CAE00	#7CAE00	2.62	0.410481246759412	0.676513611377383
#7CAE00	#7CAE00	1.96	0.420489095331517	0.585869751645591
#7CAE00	#7CAE00	3.36	0.242952498611806	0.602018454709627
#7CAE00	#7CAE00	2.21	0.388581804830035	0.590270175997539
#7CAE00	#7CAE00	1.87	0.480599383773776	0.622959529557755
#7CAE00	#7CAE00	3.64	0.240211326058426	0.671468587674479
#7CAE00	#7CAE00	2	0.522724553652221	0.644722659851085
#7CAE00	#7CAE00	2.4	0.352710405235217	0.550411793701887
#7CAE00	#7CAE00	3.4	0.229303758238802	0.566527471960534
#7CAE00	#7CAE00	3.64	0.201067264388049	0.575352221239186
#7CAE00	#7CAE00	2.42	0.391207990452686	0.633858162093552
#7CAE00	#7CAE00	1.99	0.529043751752046	0.644347119995592
#7CAE00	#7CAE00	2.61	0.42661785577214	0.683625180096624
#7CAE00	#7CAE00	4.22	0.274561328235218	0.794636563719498
#7CAE00	#7CAE00	1.68	0.463708900224652	0.587979008101007
#7CAE00	#7CAE00	2.05	0.478350971857433	0.642093533468844
#7CAE00	#7CAE00	3.32	0.428953365472381	0.763171609598518
#7CAE00	#7CAE00	4.09	0.206891980964421	0.713844274637695
#7CAE00	#7CAE00	2.48	0.390745179795433	0.642269266099319
#7CAE00	#7CAE00	2.75	0.504622864399193	0.719172796675497
#7CAE00	#7CAE00	5.41	0.323191333713113	0.954545454545455
#7CAE00	#7CAE00	2.39	0.432429092485442	0.660628193619545
#7CAE00	#7CAE00	2.37	0.36175918788646	0.577054648979385
#7CAE00	#7CAE00	2.38	0.36612202771981	0.591082363713053
#7CAE00	#7CAE00	1.75	0.49925338393763	0.615558634985059
#7CAE00	#7CAE00	4.42	0.182179923958892	0.743630357592586
#7CAE00	#7CAE00	2.89	0.316111844728816	0.626510977947905
#7CAE00	#7CAE00	1.56	0.4663592152544	0.571086519037269
#7CAE00	#7CAE00	1.41	0.48585071543383	0.567790828415035
#7CAE00	#7CAE00	4.06	0.495041441396327	0.850808378757166
#7CAE00	#7CAE00	1.97	0.526580513261116	0.642218370117797
#7CAE00	#7CAE00	2.48	0.354526229284406	0.593643123377622
#7CAE00	#7CAE00	3.08	0.268075802260168	0.547363492707437
#7CAE00	#7CAE00	2.11	0.431233721469533	0.623311399855177
#7CAE00	#7CAE00	3.17	0.366454799898041	0.718136726972252
#7CAE00	#7CAE00	1.76	0.437009428798367	0.56648988127195
#7CAE00	#7CAE00	2.14	0.501146095414265	0.656590705567258
#7CAE00	#7CAE00	3.44	0.474842491585888	0.785563965206521
#7CAE00	#7CAE00	3.17	0.490009491467415	0.759950474931759
#7CAE00	#7CAE00	1.87	0.423550447978588	0.568088728835093
#7CAE00	#7CAE00	2.56	0.335609270568542	0.568654856029721
#7CAE00	#7CAE00	2	0.486405103407822	0.638773073508601
#7CAE00	#7CAE00	2.52	0.338644444420132	0.550377847079535
#7CAE00	#7CAE00	1.99	0.438882606552031	0.612885625234138
#7CAE00	#7CAE00	3.13	0.268054859632879	0.58989695297772
#7CAE00	#7CAE00	3.71	0.223830305853839	0.662181573395533
#7CAE00	#7CAE00	2.57	0.331006070040432	0.545645608450718
#7CAE00	#7CAE00	2.36	0.398541698445901	0.632115789430516
#7CAE00	#7CAE00	3.61	0.229459998444548	0.647409688082529
#7CAE00	#7CAE00	2.39	0.41030997502974	0.646141949567608
#7CAE00	#7CAE00	2.68	0.43194040970498	0.693930927156262
#7CAE00	#7CAE00	1.66	0.526504288390843	0.610862173339528
#7CAE00	#7CAE00	2.91	0.311561312511174	0.624747650055233
#7CAE00	#7CAE00	2.54	0.387077302620626	0.648671506496493
#7CAE00	#7CAE00	2.31	0.371343683873545	0.582550220745442
#7CAE00	#7CAE00	2.27	0.451616668314419	0.655265593929847
#7CAE00	#7CAE00	2.77	0.306631864337348	0.551735006366932
#7CAE00	#7CAE00	2.5	0.486591188001415	0.690795560996931
#7CAE00	#7CAE00	3.37	0.427769436375893	0.767844029249312
#7CAE00	#7CAE00	1.64	0.448517871367412	0.551183119679901
#7CAE00	#7CAE00	2.58	0.492746387195607	0.700301820806174
#7CAE00	#7CAE00	3.27	0.253804937217433	0.59931113813392
#7CAE00	#7CAE00	1.69	0.441530159053222	0.543010592249337
#7CAE00	#7CAE00	2.63	0.429889656324566	0.687015021658999
#7CAE00	#7CAE00	1.54	0.468839896025981	0.570277351587175
#7CAE00	#7CAE00	1.66	0.459119691770945	0.579393823611179
#7CAE00	#7CAE00	2.92	0.288344790582385	0.543052815082765
#7CAE00	#7CAE00	3.42	0.338840030516734	0.733163304831032
#7CAE00	#7CAE00	2.19	0.48100968561291	0.65698710736292
#7CAE00	#7CAE00	4.3	0.438312571239546	0.867460461122145
#7CAE00	#7CAE00	2.6	0.464231873082684	0.695813967762494
#7CAE00	#7CAE00	3.02	0.28592660356128	0.599865761948613
#7CAE00	#7CAE00	3.5	0.409555330076285	0.776214908951362
#7CAE00	#7CAE00	2.39	0.355020932218306	0.554158614368292
#7CAE00	#7CAE00	3.14	0.266560718035166	0.585465027744826
#7CAE00	#7CAE00	3.56	0.298303354111777	0.721752486919496
#7CAE00	#7CAE00	2.33	0.374820060648828	0.594819917047893
#7CAE00	#7CAE00	3.16	0.422937241235065	0.743500636063758
#7CAE00	#7CAE00	1.44	0.527407830586041	0.589123123930709
#7CAE00	#7CAE00	1.68	0.451187907160223	0.573448924954598
#7CAE00	#7CAE00	4.89	0.353668420736082	0.908075735735576
#7CAE00	#7CAE00	2.49	0.425090217038953	0.667762477807728
#7CAE00	#7CAE00	2.98	0.524225367676611	0.743093842888212
#7CAE00	#7CAE00	2.52	0.349713729312597	0.594748889939009
#7CAE00	#7CAE00	3.17	0.260306552735643	0.574602904426795
#7CAE00	#7CAE00	3.53	0.232288688545674	0.632960599625925
#7CAE00	#7CAE00	1.64	0.464324758658132	0.582062446264956
#7CAE00	#7CAE00	1.98	0.455762212666639	0.623160965757785
#7CAE00	#7CAE00	1.31	0.491106887416422	0.553478670147936
#7CAE00	#7CAE00	2.92	0.332305527179623	0.654743742549615
#7CAE00	#7CAE00	2.22	0.525052779869249	0.667614197640574
#7CAE00	#7CAE00	1.44	0.477831983324715	0.56130505525337
#7CAE00	#7CAE00	2.08	0.448951205486655	0.631203058820557
#7CAE00	#7CAE00	3.97	0.49496011088072	0.840900239530011
#7CAE00	#7CAE00	3.13	0.338952318905083	0.694000858474717
#7CAE00	#7CAE00	2.05	0.48957069023366	0.644628932849262
#7CAE00	#7CAE00	1.47	0.470436645917602	0.555174549016031
#7CAE00	#7CAE00	3.31	0.282655814948293	0.66414684834722
#7CAE00	#7CAE00	3.08	0.442466003711339	0.741677026651073
#7CAE00	#7CAE00	1.61	0.516942093086035	0.604756777198404
#7CAE00	#7CAE00	2.48	0.366297505866218	0.615813642071522
#7CAE00	#7CAE00	1.97	0.420286364932687	0.588694391211823
#7CAE00	#7CAE00	2.31	0.391411894376134	0.614920591267137
#7CAE00	#7CAE00	2.57	0.523035641982497	0.701861200148606
#7CAE00	#7CAE00	1.71	0.489552642100092	0.607888359631282
#7CAE00	#7CAE00	2.92	0.373728257792688	0.691648417136009
#7CAE00	#7CAE00	2.14	0.513420442592351	0.658643769481129
#7CAE00	#7CAE00	2.45	0.489576671898423	0.686927603283062
#7CAE00	#7CAE00	4.86	0.142931161157743	0.775010406284449
#7CAE00	#7CAE00	2.58	0.390264260064346	0.656964013859725
#7CAE00	#7CAE00	2.69	0.367271314517177	0.653938967234378
