colour	fill	x	y	clickSelects
#7CAE00	#7CAE00	0.283344209908991	0.828490025239772	Q2
#7CAE00	#7CAE00	0.320384230427779	0.717485406312276	Q2
#7CAE00	#7CAE00	0.363128800318475	0.669197888524492	Q2
#7CAE00	#7CAE00	0.39238200277452	0.629084086569073	Q2
#7CAE00	#7CAE00	0.258846494837991	0.612578139302964	Q2
#7CAE00	#7CAE00	0.296550718388789	0.817168394633407	Q2
#7CAE00	#7CAE00	0.473352905692826	0.790354117712281	Q2
#7CAE00	#7CAE00	0.478631924585877	0.623339911031442	Q2
#7CAE00	#7CAE00	0.45810961353789	0.634707373864408	Q2
#7CAE00	#7CAE00	0.387249749599774	0.671239294595696	Q2
#7CAE00	#7CAE00	0.381809726385862	0.630793667904679	Q2
#7CAE00	#7CAE00	0.376357856885882	0.635410708174053	Q2
#7CAE00	#7CAE00	0.440556331656766	0.645194128570796	Q2
#7CAE00	#7CAE00	0.401802216941308	0.800082916781342	Q2
#7CAE00	#7CAE00	0.391389115045622	0.72622093888947	Q2
#7CAE00	#7CAE00	0.39136415987816	0.59975774268077	Q2
#7CAE00	#7CAE00	0.42770877198202	0.650359704282889	Q2
#7CAE00	#7CAE00	0.336400078759231	0.587668086920914	Q2
#7CAE00	#7CAE00	0.425904439806153	0.828241434039934	Q2
#7CAE00	#7CAE00	0.394209847618716	0.677307848020523	Q2
#7CAE00	#7CAE00	0.471273233308967	0.701919388876277	Q2
#7CAE00	#7CAE00	0.193912467327211	0.720097316254759	Q2
#7CAE00	#7CAE00	0.366255580570363	0.623724273077488	Q2
#7CAE00	#7CAE00	0.449233130259926	0.634762685851052	Q2
#7CAE00	#7CAE00	0.229473799456566	0.695228120068212	Q2
#7CAE00	#7CAE00	0.4219895051703	0.68243042270292	Q2
#7CAE00	#7CAE00	0.248364642209424	0.582140554888175	Q2
#7CAE00	#7CAE00	0.461181407926779	0.642364979895708	Q2
#7CAE00	#7CAE00	0.377409341962948	0.711541877127205	Q2
#7CAE00	#7CAE00	0.368133219268792	0.586441662571755	Q2
#7CAE00	#7CAE00	0.441775660814969	0.809055755821856	Q2
#7CAE00	#7CAE00	0.485322069282299	0.655547066175821	Q2
#7CAE00	#7CAE00	0.201405234989501	0.605557472657056	Q2
#7CAE00	#7CAE00	0.440799060945536	0.614111426769881	Q2
#7CAE00	#7CAE00	0.181494662809612	0.743782456762873	Q2
#7CAE00	#7CAE00	0.372664482451365	0.728005004358041	Q2
#7CAE00	#7CAE00	0.274470521274434	0.575960525886821	Q2
#7CAE00	#7CAE00	0.475930586235223	0.694672860833508	Q2
#7CAE00	#7CAE00	0.484712200053102	0.681080624255467	Q2
#7CAE00	#7CAE00	0.406178207101406	0.604904351905216	Q2
#7CAE00	#7CAE00	0.482454007042167	0.570989516971396	Q2
#7CAE00	#7CAE00	0.413773985156347	0.653270106023019	Q2
#7CAE00	#7CAE00	0.42099632623692	0.670897334597874	Q2
#7CAE00	#7CAE00	0.386254725673997	0.759344183184912	Q2
#7CAE00	#7CAE00	0.450083410555098	0.671327351863193	Q2
#7CAE00	#7CAE00	0.393870831778975	0.645765686792338	Q2
#7CAE00	#7CAE00	0.429964936925237	0.83307560735686	Q2
#7CAE00	#7CAE00	0.455041886728657	0.716037319071141	Q2
#7CAE00	#7CAE00	0.239803994289832	0.614844683613523	Q2
#7CAE00	#7CAE00	0.371759113619129	0.804451886580825	Q2
#7CAE00	#7CAE00	0.407387726941841	0.626292785049696	Q2
#7CAE00	#7CAE00	0.268990706674361	0.643556283883644	Q2
#7CAE00	#7CAE00	0.469708329051372	0.780746215094501	Q2
#7CAE00	#7CAE00	0.362765613954453	0.586753975452574	Q2
#7CAE00	#7CAE00	0.388903413095941	0.655456538383253	Q2
#7CAE00	#7CAE00	0.445763915710551	0.609472460748351	Q2
#7CAE00	#7CAE00	0.307476235339564	0.624111504687722	Q2
#7CAE00	#7CAE00	0.460092070490973	0.768893608953585	Q2
#7CAE00	#7CAE00	0.421534754330717	0.636079586985856	Q2
#7CAE00	#7CAE00	0.37391761171214	0.677745881633745	Q2
#7CAE00	#7CAE00	0.473064658289713	0.682024404157752	Q2
#7CAE00	#7CAE00	0.457063241946814	0.581161929765587	Q2
#7CAE00	#7CAE00	0.397052229650874	0.720624023424742	Q2
#7CAE00	#7CAE00	0.483885485052791	0.809628377696096	Q2
#7CAE00	#7CAE00	0.462168507282853	0.706854845551603	Q2
#7CAE00	#7CAE00	0.406247984853086	0.633653076331051	Q2
#7CAE00	#7CAE00	0.420763128416235	0.70486935541962	Q2
#7CAE00	#7CAE00	0.458277611506942	0.579287244408595	Q2
#7CAE00	#7CAE00	0.328644638767399	0.574700055313059	Q2
#7CAE00	#7CAE00	0.317921580799587	0.630626487819786	Q2
#7CAE00	#7CAE00	0.422340515247877	0.699589858565833	Q2
#7CAE00	#7CAE00	0.346663240474369	0.62932062147077	Q2
#7CAE00	#7CAE00	0.345186727979449	0.654478606878711	Q2
#7CAE00	#7CAE00	0.43184315586935	0.66103147878604	Q2
#7CAE00	#7CAE00	0.432022656017129	0.631683404760902	Q2
#7CAE00	#7CAE00	0.405094757964377	0.795452867591806	Q2
#7CAE00	#7CAE00	0.470862824272988	0.744574960632289	Q2
#7CAE00	#7CAE00	0.482947152506135	0.707817799482305	Q2
#7CAE00	#7CAE00	0.249891992721524	0.645382954400563	Q2
#7CAE00	#7CAE00	0.444754946401541	0.738854697883919	Q2
#7CAE00	#7CAE00	0.443526533854672	0.582324332158411	Q2
#7CAE00	#7CAE00	0.438196494190873	0.62044825056833	Q2
#7CAE00	#7CAE00	0.326100825471483	0.605729841916201	Q2
#7CAE00	#7CAE00	0.388540969164668	0.869505652961212	Q2
#7CAE00	#7CAE00	0.305615570792429	0.635886870948086	Q2
#7CAE00	#7CAE00	0.288439937477076	0.646719530239281	Q2
#7CAE00	#7CAE00	0.306648352489154	0.646746085659575	Q2
#7CAE00	#7CAE00	0.458996904479373	0.744806218956805	Q2
#7CAE00	#7CAE00	0.36282652741257	0.678513617346464	Q2
#7CAE00	#7CAE00	0.474642547853578	0.708832355713438	Q2
#7CAE00	#7CAE00	0.420826695128327	0.683285753276396	Q2
#7CAE00	#7CAE00	0.295102858152227	0.700691398631447	Q2
#7CAE00	#7CAE00	0.32710270394829	0.656448120424618	Q2
#7CAE00	#7CAE00	0.444212932277253	0.634129536244872	Q2
#7CAE00	#7CAE00	0.395528425951248	0.64383025253382	Q2
#7CAE00	#7CAE00	0.377977098558049	0.608384149562878	Q2
#7CAE00	#7CAE00	0.477851764439606	0.577841983906068	Q2
#7CAE00	#7CAE00	0.402206206012061	0.584007944332598	Q2
#7CAE00	#7CAE00	0.425667309291999	0.740854241374455	Q2
#7CAE00	#7CAE00	0.452729386689066	0.689304373342483	Q2
#7CAE00	#7CAE00	0.429993747188608	0.668083602083452	Q2
#7CAE00	#7CAE00	0.122074353059005	0.678349383491102	Q2
#7CAE00	#7CAE00	0.254048560477745	0.722102658738312	Q2
#7CAE00	#7CAE00	0.247631491238612	0.591027335215751	Q2
#7CAE00	#7CAE00	0.202958375184346	0.804374406963869	Q2
#7CAE00	#7CAE00	0.34982833341849	0.772237576224396	Q2
#7CAE00	#7CAE00	0.470889203236519	0.671173467056536	Q2
#7CAE00	#7CAE00	0.191175483753151	0.782932139444576	Q2
#7CAE00	#7CAE00	0.239574517464079	0.666039302393618	Q2
#7CAE00	#7CAE00	0.213516006184407	0.654465777370527	Q2
#7CAE00	#7CAE00	0.476655861356797	0.596933829815162	Q2
#7CAE00	#7CAE00	0.370429326028515	0.686109125064423	Q2
#7CAE00	#7CAE00	0.395107624997067	0.745664176588758	Q2
#7CAE00	#7CAE00	0.436419600835726	0.814355272904129	Q2
#7CAE00	#7CAE00	0.309601112086475	0.712926045984822	Q2
#7CAE00	#7CAE00	0.142872106506234	0.58953154388203	Q2
#7CAE00	#7CAE00	0.111873761683186	0.653045145552494	Q2
#7CAE00	#7CAE00	0.390522937275525	0.678834785166758	Q2
#7CAE00	#7CAE00	0.217261680476281	0.733361632438931	Q2
#7CAE00	#7CAE00	0.29600466503719	0.676716406123523	Q2
#7CAE00	#7CAE00	0.408714562560529	0.617623119654339	Q2
#7CAE00	#7CAE00	0.479443402446359	0.770091514336915	Q2
#7CAE00	#7CAE00	0.323404634429012	0.641694916291859	Q2
#7CAE00	#7CAE00	0.317586269127761	0.615731328688832	Q2
#7CAE00	#7CAE00	0.339071924466776	0.589275770651849	Q2
#7CAE00	#7CAE00	0.234679159938675	0.569562672982988	Q2
#7CAE00	#7CAE00	0.42664938199299	0.644912063342176	Q2
#7CAE00	#7CAE00	0.379843594307365	0.830508885713836	Q2
#7CAE00	#7CAE00	0.388300201337754	0.636283809631683	Q2
#7CAE00	#7CAE00	0.450382784351861	0.568664823534636	Q2
#7CAE00	#7CAE00	0.340148289821903	0.605481725442939	Q2
#7CAE00	#7CAE00	0.185928952444174	0.729883109637743	Q2
#7CAE00	#7CAE00	0.0454545454545455	0.578395198077635	Q2
#7CAE00	#7CAE00	0.25475969666132	0.76301491447837	Q2
#7CAE00	#7CAE00	0.333183716874414	0.586048677041853	Q2
#7CAE00	#7CAE00	0.483232055606085	0.670625857543677	Q2
#7CAE00	#7CAE00	0.238913567803444	0.80304390735036	Q2
#7CAE00	#7CAE00	0.366800188629223	0.61430617033484	Q2
#7CAE00	#7CAE00	0.268080017526931	0.576514771306047	Q2
#7CAE00	#7CAE00	0.312684187843686	0.654095824502624	Q2
#7CAE00	#7CAE00	0.481524453390439	0.646775266967638	Q2
#7CAE00	#7CAE00	0.465488086591998	0.619110687773145	Q2
#7CAE00	#7CAE00	0.374801683285602	0.607517843562217	Q2
#7CAE00	#7CAE00	0.0532810055531271	0.638800135206951	Q2
#7CAE00	#7CAE00	0.276374116773423	0.576413044822598	Q2
#7CAE00	#7CAE00	0.286381140730853	0.603372471192341	Q2
#7CAE00	#7CAE00	0.320518537076259	0.637003273229326	Q2
#7CAE00	#7CAE00	0.421603645631512	0.728335488721845	Q2
#7CAE00	#7CAE00	0.364244951141214	0.624454311596774	Q2
#7CAE00	#7CAE00	0.452527563844418	0.702365704321271	Q2
#7CAE00	#7CAE00	0.406799795283124	0.653580689434335	Q2
#7CAE00	#7CAE00	0.193302813687322	0.850394579725149	Q2
#7CAE00	#7CAE00	0.245355732381219	0.69301837701859	Q2
#7CAE00	#7CAE00	0.453044165150852	0.627403032280971	Q2
#7CAE00	#7CAE00	0.233079070597484	0.579201261190764	Q2
#7CAE00	#7CAE00	0.318863001446842	0.578560458402618	Q2
#7CAE00	#7CAE00	0.463386372962959	0.729014869224533	Q2
#7CAE00	#7CAE00	0.36187697121664	0.615188040197192	Q2
#7CAE00	#7CAE00	0.405291281615956	0.580947863450769	Q2
#7CAE00	#7CAE00	0.339643625981261	0.716261093416696	Q2
#7CAE00	#7CAE00	0.485757721766532	0.700002500023999	Q2
#7CAE00	#7CAE00	0.430099600476261	0.610647997251626	Q2
#7CAE00	#7CAE00	0.450212938081854	0.652605716415502	Q2
#7CAE00	#7CAE00	0.389880990103098	0.618934283053247	Q2
#7CAE00	#7CAE00	0.420059647202315	0.644274828492452	Q2
#7CAE00	#7CAE00	0.472925145549991	0.675601163274721	Q2
#7CAE00	#7CAE00	0.396743957356832	0.597877809793383	Q2
#7CAE00	#7CAE00	0.419982997556677	0.643111343567249	Q2
#7CAE00	#7CAE00	0.407294062158245	0.605524723981257	Q2
#7CAE00	#7CAE00	0.16913858045476	0.593220765072252	Q2
#7CAE00	#7CAE00	0.368022914634235	0.738456122753393	Q2
#7CAE00	#7CAE00	0.444828852323349	0.685439128448681	Q2
#7CAE00	#7CAE00	0.251343761195959	0.837086321188982	Q2
#7CAE00	#7CAE00	0.394369118744533	0.674715395054731	Q2
#7CAE00	#7CAE00	0.396150937231604	0.610053427728138	Q2
#7CAE00	#7CAE00	0.386142497614377	0.67728597753769	Q2
#7CAE00	#7CAE00	0.429702490146602	0.710907275721837	Q2
#7CAE00	#7CAE00	0.304742313726601	0.728739859547145	Q2
#7CAE00	#7CAE00	0.417753671162174	0.601086357048396	Q2
#7CAE00	#7CAE00	0.330161808144553	0.72854935850079	Q2
#7CAE00	#7CAE00	0.365326138269213	0.652579819484707	Q2
#7CAE00	#7CAE00	0.477595470166413	0.582122085569829	Q2
#7CAE00	#7CAE00	0.423763824646243	0.744111138363062	Q2
#7CAE00	#7CAE00	0.476338543978767	0.595411554154903	Q2
#7CAE00	#7CAE00	0.346734262909837	0.635217312493612	Q2
#7CAE00	#7CAE00	0.362620749524117	0.730720434363909	Q2
#7CAE00	#7CAE00	0.421624573099621	0.683782119908504	Q2
#7CAE00	#7CAE00	0.485038789699226	0.856422783996211	Q2
#7CAE00	#7CAE00	0.473667313947592	0.717049189830718	Q2
#7CAE00	#7CAE00	0.191463514091621	0.799206345345048	Q2
#7CAE00	#7CAE00	0.358772415388628	0.629388378012157	Q2
#7CAE00	#7CAE00	0.441849241038502	0.689727374306331	Q2
#7CAE00	#7CAE00	0.47183734975	0.683688655692834	Q2
#7CAE00	#7CAE00	0.368780265488423	0.644999155284086	Q2
#7CAE00	#7CAE00	0.462216602713476	0.661432686582668	Q2
#7CAE00	#7CAE00	0.440416969373492	0.60281047662388	Q2
#7CAE00	#7CAE00	0.454100822605364	0.618926522890284	Q2
