colour	fill	x	y	showSelectedlegendcolour	showSelectedlegendfill
#0000FF	#0000FF	0.307692307692308	0.297494549966815	low	low
#FF0000	#FF0000	0.5	0.58049831808064	high	high
#FF0000	#FF0000	0.5	0.508009999760485	high	high
#0000FF	#0000FF	0.307692307692308	0.46496490523963	low	low
#FF0000	#FF0000	0.5	0.542188821477779	high	high
#0000FF	#0000FF	0.307692307692308	0.484524871131844	low	low
#FF0000	#FF0000	0.307692307692308	0.266409754070163	high	high
#0000FF	#0000FF	0.5	0.705213413519747	low	low
#FF0000	#FF0000	0.5	0.620035295025619	high	high
#FF0000	#FF0000	0.5	0.644022419163519	high	high
